sampleID,read_count,p_Proteobacteria,c_Betaproteobacteria,c_Clostridia,o_Micrococcales,f_Carnobacteriaceae,f_Corynebacteriaceae,f_Enterobacteriaceae,f_Lachnospiraceae,f_Mycoplasmataceae,f_Neisseriaceae,f_Pasteurellaceae,f_Peptostreptococcaceae,f_Prevotellaceae,g_Acidaminococcus,g_Acinetobacter,g_Actinobacillus,g_Actinobaculum,g_Actinomyces,g_Actinotignum,g_Aerococcus,g_Alistipes,g_Alloprevotella,g_Alloscardovia,g_Anaerococcus,g_Anaeroglobus,g_Anaerostipes,g_Arcanobacterium,g_Bacillus,g_Bacteroides,g_Bifidobacterium,g_Blautia,g_Brevibacterium,g_Bulleidia,g_Campylobacter,g_Citrobacter,g_Collinsella,g_Corynebacterium,g_Cupriavidus,g_Dermabacter,g_Dialister,g_Dorea,g_Enterobacter,g_Enterococcus,g_Ezakiella,g_Facklamia,g_Faecalibacterium,g_Finegoldia,g_Fusicatenibacter,g_Fusobacterium,g_Gemella,g_Granulicatella,g_Haemophilus,g_Helcobacillus,g_Helcococcus,g_Helicobacter,g_Howardella,g_Jonquetella,g_Klebsiella,g_Kocuria,g_Lachnoclostridium,g_Lachnospira,g_Lactobacillus,g_Lactococcus,g_Leptotrichia,g_Megasphaera,g_Micrococcus,g_Mobiluncus,g_Moryella,g_Murdochiella,g_Mycoplasma,g_Negativicoccus,g_Neisseria,g_Nosocomiicoccus,g_Olsenella,g_Parabacteroides,g_Parvimonas,g_Pasteurella,g_Peptococcus,g_Peptoniphilus,g_Peptostreptococcus,g_Phascolarctobacterium,g_Porphyromonas,g_Prevotella,g_Propionimicrobium,g_Proteus,g_Pseudarthrobacter,g_Pyramidobacter,g_Rhizobium,g_Romboutsia,g_Roseburia,g_Rothia,g_Serratia,g_Slackia,g_Sneathia,g_Solobacterium,g_Sphingomonas,g_Staphylococcus,g_Stenotrophomonas,g_Streptococcus,g_Subdoligranulum,g_Sutterella,g_Tessaracoccus,g_Trueperella,g_Ureaplasma,g_Varibaculum,g_Veillonella,Atopobium_deltae,Atopobium_minutum,Gardnerella_vaginalis,Lactobacillus_crispatus,Lactobacillus_delbrueckii,Lactobacillus_gasseri,Lactobacillus_iners,Lactobacillus_jensenii,Prevotella_amnii,Prevotella_bergensis,Prevotella_bivia,Prevotella_buccalis,Prevotella_copri,Prevotella_corporis,Prevotella_denticola,Prevotella_disiens,Prevotella_histicola,Prevotella_melaninogenica,Prevotella_nanceiensis,Prevotella_oris,Prevotella_stercorea,Prevotella_timonensis,Prevotella_veroralis,Shuttleworthia_satelles,Sneathia_sanguinegens,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim,subCST,score,CST
SRR063047,2245,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036903663235317193,0.030889786874105842,0.02650231902101807,0.4741342854543522,0.3446523968572852,0.026597814820532414,0.05567120835085945,0.03509051185122366,0.01013630102597846,0.006746812101794444,0.000551971883014821,0.06293176650298858,0.1211510483124694,III-A,0.4741342854543522,III
SRR063006,2288,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,2142,0,0,68,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48079065636719337,0.40465405983953645,0.0034403697250529404,0.011631679484935606,0.065355403564899,0.0015128979621911876,0.006933638997850624,0.021325510223421093,0.004882924598340448,0.015541668209417684,0.0016953388042221544,0.006209460425148148,0.025412922279433717,I-A,0.48079065636719337,I
SRR063054,2172,3,1,2,0,0,42,1,1,0,0,0,0,622,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,1,0,0,0,1,0,42,0,0,47,0,0,1,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,622,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,398,0,0,0,0,0,6,55,0,0,46,0,0,0,1,0,0,0,132,1,0,0,0,0,0,0,0,0,0,489,0,0,0,0.0006775109930281346,0.008729740176314976,0.01892932028632159,0.0026743111960820867,0.016254814559954728,0.048743197962308395,0.05229356567627954,0.17023481356208006,0.2047766096722082,0.012823857311158322,0.043002798800165734,0.03364933219031749,0.010591442127802648,IV-C1,0.2047766096722082,IV-C
SRR062814,1342,0,0,2,0,0,0,0,0,0,0,0,2,513,0,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,2,0,0,0,0,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,2,0,2,513,0,0,0,0,0,0,0,0,0,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,26,0,275,0,3,3,0,0,0,0,0,0,0,0,0,232,0,0,536,0.0010993733796902428,0.00331361736692073,0.004218972916179123,0.012108065494799508,0.01455501673544057,0.05183558146849209,0.049444858120370715,0.017783676908306383,0.0026055036840619177,0.0013398653787428836,0.0013293174753506718,0.0058821304552861995,0.0066020339438199955,IV-A,0.05183558146849209,IV-A
SRR062967,2393,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1973,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004417223650734882,0.03340200083130896,0.025211056301625616,0.4281115295168007,0.32399287987482034,0.025598151398065462,0.0538471591794953,0.03476058987967494,0.009743813067943701,0.006707719186431271,0.0006476009828342549,0.06043110136829629,0.17063085752505816,III-A,0.4281115295168007,III
SRR062831,2866,12,3,43,0,0,1,0,0,0,0,3,0,52,0,0,0,0,0,0,1,0,0,0,52,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,24,0,0,0,4,0,0,79,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2457,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,57,0,0,5,52,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,60,0,3,0,0,0,9,1,0,0,0,4,0,2,2451,0,0,0,0,10,0,0,0,4,0,0,0,0,0,38,0,0,0,0.004472579468407452,0.03456918631169419,0.029936761894191283,0.5121498190028896,0.3929770161305323,0.031287035989135195,0.06477550811722037,0.04511302149576894,0.019191402214907866,0.007945759910435207,0.0024964926354686017,0.07199364831671812,0.13602727495899627,III-A,0.5121498190028896,III
SRR062800,1054,0,0,11,0,0,0,0,0,8,0,0,0,379,0,0,0,0,0,0,14,0,0,0,6,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,38,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,29,0,0,0,379,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,318,0,257,0,0,107,0,0,0,0,0,0,0,0,0,15,0,0,117,0.002274001116857967,0.022733910598752398,0.02129111538476052,0.2518204132349593,0.2505362457156245,0.06642271623478577,0.0818011041320622,0.04800280035752124,0.009025267679374093,0.005518966696947926,0.0014775304115973828,0.05428787159649311,0.09623566815512932,III-A,0.2518204132349593,III
SRR062731,988,0,0,13,0,0,3,0,0,10,0,0,13,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,6,0,0,0,0,0,0,9,0,45,7,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,0,10,13,0,1,348,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,131,0,57,1,78,15,0,0,0,14,0,2,0,0,0,180,0,0,109,0.0012463123713708714,0.013397534447363474,0.015180353011266882,0.11407499289598232,0.1258540891088052,0.06628999948594329,0.07060200244440688,0.06027203374195311,0.007656580031385126,0.003732659610900318,0.0034920931870634363,0.03354187120883866,0.053361730526620306,III-B,0.1258540891088052,III
SRR062736,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493588728253321,0.40772914100578267,0.002576962290446648,0.0011700270356419476,0.056358977679809526,0.000683948301707863,0.0051843664222083145,0.019945648159855084,0.00365759273325525,0.015315236199840047,0.0014538496243921577,0.0036428568913285417,0.015343218780158306,I-A,0.493588728253321,I
SRR062725,1821,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1791,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4973363881955651,0.41274548632274277,0.0027060176183671125,0.001553451130179967,0.057326752842075626,0.0007452502948547784,0.005374826944244889,0.020684973210380334,0.004088738981946411,0.015504351857610045,0.0015924862830527628,0.003944099528041543,0.015671923468005288,I-A,0.4973363881955651,I
SRR062794,3192,0,0,1,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,3158,0,1,3,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.4938128329429282,0.4090426406258652,0.002715314483324821,0.0015211254538409608,0.05684582945557805,0.0007541949024299645,0.005322634177800566,0.0201223698065561,0.0036879745351807536,0.015368215614067517,0.0014644423919918743,0.0037319880557015743,0.01639391020146078,I-A,0.4938128329429282,I
SRR062768,1006,8,2,1,68,19,2,0,0,0,2,4,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,11,19,4,0,0,0,0,0,0,0,0,0,505,5,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,65,1,0,0,0,0,42,0,224,1,0,0,0,0,0,2,0,0,0,0,0,9,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.005476755656127178,0.028826136380603183,0.011957074212002953,0.012058097633587889,0.01940683549378878,0.0012049469346531408,0.005797049208824545,0.03003752894540443,0.17706539894802759,0.013881346222450715,0.033549283557336204,0.04939647545598972,0.40691439345115815,V,0.40691439345115815,V
SRR062705,2444,5,5,77,0,0,0,0,56,1,0,0,0,132,1,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,1,15,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2181,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,127,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,2180,0,0,1,0,0,0,0,0,113,3,0,3,0,0,0,0,5,3,0,0,0,0.5182346780325687,0.44262813316134536,0.0027847949209618265,0.001373192202067069,0.06068673764393012,0.0019294261319058657,0.005995891879800164,0.02239683694733609,0.003917564981799235,0.01633294403475453,0.0016914096396462137,0.003998245795324023,0.01658719735488689,I-A,0.5182346780325687,I
SRR063017,2162,0,0,1,0,0,13,0,0,0,0,0,1,4,0,0,0,0,0,0,324,0,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,173,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,8,0,0,54,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.00046298184797055814,0.0033175005767091224,0.03795365211264343,0.0009427002921646031,0.005450012200691135,0.015016599555165683,0.029928487394517162,0.053898546764487104,0.0065170825072743115,0.0017531486558821229,0.008852723185292162,0.00868013698610435,0.004651649094418754,IV-C0,0.053898546764487104,IV-C
SRR062862,1795,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1029,0,39,683,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30677843068111654,0.29379742277170917,0.022525173622610684,0.1801475995355491,0.1991126734249163,0.013916102021738852,0.03185985285473012,0.03430735395198356,0.007836000737139503,0.014889821516225095,0.001470066734898727,0.03402652103864147,0.07461096071461232,I-A,0.30677843068111654,I
SRR062911,2114,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,1857,0,1,58,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50693959171703,0.43558390492886284,0.0038030112947174542,0.011708454949121318,0.06938001701599432,0.0017528178565087392,0.0074712193593762495,0.02356295166146258,0.004714708451325581,0.017983025993477283,0.0031586865862298463,0.02663017662313399,0.020038506350442773,I-A,0.50693959171703,I
SRR062734,2249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2245,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4936799906645953,0.40794343379973746,0.0025907672454863373,0.0013154048244567735,0.0565134655423532,0.0006961794062744615,0.005211644577090436,0.019982127871893417,0.0036714357636604593,0.015348561784361586,0.0014783945544989089,0.0039663217818935465,0.015400565351489804,I-A,0.4936799906645953,I
SRR062760,1382,0,0,62,0,0,0,0,5,0,0,0,3,1098,0,0,0,0,0,0,1,0,0,0,9,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,23,3,0,3,1098,0,0,0,0,0,0,0,0,0,0,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,740,0,0,253,0,0,0,1,0,0,0,0,0,104,0,0,42,0.000872817878311834,0.0012135581043268206,0.0011051516714920388,0.00038616586554066995,0.001374989565899932,0.026927374267849826,0.012937289417865145,0.005298172390229712,0.0006731276228141215,0.00025889960598176806,0.00036519188325052107,0.0011075433057353302,0.0009399147869434616,IV-A,0.026927374267849826,IV-A
SRR062793,1702,0,0,7,1,0,0,0,1,0,0,0,0,203,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1408,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,203,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1405,0,74,0,0,122,1,0,0,0,0,0,0,0,0,6,0,0,29,0.004574200735148004,0.03429866463125847,0.029086653431108195,0.5076433493967847,0.39309650186550943,0.03515728526566657,0.06699094940146662,0.04198407553257875,0.011180919544172099,0.007441230228880337,0.000712730068847107,0.07102829384020437,0.13617057741860095,III-A,0.5076433493967847,III
SRR062817,1169,10,0,0,0,0,1,5,0,70,0,1,0,208,0,0,0,0,0,1,77,0,0,0,22,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,9,0,0,11,0,2,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,208,2,0,0,0,0,0,0,0,0,0,443,0,0,0,1,2,0,0,0,0,70,0,0,0,0,9,5,0,1,1,1,0,0,1,160,0,1,0,1,0,0,0,0,0,45,0,0,443,0.0033041093170148137,0.005137543240530639,0.0039062858731371015,0.0011559616461505634,0.006070118278476004,0.05157308466925134,0.0610473362277585,0.020844362557689688,0.0044552615647374914,0.009294892522012228,0.0035376211527849547,0.004600200063304675,0.0035479992647874073,IV-B,0.0610473362277585,IV-B
SRR062791,1041,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,17,0,0,0,0,5,0,0,0,0,1008,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00549930161978056,0.022918617367148005,0.0020319007391392456,0.011015754898020551,0.011714370689905837,0.0005920493654779777,0.0026310502433132296,0.0038047742679526235,0.0035857646245702275,0.0020716470710765915,0.0012165804586816154,0.0036007475600423992,0.29859201589845835,V,0.29859201589845835,V
SRR062813,2758,6,1,36,0,0,6,0,0,3,0,0,1,1468,0,0,0,0,0,0,21,0,0,0,145,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,105,0,0,0,11,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,127,1,0,35,1468,0,0,0,0,0,0,0,0,0,0,463,0,0,0,0,6,0,1,0,0,3,2,0,0,0,6,2,0,0,25,0,249,6,2,5,0,0,0,1,0,0,0,0,0,1205,0,0,463,0.0006266812726890722,0.0030583118259340483,0.006576095252817045,0.005402191595351121,0.007790027076950651,0.04131137269250129,0.032314238576448155,0.031220792385119916,0.004562168714461805,0.0009622851819854857,0.0024274195179227647,0.0045502001525108415,0.004657407023681266,IV-A,0.04131137269250129,IV-A
SRR062977,1558,0,0,1,0,0,1,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,0,0,0,0,0,0,0,0,0,0,0,0,2,0,602,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004164344872197222,0.02409780948050217,0.011279272193661115,0.010414241478184942,0.02210041566743194,0.0022056751444803524,0.008510878388203061,0.05825037050423521,0.5675846485316317,0.025058209786941715,0.07860107008365763,0.04711862959520345,0.25893995309457996,IV-C1,0.5675846485316317,IV-C
SRR062797,2793,0,0,7,0,0,2,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2726,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,2,0,1,5,0,3,4,2713,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.006102933143602309,0.023381785582192127,0.002187670877071972,0.011425222534089915,0.011908246420523974,0.00023843644231001367,0.0019792844462770617,0.0037626393458211867,0.001084285820822232,0.0019352905458649978,0.0007486700111739673,0.003430741966032815,0.2964259786671574,V,0.2964259786671574,V
SRR062849,3640,3,1,71,1,0,2,0,21,0,0,0,18,1889,0,0,0,0,0,0,1,0,0,0,91,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,18,0,0,0,1,0,0,5,0,3,24,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,29,20,0,0,0,0,0,0,0,0,0,1,35,17,0,19,1886,0,0,1,0,0,1,0,0,0,0,992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,37,0,1438,0,5,426,2,1,0,4,0,0,0,0,0,10,0,0,992,0.0001048695451123095,0.0012064568796009453,0.0016253053852036973,0.005712082638724222,0.006975040875143923,0.042803105473863866,0.03134339587065097,0.009437386318643683,0.001602206754653414,0.000751257747133435,0.0008537917191091455,0.0029577555350607724,0.0032021212378191737,IV-A,0.042803105473863866,IV-A
SRR062845,1189,1,0,39,0,0,0,0,9,0,0,0,7,793,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,24,0,0,0,0,0,0,2,0,0,26,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,7,0,0,793,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,23,0,0,0,0,0,0,68,0,0,4,17,0,0,0,0,726,0,0,2,0,0,0,0,0,0,0,0,0,65,0,0,84,0.006358677299783068,0.00649937298565697,0.0015691060561261747,0.000237340255388145,0.0027763000560323205,0.03135727924798161,0.017473443244656706,0.009228384145297412,0.009284077679273941,0.001077906462928297,0.0021910680707985827,0.0020943380003816776,0.0013387766066689298,IV-A,0.03135727924798161,IV-A
SRR062832,2985,3,3,30,0,0,3,0,22,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,2,3,0,0,5,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,21,0,11,2832,0,0,0,2,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0.006238544221156592,0.03394078801173522,0.028156525093547678,0.48288093501782514,0.3568851766813059,0.027867839745722652,0.05780329539257293,0.03679368632508141,0.010423397231063591,0.007038874606600967,0.0005919453113476089,0.06479917550552802,0.12494201159228806,III-A,0.48288093501782514,III
SRR062827,2078,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1518,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004797460802431363,0.03414327539384769,0.02381672389379644,0.38534734934357967,0.29767007739602974,0.0239768790429825,0.05058845098161282,0.03312568153399676,0.009191923048763357,0.006510324458638768,0.0007140402353724777,0.056855828077207786,0.20062836560130445,III-A,0.38534734934357967,III
SRR062874,2745,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,78,0,6,2621,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013574414920670168,0.04006086070026163,0.02692578413574842,0.4658902422176633,0.3447538930397775,0.02656834698984452,0.05575299640232951,0.03578111570927458,0.010189141467447657,0.00717456287268043,0.0005986304410873199,0.06269484293613395,0.12388921178724088,III-A,0.4658902422176633,III
SRR063014,2208,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005439181881084262,0.022476658093120567,0.001763464262561868,0.010847906790766566,0.011216742969062794,0.00010016078073063504,0.0017300706737909336,0.0033538816848471013,0.0009953058447718921,0.0018513781057836875,0.0006928853409305227,0.003171227199740143,0.2910578616002315,V,0.2910578616002315,V
