sampleID,read_count,d_Eukaryota,p_Proteobacteria,c_Clostridia,o_Clostridiales,o_Micrococcales,f_Carnobacteriaceae,f_Corynebacteriaceae,f_Enterobacteriaceae,f_Lachnospiraceae,f_Mycoplasmataceae,f_Neisseriaceae,f_Pasteurellaceae,f_Peptostreptococcaceae,f_Prevotellaceae,f_Ruminococcaceae,g_Acidaminococcus,g_Acinetobacter,g_Actinobacillus,g_Actinomyces,g_Actinotignum,g_Aerococcus,g_Akkermansia,g_Alistipes,g_Alloprevotella,g_Alloscardovia,g_Anaerococcus,g_Anaeroglobus,g_Anaerostipes,g_Arcanobacterium,g_Bacillus,g_Bacteroides,g_Bergeyella,g_Bifidobacterium,g_Blautia,g_Brevibacterium,g_Bulleidia,g_Campylobacter,g_Catonella,g_Collinsella,g_Corynebacterium,g_Cupriavidus,g_Delftia,g_Dermabacter,g_Dialister,g_Dorea,g_Enhydrobacter,g_Enterococcus,g_Ezakiella,g_Facklamia,g_Faecalibacterium,g_Finegoldia,g_Fusicatenibacter,g_Fusobacterium,g_Gallicola,g_Gemella,g_Globicatella,g_Granulicatella,g_Haemophilus,g_Helcobacillus,g_Helcococcus,g_Helicobacter,g_Howardella,g_Jonquetella,g_Klebsiella,g_Kocuria,g_Lachnoclostridium,g_Lachnospira,g_Lactobacillus,g_Lactococcus,g_Lawsonella,g_Leptotrichia,g_Leucobacter,g_Megasphaera,g_Micrococcus,g_Mobiluncus,g_Mogibacterium,g_Moryella,g_Murdochiella,g_Mycoplasma,g_Negativicoccus,g_Neisseria,g_Nosocomiicoccus,g_Oligella,g_Olsenella,g_Parabacteroides,g_Parvimonas,g_Peptococcus,g_Peptoniphilus,g_Peptostreptococcus,g_Phascolarctobacterium,g_Porphyromonas,g_Prevotella,g_Proteus,g_Pseudarthrobacter,g_Pyramidobacter,g_Ralstonia,g_Romboutsia,g_Roseburia,g_Rothia,g_Senegalimassilia,g_Shewanella,g_Slackia,g_Sneathia,g_Solobacterium,g_Sphingomonas,g_Staphylococcus,g_Stenotrophomonas,g_Streptococcus,g_Subdoligranulum,g_Sutterella,g_Tessaracoccus,g_Trichococcus,g_Trueperella,g_Ureaplasma,g_Varibaculum,g_Variovorax,g_Veillonella,g_Weeksella,Atopobium_deltae,Atopobium_parvulum,Atopobium_vaginae,Gardnerella_vaginalis,Lactobacillus_crispatus,Lactobacillus_delbrueckii,Lactobacillus_gasseri,Lactobacillus_iners,Prevotella_amnii,Prevotella_bivia,Prevotella_buccalis,Prevotella_corporis,Prevotella_disiens,Prevotella_nanceiensis,Prevotella_oris,Prevotella_timonensis,Sneathia_sanguinegens,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim,subCST,score,CST
SRR18691308,208799,0,105,9503,0,121,0,3529,0,204,6,30,0,5,3036,8,0,0,0,9,0,2026,0,0,0,0,603,0,0,0,0,10,0,29,0,21,0,174,0,0,3290,0,0,52,651,0,0,0,12,0,0,4937,0,0,0,9,0,0,0,0,0,0,190,0,0,0,0,0,180039,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2269,5,0,7,2251,0,0,0,0,0,0,0,0,0,0,0,0,12,310,0,1589,0,0,0,0,0,6,0,0,0,0,40,0,122,5364,0,0,0,170541,11,461,104,0,6,0,0,1493,0,0.003927817187427218,0.033694983506013014,0.02991121626073226,0.495606616774493,0.38611431690012205,0.03378888944562191,0.06987871335548299,0.043018793895430306,0.014330935017761498,0.007666946813359174,0.0016024149371409785,0.07122220882139825,0.134712932401388,III-A,0.495606616774493,III
SRR18691309,204938,0,14,261,0,16,0,188,0,12,0,0,0,57,21,0,0,0,0,3,0,303,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,14,0,0,184,0,0,0,0,0,0,0,10,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201394,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,57,0,5,21,0,0,0,0,0,0,0,0,0,0,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721,0,0,0,186811,12,0,9,0,0,0,0,0,13,0.0037771426070177974,0.031094153744770543,0.026522227961348576,0.4617230026574361,0.3434751475092732,0.027627140502351596,0.05767753513770092,0.03567071220570158,0.01015276034308717,0.006743742384002065,0.0005678874230769842,0.06304961783286843,0.12120148699388354,III-A,0.4617230026574361,III
SRR18691310,242011,0,24,14618,0,10,0,131,0,100,0,0,0,164,41513,0,0,6,0,8,0,41,0,0,0,0,192,0,6,55,0,9,0,0,0,10,42,391,0,0,90,0,0,0,6444,0,0,0,75,0,0,345,0,0,12,333,0,0,0,0,0,0,15,44,0,0,4,0,208,0,41,0,0,9246,0,2903,58,58,252,0,0,0,3,0,0,0,757,70,1727,104,0,653,33930,0,0,6,0,0,0,0,0,0,7,18395,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,71417,65416,0,0,0,67,23889,0,60,709,270,0,0,4852,1648,0.0003330715125455307,0.006030716617166887,0.036064207818396796,0.0030729441512566554,0.04630466323879119,0.2565400446669597,0.5315066255774695,0.03906031754069113,0.01000808766449188,0.007804225192367032,0.0015032966027418676,0.027706750876401565,0.0378956219668473,IV-B,0.5315066255774695,IV-B
SRR18691311,234734,0,3,8812,0,0,0,129,0,36,0,0,0,0,54790,15,0,0,0,3,0,251,0,0,0,0,167,0,0,21,0,15,0,0,0,0,6,150,0,0,76,0,0,0,4632,0,0,0,41,0,10,897,0,0,7,92,0,0,0,0,0,0,4,21,0,0,7,0,101,0,53,0,0,20388,0,651,0,10,117,0,4,0,0,0,0,0,566,3,1082,0,0,110,52453,0,0,0,0,0,0,0,0,0,10,2171,0,0,10,0,14,5,3,0,0,0,0,35,0,0,0,6,0,34019,96556,0,0,0,47,49694,9,0,726,213,0,0,1174,490,0.0004130491578330074,0.006818154948119171,0.04331492295985509,0.003884557510907817,0.05570691901151986,0.26329175885825645,0.4955778748228856,0.03488874346704236,0.012077211101790782,0.008093174378629452,0.00156619908487233,0.02975818966290906,0.043876402934168175,IV-B,0.4955778748228856,IV-B
SRR18691312,188065,0,0,6549,0,0,0,2,0,219,0,0,0,300,44758,0,0,0,0,0,0,13,0,0,0,0,520,0,0,33,0,0,0,0,0,0,87,366,0,0,0,0,0,0,819,0,0,0,16,0,0,92,0,0,0,275,0,0,0,0,0,0,18,0,0,0,0,0,128,0,2,0,0,1387,0,679,0,187,36,0,0,0,0,0,0,0,620,0,404,300,0,5551,41122,0,0,0,0,0,0,0,0,0,0,111146,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,12471,0,0,0,42,32578,0,41,15,10,0,0,4280,25176,7.84421060302705e-05,0.0012445415232742098,0.006112225003447678,0.0007609680097556758,0.008054544189883084,0.050726929581370275,0.05966023777684022,0.0096630507531261,0.0022675374813725274,0.0013355121458572291,0.0005784109360805276,0.004656379274612491,0.005922498762256574,IV-B,0.05966023777684022,IV-B
SRR18691313,174322,0,4,11740,0,0,0,141,0,27,0,0,0,2,28893,3,0,0,0,0,0,91,0,0,0,0,198,0,0,99,0,0,0,17,0,0,24,98,0,0,80,0,0,0,4492,0,0,0,33,0,0,1317,0,0,5,215,0,0,0,0,0,0,11,16,0,0,0,0,192,0,61,0,0,4406,0,981,0,0,47,0,0,0,0,0,0,0,854,0,1099,0,0,95,21493,0,0,0,0,0,0,0,0,0,3,2279,0,0,10,0,15,3,4,0,0,0,0,12,0,0,0,0,0,28556,69395,0,0,0,0,11701,0,41,174,218,0,0,4738,1536,0.0004538223722659922,0.007746181965776915,0.04969144490485579,0.003981347556863471,0.0632497767812618,0.31123271867754104,0.685835893836063,0.049220383951786066,0.01379487479694532,0.009050914596608775,0.002018846054136623,0.03548262499305659,0.05107085413504432,IV-B,0.685835893836063,IV-B
SRR18691314,236584,0,3,3701,0,23,0,269,0,26,0,0,0,7,43268,0,0,0,0,0,0,30,0,0,0,0,35,0,0,100,0,3,0,0,0,20,6,52,0,0,255,0,0,0,7708,0,0,0,37,0,0,121,0,0,0,30,0,0,0,0,0,0,8,20,0,0,0,0,162,0,14,0,0,47868,0,545,0,5,68,0,0,0,0,0,0,0,342,0,616,4,0,82,42783,0,0,0,0,0,0,0,0,0,0,1326,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7071,111791,0,0,0,62,40851,0,0,471,203,0,0,740,193,0.0004522267212441916,0.007325470531301382,0.04758881769031903,0.00439615693787729,0.06200491970852125,0.28712736785070103,0.5197925109926571,0.036970764854980825,0.013220501019781875,0.008521268374868031,0.0016119561294099592,0.03146247095365229,0.047714230335083,IV-B,0.5197925109926571,IV-B
SRR18691315,148753,0,11273,576,0,74,0,668,19,32,8250,0,713,222,2218,16,0,0,0,0,0,990,0,0,0,0,0,0,0,0,0,11,0,62,0,30,130,0,0,0,668,0,0,13,310,0,0,89,0,0,16,77,0,21,0,252,0,0,0,0,0,0,0,0,0,0,0,0,63291,0,0,0,0,7320,31,0,0,0,0,5042,0,0,0,0,0,0,225,0,0,222,0,19,1693,0,0,0,0,0,0,0,0,0,0,558,0,0,1800,0,176,0,0,0,0,0,3208,0,0,26,0,0,0,22648,26433,0,0,0,24992,612,119,0,0,26,0,0,61,35,0.0030268326367860424,0.024405601568763157,0.03668715641318486,0.16310501449495768,0.22143888968407027,0.14719898372195608,0.30374025091218443,0.058340835546759055,0.012975036860898091,0.00974500020236789,0.002575535303285763,0.07201621985495404,0.09929473680810395,IV-B,0.30374025091218443,IV-B
SRR18691316,240222,0,2097,12365,0,494,0,856,15,2033,2278,0,1997,5252,2672,0,0,28,0,5,0,0,0,0,0,0,2696,0,0,0,0,0,0,92,0,59,0,0,0,0,848,0,0,14,1427,0,3,158,0,0,0,533,0,0,0,20054,0,0,83,0,0,0,2016,0,0,0,0,0,1787,0,8,0,0,22,54,0,0,0,0,489,0,0,0,0,0,0,0,0,1851,5252,0,0,2672,0,0,0,4,0,0,29,0,0,0,15636,0,16,596,0,713,0,0,0,0,0,1789,0,0,759,0,0,0,103466,74612,0,0,0,72,1835,193,12,0,16,0,0,10,0,0.0004079992157503869,0.006748318568767782,0.0386549399061914,0.0033842543202836114,0.04923461579797053,0.22726402813819502,0.5466428318070534,0.036467037181495666,0.015840817503088647,0.009633548562417708,0.0030722735001253282,0.032591200609732626,0.040268622421186694,IV-B,0.5466428318070534,IV-B
SRR18691319,178064,0,0,110,0,24,0,10,0,15,1636,0,0,47,7033,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,319,0,0,0,0,0,0,10,0,0,8,732,0,0,0,0,0,0,9,0,0,0,522,0,0,0,0,0,0,15,0,0,0,0,0,97433,0,0,0,0,5,0,0,0,0,0,636,0,0,0,0,0,0,2,0,35,47,0,8,7025,0,0,0,0,0,0,0,0,0,0,495,0,0,0,0,26,0,0,0,0,0,1000,0,0,0,0,0,0,29809,39598,0,0,0,158,4618,32,0,0,87,0,0,16,0,0.002771411822529212,0.012082976183581893,0.023032082863424324,0.0028161991958867497,0.03262743119328562,0.11061663916671109,0.22113289795037927,0.01581482740502719,0.006467327917229255,0.004650685471483902,0.0021809658066747097,0.016301560496665448,0.024772189197414633,IV-B,0.22113289795037927,IV-B
SRR18691320,151609,0,11315,10576,0,1163,0,5256,143,11,3980,0,11028,308,1530,0,0,0,0,135,23,0,0,0,0,0,9303,0,0,0,0,0,0,0,0,276,0,0,0,0,5175,0,0,117,0,0,0,519,0,0,0,699,0,608,0,32035,0,0,419,0,0,0,0,0,0,0,0,0,294,0,81,0,0,29,390,0,0,0,0,275,0,0,0,0,0,0,0,175,80,308,0,0,1527,0,0,0,0,0,0,38,0,0,0,13182,0,0,1209,0,67796,0,0,0,0,0,3705,0,0,0,0,0,0,710,854,0,0,0,99,899,277,0,0,0,0,0,0,0,0.00037745893863607794,0.0071326645384493905,0.013034092432575223,0.003299706537212655,0.01734073059909146,0.010473096487734826,0.023925048574158357,0.11826509975021705,0.7172431172121725,0.031404692655475276,0.09365587042385116,0.06820508697027924,0.004559242300210272,IV-C1,0.7172431172121725,IV-C
SRR18691321,235949,0,6,82,0,0,0,9,0,41,5526,0,6,5,112662,19,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5367,0,0,0,0,0,0,9,0,0,0,1025,9,0,0,0,0,16,7,0,19,0,559,0,0,6,0,0,0,0,0,0,0,0,0,16929,0,0,0,0,5,0,0,0,0,0,1792,0,0,0,0,0,0,0,0,7,5,0,0,112564,0,0,0,0,0,0,0,0,0,0,24042,0,0,13,0,76,3,0,0,0,0,3734,0,0,4,0,0,0,18869,46067,0,0,0,66,86436,0,0,0,0,0,0,11,0,0.0004434857514962015,0.0034658788241076154,0.01525695079777258,0.001627718066604815,0.018923003508927214,0.09106927115983153,0.1201392720499837,0.011413243026200132,0.004785558001441825,0.0029635670194652205,0.014271680671389992,0.01024448312586732,0.01476091084500305,IV-B,0.1201392720499837,IV-B
SRR18691322,199110,0,2,6744,606,14,0,631,0,87,0,0,0,187,7253,0,0,0,0,7,5,0,0,0,0,0,852,96,0,0,0,0,0,0,0,5,0,121,0,0,416,0,0,9,531,0,0,0,308,8,0,3122,0,371,29,0,0,0,0,0,9,0,64,16,0,0,0,0,182450,0,215,0,0,8,0,20,0,13,12,0,17,0,302,0,0,0,0,0,1441,187,0,129,7238,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,122,0,0,0,0,0,0,17,0,0,0,15,0,0,0,0,0,0,82916,0,0,85,0,0,0,0,117,0,0.003903208530176552,0.025672079316634656,0.018594388939040397,0.2585652146547634,0.22348944630599113,0.02171893640569113,0.042797409114846696,0.029859346217844362,0.007554982683413286,0.004752897512846782,0.0006591115587839604,0.045619589243796964,0.08481473643122707,III-A,0.2585652146547634,III
SRR18691323,160052,0,222,24573,2295,86,0,7312,51,184,0,0,0,111,12278,0,0,0,0,110,0,0,0,0,0,0,2956,526,0,0,0,0,0,22,0,86,0,353,0,0,5776,0,0,0,3774,0,0,0,201,0,0,13993,0,281,119,0,0,0,0,0,0,0,101,178,51,0,0,0,107999,0,1536,0,0,0,0,0,0,57,52,0,0,0,0,0,0,0,0,0,4477,111,0,337,12192,0,0,0,0,0,0,0,0,0,0,0,0,0,547,0,1000,0,0,0,0,0,0,59,0,0,0,0,0,5,0,0,0,0,44364,0,0,441,0,0,0,0,984,0,0.0037435812016360127,0.025926579037393833,0.019594067101387457,0.2187955023410533,0.2162111507824896,0.02737332895409582,0.04864882513257537,0.04738290638574421,0.012811280124818792,0.005135536583752887,0.002958768515089063,0.04968801791429155,0.08436032674201774,III-A,0.2187955023410533,III
SRR18691324,206446,14,175,10018,2702,39,0,992,0,225,0,29,0,42,2467,0,0,0,0,75,0,0,0,0,0,0,1753,108,0,0,0,0,0,0,0,0,0,140,0,0,960,0,0,0,525,0,0,0,220,0,0,3161,0,120,0,0,0,0,0,0,0,0,31,62,0,0,0,0,189750,0,32,0,0,11,39,82,0,194,0,0,0,0,0,0,0,0,0,36,1788,42,0,261,2405,0,0,0,24,0,0,0,0,0,0,26,0,39,228,0,205,0,0,0,0,0,0,340,0,0,0,0,0,6,0,0,0,0,77151,27,0,280,0,0,0,0,553,26,0.0038706025547123658,0.02440689735032987,0.01713989475651614,0.2306206624716164,0.20162822985770687,0.019329217684485613,0.03930205990508735,0.02820087721884536,0.007225466247763759,0.00441165919658487,0.0007433342322434294,0.042179673699243456,0.077450796515506,III-A,0.2306206624716164,III
SRR18691325,188098,0,36,28669,6912,37,0,2562,0,47,0,0,0,111,2751,0,0,0,0,138,0,0,0,0,0,0,4047,74,0,0,0,0,0,0,0,16,0,67,0,0,2309,0,0,21,1037,0,0,0,146,0,0,10345,0,76,23,0,0,0,0,0,0,0,35,0,0,0,0,0,150168,0,253,0,0,12,0,20,0,0,0,0,5,0,0,0,0,0,0,0,6668,111,0,267,2751,0,0,0,0,0,0,0,0,0,0,0,0,14,119,0,415,0,0,0,0,0,0,236,0,0,0,22,0,0,64,0,0,0,63021,0,0,60,0,0,0,0,631,0,0.0038704790181643784,0.025764404480236702,0.018976169813557108,0.23443433051558785,0.21610756822452928,0.02215768246971707,0.04470051895986739,0.03825704033000731,0.009211006148781682,0.004781608535908241,0.0016298072273028211,0.04591265236763349,0.08329268367086887,III-A,0.23443433051558785,III
SRR18691326,228899,0,10,7923,2140,3,0,418,0,56,0,0,0,71,2175,2,0,6,0,29,0,4,93,0,0,0,1159,36,0,0,0,26,0,16,0,3,0,62,0,0,168,0,0,0,468,0,0,0,21,0,0,3196,0,69,5,0,0,0,0,0,0,0,31,0,0,0,0,0,216826,0,250,0,0,20,0,0,2,6,0,0,17,0,0,0,0,3,0,0,1252,71,0,152,2138,0,0,0,0,0,0,0,0,0,0,19,0,0,16,0,125,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,92120,19,0,92,0,0,0,0,115,0,0.0038758281831209516,0.024622206078916103,0.01742299777072137,0.24061881182785497,0.20684532575450834,0.01932391753981704,0.039526426326555494,0.027500470167191177,0.0070502587899361644,0.004449173856961808,0.000625080019450282,0.04241510090423212,0.07904945194504036,III-A,0.24061881182785497,III
SRR18691327,214889,0,7541,6703,0,45,0,5956,87,189,0,0,6678,0,20665,0,293,272,0,0,0,0,0,0,0,0,2157,0,68,0,0,7,0,142823,105,0,0,0,0,0,5755,0,0,45,2126,0,0,1144,59,0,0,2768,0,0,0,1400,0,0,6678,0,0,0,0,0,0,0,0,0,195,0,152,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,0,0,33,20659,0,0,0,0,0,0,0,0,0,0,13,0,0,12155,64,12239,0,108,0,0,0,0,0,20,0,0,0,0,0,50,0,0,0,62,13,0,718,0,0,0,0,708,0,0.0001374357109469145,0.007187358653385459,0.021679670297721616,0.000769741818043912,0.002852469545023137,0.007105321632666138,0.005296122832835349,0.034079727424327695,0.05698092518747335,0.01433771279878433,0.9352158259122314,0.05905146331465506,0.002426376382962971,IV-C3,0.9352158259122314,IV-C
SRR18691328,103744,0,3495,2939,0,0,0,3441,0,42,0,0,3233,0,10158,0,263,0,0,0,0,0,0,0,0,0,1207,0,0,0,0,0,0,65268,42,0,0,0,0,0,3179,0,0,0,1041,0,0,999,0,0,0,1285,0,0,0,640,0,0,3233,0,0,0,0,0,0,0,0,0,59,0,262,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,47,10158,0,0,0,0,0,0,0,0,0,0,0,0,0,6421,0,7499,0,220,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,26,0,0,305,0,0,0,0,276,0,0.00014891593780637418,0.007380294230953806,0.021934262765522412,0.0008505186801047713,0.003375290527825272,0.007759778587135415,0.005793369670009672,0.038423342991463834,0.07248574609130098,0.019131830439210427,0.9336261567660409,0.06803495460216802,0.002545975059218518,IV-C3,0.9336261567660409,IV-C
SRR18691329,244810,0,97,8185,0,0,0,0,0,2944,64,56,0,2096,119596,0,0,0,0,0,0,391,0,0,0,0,124,0,0,628,0,0,0,0,0,0,67,0,0,0,0,0,0,0,4144,0,0,0,0,0,0,6,0,2,0,1228,0,0,0,0,0,10,102,0,0,0,0,0,2567,0,0,0,0,31522,0,0,0,95,0,35,0,0,0,0,0,0,225,0,191,2096,0,3081,103781,0,0,0,0,0,0,0,0,0,0,48451,0,0,0,0,0,0,41,0,0,0,29,0,0,0,0,0,0,5305,9256,0,0,0,1486,72501,0,0,0,0,0,0,1673,27980,0.00011302223263860214,0.001364648299967469,0.003907938328536698,0.004374120558350088,0.009533584826964184,0.0656891450713217,0.05353341778076482,0.009057040984175924,0.0018117213463835482,0.0013796302271036915,0.0005469284066162289,0.004199976184473776,0.005318476166500333,IV-A,0.0656891450713217,IV-A
SRR18691330,213751,0,254,9569,0,36,164,0,22,6911,532,50,0,0,45832,0,0,0,0,0,0,1724,0,0,0,0,170,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3993,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,0,0,0,0,0,23542,0,0,0,0,47587,36,0,0,0,0,152,0,50,0,0,0,0,172,0,194,0,0,0,33448,0,0,0,0,0,0,0,0,0,0,11195,0,0,0,0,26,0,0,0,164,0,380,0,0,0,0,0,0,13538,24994,0,0,0,14121,4669,0,0,0,0,0,0,1440,2979,0.0010589980531352018,0.011220418704478147,0.023447350937069053,0.066354071121843,0.10590506656891462,0.19648054742685098,0.2691138415219138,0.052569838906777605,0.00776418245658319,0.005972978456501314,0.0013094058406199777,0.03426850807340209,0.05288199467499144,IV-B,0.2691138415219138,IV-B
SRR18691331,235661,0,444,11868,0,0,0,7,8,2884,512,391,0,364,94587,0,0,7,0,0,0,724,0,0,0,0,776,0,0,289,0,0,0,0,0,0,141,5,0,0,7,0,0,0,1447,0,0,0,0,0,0,43,0,25,6,1579,0,0,0,0,0,0,153,0,8,0,0,0,13191,0,0,0,0,5825,0,4,0,36,11,96,0,0,0,0,0,0,2043,0,279,364,0,39,92045,0,0,0,0,0,0,0,0,0,0,54455,0,0,10,7,15,0,0,0,0,0,416,0,0,0,0,0,0,7079,22443,0,0,0,7898,77436,0,0,9,23,0,0,695,33513,0.0004438956231792382,0.004355696043559707,0.010695657980520476,0.024173924451473715,0.035187303836853055,0.08366478473839593,0.0966329823138736,0.015121497637818518,0.004002615151311447,0.0025342300829753273,0.0007897363323783673,0.012410586263065543,0.01867141080428476,IV-B,0.0966329823138736,IV-B
SRR18691334,192802,0,79,56425,0,0,0,11,0,34461,290,0,0,7063,47838,0,0,0,0,0,0,11,0,0,0,0,214,0,0,28,0,0,0,0,8,0,433,0,0,0,0,0,0,0,8716,0,0,0,0,0,0,52,0,0,16,0,0,0,0,0,0,0,78,0,0,0,43,0,454,0,11,0,0,14078,0,13077,11,747,0,239,0,0,0,0,0,0,2292,816,2649,7063,0,6443,38570,0,0,0,0,0,0,0,0,0,12,16998,0,0,0,0,7,0,69,0,0,0,51,0,0,0,0,8,0,8231,7791,0,0,0,181,5359,0,45,0,0,0,0,304,7427,9.78737530299307e-05,0.0015152406242029193,0.005904112122302738,0.0013412854895480432,0.008859773459732,0.07353532131977562,0.07563039416850142,0.01979403281168077,0.002553085778069269,0.0016396892096529237,0.0008980109288644664,0.005100664528982715,0.006427326465391444,IV-B,0.07563039416850142,IV-B
SRR18691335,232799,0,0,78303,0,0,0,0,0,58760,175,0,0,13553,88098,6,0,0,0,0,0,171,0,0,0,0,47,0,0,5,0,0,0,0,0,0,385,18863,0,0,0,0,0,0,2720,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,14,0,1437,0,0,0,0,7495,0,3023,0,494,0,118,0,0,0,0,0,0,1327,0,1107,13553,0,11879,83013,0,0,0,0,0,0,0,0,0,5,1992,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,873,13045,0,0,0,1270,11141,0,23,2,0,0,0,173,801,0.00011852186442294,0.0014998283685495896,0.0056013018855278285,0.004375278569551774,0.010684644774427913,0.04963687076576001,0.04445810033794114,0.012373793842853798,0.0021764022169474054,0.0011321972484314897,0.0005544827553023042,0.0046886088369392205,0.00703585978751256,IV-A,0.04963687076576001,IV-A
SRR18691336,99969,0,3165,14914,0,142,0,0,77,14094,135,0,923,180,37232,0,0,529,0,0,0,417,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,7624,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,0,346,0,0,923,0,0,0,0,0,0,0,0,0,4435,0,0,0,0,9235,0,1724,33,85,0,135,0,0,0,0,0,0,174,0,0,180,0,510,34701,0,142,0,0,0,46,0,0,0,0,3106,0,0,88,0,130,0,0,0,0,0,0,0,132,0,0,0,0,151,7926,0,0,0,4194,11919,0,0,0,0,0,0,1075,310,0.00046592440856947393,0.005286654256674374,0.011752532294549043,0.03458473084101365,0.048160916151868946,0.08840333277553475,0.09093305958626943,0.021482102825441517,0.005259661323005956,0.002770935201604029,0.0011469242902407905,0.01616699263653369,0.02442381345898165,IV-B,0.09093305958626943,IV-B
SRR18691337,22294,0,256,3559,0,34,0,48,0,3559,0,0,0,0,7169,0,0,256,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,0,0,48,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091,0,0,0,0,2724,0,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,6392,0,0,0,0,0,0,0,0,0,0,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1387,0,0,0,1027,2570,0,0,0,0,0,0,83,0,0.0005070639456875919,0.0057419694075064856,0.011033620532038524,0.039931576342849204,0.054251077605768,0.0919191231354541,0.09064319670358209,0.023500054469926243,0.003794608967740898,0.0027134082007859873,0.0007457461912990423,0.01650672047965894,0.026435099082696336,IV-A,0.0919191231354541,IV-A
SRR18691338,209692,0,0,43855,0,0,0,0,0,35237,514,0,0,3566,61814,0,0,0,0,0,0,76,0,0,0,0,32,0,0,0,0,0,0,0,0,0,342,4962,0,0,0,0,0,0,5310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,40,0,6369,0,0,0,0,20625,0,1409,0,1217,2,494,0,0,0,0,0,0,541,96,419,3566,0,28282,54199,0,0,0,0,0,0,0,0,0,19,7124,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,728,20308,0,0,0,5996,21666,0,150,0,0,0,0,1683,487,0.0003941485392097236,0.004837071887200716,0.013619063342750218,0.025162446842240137,0.04234147717201008,0.10403342319853277,0.11803136195961501,0.028210054490952093,0.004620947183783317,0.0029021360848446257,0.0008089515049203523,0.015003247728221166,0.023387844538807226,IV-B,0.11803136195961501,IV-B
SRR18691339,208521,0,15,2268,0,40,0,111,0,570,279,0,0,143,70815,0,0,0,0,2,0,82,0,0,0,0,139,0,0,0,0,0,0,0,0,9,30,31,0,0,84,0,0,0,2130,0,0,0,11,0,0,393,0,0,5,0,0,0,0,0,0,0,60,0,0,0,0,0,4456,0,27,0,0,37113,0,86,0,492,0,246,0,0,0,7,0,0,381,0,188,143,0,1655,70584,0,0,0,0,0,0,0,0,0,0,59110,0,0,0,0,0,0,8,0,0,0,33,7,0,0,0,0,0,3099,22616,0,0,0,3190,54874,0,32,255,64,0,0,11696,24203,0.0002779318198406074,0.003449148153332249,0.012016282445336039,0.012197137230940396,0.02635411839905743,0.10931153778131238,0.11873183981631745,0.019718876883545608,0.004114138930367431,0.00291437812933937,0.0008759680334281502,0.01086557506053427,0.0154747102944722,IV-B,0.11873183981631745,IV-B
SRR18691340,203865,0,35,7656,0,43,0,352,0,215,29,0,0,1723,44374,0,0,0,0,0,0,3904,0,0,0,0,2779,0,0,0,0,0,0,0,0,0,141,194,0,0,274,0,0,0,1531,0,0,0,50,13,0,1316,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,13251,0,78,0,0,27146,0,20,0,55,62,0,0,0,0,16,0,0,508,26,754,1719,0,532,44223,0,0,0,0,0,0,0,0,0,0,39531,0,0,7,0,283,0,19,0,0,0,29,5,0,1439,0,5,0,7931,52018,0,0,0,9516,29748,4331,107,706,75,0,0,3118,1064,0.0008371455373189472,0.010146969298296782,0.03528572623369274,0.04401334931642123,0.09085052591447591,0.22687557636186717,0.3687150000310168,0.05538169248320192,0.012459978755601002,0.0070449106421866005,0.003072347783342925,0.034941659039136826,0.05311042311962243,IV-B,0.3687150000310168,IV-B
