sampleID,read_count,d_Eukaryota,p_Proteobacteria,c_Clostridia,o_Clostridiales,o_Micrococcales,f_Carnobacteriaceae,f_Corynebacteriaceae,f_Enterobacteriaceae,f_Lachnospiraceae,f_Mycoplasmataceae,f_Neisseriaceae,f_Pasteurellaceae,f_Peptostreptococcaceae,f_Prevotellaceae,f_Ruminococcaceae,g_Acidaminococcus,g_Acinetobacter,g_Actinobacillus,g_Actinomyces,g_Actinotignum,g_Aerococcus,g_Akkermansia,g_Alistipes,g_Alloprevotella,g_Alloscardovia,g_Anaerococcus,g_Anaeroglobus,g_Anaerostipes,g_Arcanobacterium,g_Bacillus,g_Bacteroides,g_Bergeyella,g_Bifidobacterium,g_Blautia,g_Brevibacterium,g_Bulleidia,g_Campylobacter,g_Catonella,g_Collinsella,g_Corynebacterium,g_Cupriavidus,g_Delftia,g_Dermabacter,g_Dialister,g_Dorea,g_Enhydrobacter,g_Enterococcus,g_Ezakiella,g_Facklamia,g_Faecalibacterium,g_Finegoldia,g_Fusicatenibacter,g_Fusobacterium,g_Gallicola,g_Gemella,g_Globicatella,g_Granulicatella,g_Haemophilus,g_Helcobacillus,g_Helcococcus,g_Helicobacter,g_Howardella,g_Jonquetella,g_Klebsiella,g_Kocuria,g_Lachnoclostridium,g_Lachnospira,g_Lactobacillus,g_Lactococcus,g_Lawsonella,g_Leptotrichia,g_Leucobacter,g_Megasphaera,g_Micrococcus,g_Mobiluncus,g_Mogibacterium,g_Moryella,g_Murdochiella,g_Mycoplasma,g_Negativicoccus,g_Neisseria,g_Nosocomiicoccus,g_Oligella,g_Olsenella,g_Parabacteroides,g_Parvimonas,g_Peptococcus,g_Peptoniphilus,g_Peptostreptococcus,g_Phascolarctobacterium,g_Porphyromonas,g_Prevotella,g_Proteus,g_Pseudarthrobacter,g_Pyramidobacter,g_Ralstonia,g_Romboutsia,g_Roseburia,g_Rothia,g_Senegalimassilia,g_Shewanella,g_Slackia,g_Sneathia,g_Solobacterium,g_Sphingomonas,g_Staphylococcus,g_Stenotrophomonas,g_Streptococcus,g_Subdoligranulum,g_Sutterella,g_Tessaracoccus,g_Trichococcus,g_Trueperella,g_Ureaplasma,g_Varibaculum,g_Variovorax,g_Veillonella,g_Weeksella,Atopobium_deltae,Atopobium_parvulum,Atopobium_vaginae,Gardnerella_vaginalis,Lactobacillus_crispatus,Lactobacillus_delbrueckii,Lactobacillus_gasseri,Lactobacillus_iners,Prevotella_amnii,Prevotella_bivia,Prevotella_buccalis,Prevotella_corporis,Prevotella_disiens,Prevotella_nanceiensis,Prevotella_oris,Prevotella_timonensis,Sneathia_sanguinegens,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim,subCST,score,CST
SRR18691341,186991,0,0,793,0,0,0,0,0,6,11,0,0,0,14978,0,0,0,0,0,0,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,0,0,0,0,0,0,20,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,106411,0,0,0,0,36689,0,0,0,0,0,11,0,0,0,0,0,0,300,0,32,0,0,0,14963,0,0,0,0,0,0,0,0,0,0,2757,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,472,21721,0,0,0,77982,10841,0,0,0,12,0,0,255,796,0.0037445599610819356,0.03351195627168197,0.036118327212092155,0.37576819400605754,0.38667119435697794,0.0957674857949144,0.15535065218818095,0.05788981199141757,0.012863424555890244,0.008845869219182905,0.0010645914983828779,0.07801083556454975,0.1425417765470816,III-B,0.38667119435697794,III
SRR18691342,185518,0,0,1059,0,0,0,0,0,0,155,0,0,65,56216,0,0,0,0,0,0,594,0,0,0,0,37,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,849,0,0,0,0,0,0,11,0,471,0,14,0,0,0,0,0,0,0,0,0,0,0,0,64684,0,0,0,0,32195,0,9,0,0,0,6,0,0,0,0,0,0,207,0,2,65,0,0,56188,0,0,0,0,0,0,0,0,0,0,5961,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,2102,18209,0,0,0,47974,45669,419,0,5,0,0,0,2896,5587,0.002488591334035958,0.022988951070102567,0.0271445117173433,0.2218294906110371,0.2419253129975414,0.11241401257096964,0.14556449106424732,0.04771923859464232,0.009686146457798072,0.006742441902773822,0.0009687216480469137,0.05541659406186101,0.09724352955185686,III-B,0.2419253129975414,III
SRR18691343,175629,0,0,745,0,0,0,0,0,14,7,0,0,0,34056,0,0,0,0,0,0,1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1477,0,0,0,3,0,0,14,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,49049,0,0,0,0,57779,0,0,0,0,0,0,0,0,0,0,0,0,342,0,25,0,0,0,34044,0,0,0,0,0,0,0,0,0,0,933,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1163,26721,0,0,0,36887,30458,0,0,11,9,0,0,216,615,0.002252265959864473,0.022209763893722062,0.032238624017464294,0.19408789423050885,0.23794325330590232,0.1688248068351139,0.2248962292346093,0.055634346800005965,0.010960112019690863,0.007968003935808692,0.0012780570530785732,0.058012213930550394,0.0995664897773284,III-B,0.23794325330590232,III
SRR18691345,174260,0,2325,70978,0,2135,0,8667,13,463,291,0,0,12,32659,0,0,0,0,76,0,0,0,0,0,0,31690,0,0,182,0,0,0,0,0,650,0,3210,0,0,8409,0,0,0,3622,0,0,0,4126,270,0,8572,0,30,2178,0,106,0,0,0,2223,0,382,0,0,0,0,0,41462,0,258,0,1096,0,0,125,0,76,475,291,0,0,0,2227,0,0,0,0,21172,12,0,1001,32238,0,0,0,0,0,0,0,0,0,46,0,0,0,36,0,0,0,57,0,0,164,0,4226,0,0,225,227,0,0,0,0,0,0,29,0,0,4527,4489,0,0,0,6456,0,0.001482421878813744,0.0075235589799253644,0.007582330863214654,0.0009339836987005763,0.00632302306778672,0.022030153867008496,0.01786769266060401,0.07798444010580811,0.006935237328877479,0.0009921235949019505,0.005643616901555343,0.004299702656893644,0.005418836574343842,IV-C0,0.07798444010580811,IV-C
SRR18691346,187061,0,2732,29040,0,1946,6,6927,7,437,149,8,40,0,15058,0,0,0,0,58,0,0,0,0,0,0,15891,0,0,102,0,40,0,0,0,477,0,1089,0,0,6846,0,10,0,3445,0,0,0,890,619,0,1042,0,50,527,0,91,0,40,0,3710,0,398,0,0,0,0,0,121043,0,81,0,967,13,0,38,0,39,63,149,0,0,110,2507,0,0,0,0,6367,0,0,277,14666,0,0,0,0,0,0,0,0,0,25,10,0,0,63,0,14,0,0,0,0,79,0,2384,0,0,330,117,0,9,31,0,0,0,63,0,0,576,739,0,0,0,3268,10,0.0029430285779474008,0.010191696800777934,0.002803084177161472,0.0006658799549852337,0.0051034202741702785,0.007437063021294516,0.006019974577796158,0.02303564545488139,0.002493338530706864,0.0003779544257687292,0.001973150999505851,0.0016828544693845344,0.003061576889255459,IV-C0,0.02303564545488139,IV-C
SRR18691347,189134,0,56,4577,0,83,0,342,0,940,11,0,0,0,7710,0,0,2,0,0,0,0,0,0,0,0,1561,10,0,0,0,0,0,0,0,20,0,379,0,0,299,0,0,0,1250,0,0,0,68,13,0,701,0,0,43,0,0,0,0,0,33,0,917,0,0,0,0,0,174004,0,43,0,22,15,0,13,0,4,10,11,0,0,0,54,0,0,0,0,1204,0,0,3,7506,0,0,0,0,0,0,0,0,0,21,0,0,0,17,0,5,0,0,0,0,18,0,277,0,0,5,9,0,0,61,0,0,0,85,17,0,153,273,0,0,0,2047,0,0.0031675171030966713,0.009354096291191915,0.000564995754115869,0.0004982281427973068,0.0037433860875429863,0.002054398313685899,0.001247898765351907,0.002356821320419644,0.00030798822957898194,8.762102404545373e-05,0.0002286470940584419,0.0003497232633423847,0.0016185510347145298,I-B,0.009354096291191915,I
SRR18691348,210528,0,127,1974,0,7,0,168,6,397,0,0,0,5,2702,0,0,11,0,10,0,0,0,0,0,0,547,0,0,8,0,0,0,0,0,0,0,421,0,0,158,0,0,0,373,0,0,0,75,11,0,230,0,0,52,0,0,0,0,0,28,0,364,0,0,0,0,0,204305,0,10,0,0,19,0,5,0,10,0,0,0,0,0,55,0,0,0,0,632,5,0,44,2565,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,14,0,85,0,0,12,10,0,0,0,0,0,0,129,14,0,106,311,0,0,0,552,0,0.0031656237876223183,0.009137625587312848,0.00030401810272537506,0.0005449336142212492,0.003585907623021893,0.0006184805870460358,0.0004637713356430012,0.0008609224982683058,0.00010006875944768843,5.4755351608296305e-05,7.590792572479497e-05,0.0001858400841237786,0.0014615905967394897,I-B,0.009137625587312848,I
SRR18691349,195721,0,33,3022,0,21,0,151,0,322,25,0,0,0,9386,0,0,0,0,8,0,0,0,0,0,0,1705,0,0,8,0,0,0,0,0,10,0,421,0,0,148,0,0,0,2001,0,0,0,56,0,0,386,0,0,20,0,0,0,0,0,4,0,313,0,0,0,0,0,180216,0,3,0,11,0,0,6,0,0,12,25,0,0,0,30,0,0,0,0,517,0,0,32,9191,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,0,168,0,0,9,8,0,0,28,0,0,0,53,0,0,246,244,0,0,0,2689,0,0.003163162067251222,0.00931959765033267,0.0005454370418791642,0.0003940751920312003,0.0036165462576255012,0.0023133650507661456,0.001244590548605341,0.0022481423790805337,0.00026950508707234447,7.550564092701237e-05,0.0002019995783165887,0.0002736967744691411,0.0015615610666096051,I-B,0.00931959765033267,I
SRR18691350,169638,0,14,1511,0,0,0,90,0,91,0,0,0,14,615,20,0,0,0,0,0,0,0,0,0,0,356,0,5,0,0,27,0,0,17,0,0,0,0,0,53,0,0,0,83,14,0,0,8,0,20,690,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,166554,0,37,0,0,17,0,0,0,0,16,0,0,0,0,0,0,0,0,0,295,14,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,168,0,0,0,0,0,0,110,0,12,0,0,0,0,43,0,0,0,961,9,78,42,0,99,0,0,138,0,0.003179830604644627,0.009336039585656779,0.0005432351382060143,0.003121652768589542,0.005889495083964523,0.000548368186081927,0.0009237995903853568,0.0011967978469806253,0.0006675378503461113,0.00014589704024120105,0.00018151291340145323,0.0008145209311448927,0.0024377019606538265,I-B,0.009336039585656779,I
SRR18691351,176484,0,15,180,0,0,0,65,0,25,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,14,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175637,0,26,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1465,0,0,25,10,0,0,0,16,0,0.0031788168322902243,0.009345530409473378,0.0005461620006321591,0.0043904685961924095,0.006903896282029777,0.00046356231483060786,0.0009626479384716967,0.0007934147018691296,0.00017381925903429035,0.00017050448024144314,2.9844774812288416e-05,0.0010015437566439772,0.0028419607233520178,I-B,0.009345530409473378,I
SRR18691352,225518,0,20,685,0,0,0,22,0,165,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,221365,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,61,332,0,0,0,0,0,9,0,0,0,0,21,0,0,0,0,1892,0,0,0,0,0,0,11,0,17,0,0,0,9,115,0,0,0,215910,0,0,42,0,65,0,0,211,0,0.00373866158392079,0.031231888749552014,0.02664912451596378,0.4738617018915249,0.3483023272954172,0.027064327425190056,0.05661817768358871,0.036070531038845076,0.012701475275537529,0.006937153020901202,0.0010412247891066915,0.0637960541259535,0.1223476381812192,III-A,0.4738617018915249,III
SRR18691353,217719,0,20,290,0,5,0,59,0,41,0,0,0,0,100,2,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,11,0,0,0,0,0,7,0,0,52,0,0,0,19,0,0,8,11,0,2,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216917,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,56,0,0,17,92,0,0,0,0,0,0,0,0,0,0,15,0,8,0,0,34,0,0,0,0,0,0,15,0,0,0,0,0,7,49,0,0,0,5815,11,0,14,4,34,0,0,17,15,0.003223166683494004,0.010108627028541203,0.0013608926775292953,0.013741693194837009,0.015161259138690429,0.0013998740595045002,0.0028595551488869485,0.0020378198819339635,0.0005447522387136612,0.00036109933680064914,5.526509891839645e-05,0.002922988960406625,0.006338514497067905,III-B,0.015161259138690429,III
SRR18691354,192465,0,17,131,0,0,0,4,0,14,0,0,0,0,27,0,0,17,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,59,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,192182,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,794,0,10,0,0,4,0,0,13,0,0.0031679469364451064,0.009160436767755289,0.0003701222439520211,0.0022816897680261834,0.005044878475524978,0.00028292606002673236,0.0005998058160420198,0.0004960338565902069,0.00012304489105966558,8.56995096573558e-05,2.4820551498071494e-05,0.00051606395763709,0.002054076203035073,I-B,0.009160436767755289,I
SRR18691356,185786,0,0,14827,0,3,0,8,0,315,0,0,0,1338,60144,0,0,0,0,2240,0,0,0,0,0,8372,8985,0,0,47,0,0,0,35,0,0,0,31,0,0,0,0,0,0,5883,0,0,0,0,0,0,2140,0,0,0,1755,0,0,0,0,0,0,303,0,0,0,0,0,79019,0,8,0,0,0,0,33,0,0,974,0,0,0,0,0,314,0,0,0,1018,1338,0,23,60131,0,0,0,0,0,0,0,0,0,0,0,1894,0,0,0,8291,0,0,0,0,0,0,111,0,0,0,0,0,0,41,0,0,0,71249,38,1470,179,7,25522,0,0,31470,0,0.0030236801665770047,0.028980088045397354,0.028307803856114342,0.32424708804813185,0.31432239944449114,0.05264709387425114,0.07506307723824761,0.07370563198656016,0.04159423327369395,0.008185253148647483,0.008223668898541656,0.0686208631805061,0.11700746086088873,III-A,0.32424708804813185,III
SRR18691357,174204,0,353,1096,0,4,0,782,0,25,98,0,0,0,605,0,0,43,0,0,76,11,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,256,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169100,0,301,0,0,32,0,73,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,488,0,0,7,0,0,0,0,0,0,0,52,0,0,68,0,308,0,0,0,0,0,98,0,0,10,0,0,0,49,91,0,0,0,69483,14,0,0,0,0,0,0,255,17,0.0038474142126723202,0.02395026296104191,0.01667798066889708,0.23178411789818032,0.19801859741369046,0.018359071863608578,0.03784928177742352,0.025316007033361565,0.007181044262481828,0.0043197902944291135,0.0005580496752490602,0.04083966087420243,0.07588894571533933,III-A,0.23178411789818032,III
SRR18691358,136832,0,2403,24427,0,40,0,3098,791,4094,58,0,0,0,14630,3679,0,1078,0,161,0,322,128,828,0,0,1221,0,272,0,0,2100,0,119,481,40,0,193,0,41,2404,0,0,0,2274,60,54,229,34,0,2523,12304,539,0,0,0,0,0,0,0,0,0,82,0,134,0,60,0,81934,0,694,0,0,7,0,162,0,0,349,0,0,0,0,0,0,64,0,0,1508,0,0,80,9811,0,0,0,0,0,417,0,0,0,0,10,0,0,614,0,251,334,0,0,0,0,58,405,0,154,0,0,0,0,75,0,0,0,26129,0,1615,472,350,0,0,0,1914,10,0.003444183033348211,0.022351012174194888,0.01595320520012291,0.15717239283946258,0.16491841537950286,0.024351206894894603,0.041315145016849866,0.04478247000157423,0.008745768689278871,0.005491452471246624,0.003206687296381083,0.04171404047244503,0.06675454697808261,III-B,0.16491841537950286,III
SRR18691359,59143,0,868,9445,178,0,0,1572,199,1677,0,0,0,0,6526,1742,0,119,0,49,0,258,0,894,0,0,460,0,277,0,0,1166,0,79,273,0,0,30,0,0,1436,0,0,0,989,136,74,0,0,0,1507,4758,209,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,35984,0,136,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,39,5182,0,0,0,0,0,103,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,78,0,126,0,0,0,0,33,0,0,0,10921,0,777,35,395,0,0,0,1005,0,0.003432214941349207,0.02175103773540646,0.015171976998965483,0.15039963245430232,0.1573868214474418,0.024420241215649573,0.03968622332453762,0.04139271877316341,0.006899036189814731,0.0037240352418529835,0.0029148845909284563,0.036517539318135186,0.06391377975534478,III-B,0.1573868214474418,III
SRR18691360,190628,0,294,2548,0,31,0,4125,50,25,3536,8,189,0,4241,5,0,10,0,0,16,2550,0,0,0,0,1050,0,0,0,0,0,0,20,0,0,0,40,0,0,3789,0,0,8,544,0,0,429,0,0,5,1218,0,0,0,6509,0,0,189,0,0,0,10,0,7,0,0,0,143186,0,336,0,0,11,0,7,0,0,0,0,0,8,0,0,0,0,0,0,250,0,0,0,3793,0,0,0,0,0,0,0,0,0,0,0,8,0,7868,0,14123,0,0,0,0,0,3536,0,0,222,0,0,0,15,123,0,0,0,65777,0,614,62,34,0,0,0,282,0,0.003903541986404917,0.027719124986088167,0.021047476870800018,0.2606287326364074,0.24670955035210426,0.025093756765556793,0.05111884515366555,0.04280412078771392,0.05512247606488913,0.010770657704362346,0.011418011811955522,0.08047647283971349,0.09312537729285163,III-A,0.2606287326364074,III
SRR18691393,218303,0,210,1958,0,28,231,5992,31,19,2764,53,14,0,540,22,0,16,0,25,0,666,0,0,0,0,664,0,0,0,15,0,0,0,0,0,0,27,0,0,5895,0,0,5,18,0,0,483,12,0,0,1009,0,0,0,2884,0,231,0,0,0,0,0,0,0,0,0,0,111832,0,97,0,0,27,0,24,0,0,0,0,11,53,0,0,0,0,0,0,176,0,0,47,430,0,0,0,0,0,0,23,0,0,0,11,0,0,23629,0,66634,0,0,0,0,0,2764,48,0,42,0,0,0,17,54,0,0,0,47068,16,82,151,9,0,0,0,103,0,0.00332216619799153,0.026486671396127835,0.022678096554518825,0.18994003505788398,0.20985271219746288,0.023516730661244493,0.051280319783680466,0.08257829937680038,0.3220703596377102,0.026923186646844854,0.056300769327291694,0.17518247663025469,0.07994877891088771,IV-C1,0.3220703596377102,IV-C
SRR18691394,184490,0,1036,336,0,0,16,241,0,13,559,28,1005,0,471,0,0,0,0,0,5,1011,0,0,0,0,157,0,0,0,0,0,0,12,0,0,0,3,0,0,241,0,0,0,212,0,0,0,0,0,0,143,0,0,0,4665,0,16,967,0,0,0,4,0,0,0,0,0,155891,0,0,0,0,4,0,0,0,0,0,0,0,28,0,0,0,3,0,0,23,0,0,7,337,0,0,0,0,0,0,0,0,0,0,140,0,0,417,0,18399,0,0,0,0,0,559,0,0,356,0,0,6,9,34,0,0,0,67293,0,36,0,11,0,0,0,22,0,0.0038936941878523965,0.026157284165419195,0.019362133263017865,0.24582427952676217,0.22254917314473255,0.021115834460239402,0.04426684617681892,0.03628604135609159,0.06220688552982661,0.007973095280960334,0.011034211581417984,0.0528314855756191,0.0842861255738962,III-A,0.24582427952676217,III
SRR18691395,232727,0,3,49485,0,14,0,178,0,37055,27,0,0,94,104838,0,0,0,0,2,0,169,0,0,0,0,463,2,0,0,0,0,0,0,0,0,213,45,0,0,178,0,0,0,3752,0,0,0,9,6,0,271,0,0,8,691,0,0,0,0,0,0,108,0,0,0,0,0,303,0,0,0,0,36609,0,0,0,2026,0,27,6,0,0,0,0,0,687,20,231,94,0,1253,71420,0,0,4,0,0,0,0,0,0,0,9635,0,0,13,0,7,0,3,0,0,0,0,11,0,0,0,0,0,456,13321,0,0,0,126,52,0,0,717,10,0,0,43,8499,8.065549764673599e-05,0.0012206053563848821,0.0056158733637933795,0.0010094466885079668,0.008648541541632854,0.06801832384909648,0.05955119780798376,0.009973609112332037,0.00206597635398885,0.0015800093135204644,0.0005269474604083943,0.004367684087313792,0.005982873416907644,IV-A,0.06801832384909648,IV-A
SRR18691396,226387,0,0,71606,0,0,0,2,0,66504,168,0,0,0,78670,0,0,0,0,0,0,1412,0,0,0,0,20,0,0,0,0,0,0,0,0,0,19,8,0,0,0,0,0,0,3760,0,0,0,0,0,0,48,0,0,2,94,0,0,0,0,0,0,0,0,0,0,0,0,16310,0,2,0,0,32658,0,0,0,0,0,168,0,0,0,0,0,0,157,0,168,0,0,0,76258,0,0,0,0,0,0,0,0,0,0,962,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,18331,0,0,0,16203,74,0,0,69,7,0,0,16,609,0.0006467858822188562,0.0069020745732856145,0.012228087441325381,0.054151805826770996,0.06524063592118584,0.07440230647346317,0.07910129383896745,0.01933928317776906,0.004226308962845739,0.002975208692253651,0.0006657482932183463,0.01840335354484474,0.03071178939231184,IV-B,0.07910129383896745,IV-B
SRR18691397,215597,0,0,126027,0,0,0,10,0,109957,9,0,0,3417,17205,0,0,0,0,0,0,163,0,0,0,0,69,0,0,5,0,0,0,0,0,0,696,3,0,0,7,0,0,0,3788,0,0,0,0,0,0,128,0,27,3,0,0,0,0,0,0,0,174,0,0,0,0,0,847,0,3,0,0,1759,0,134,0,664,0,9,4,0,0,0,0,0,3568,0,1269,3417,0,1829,16524,0,0,0,0,0,0,0,0,0,0,22089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3360,32959,0,0,0,540,1522,10,0,11,0,0,0,27,0,0.00015287713983337385,0.0020279697943058404,0.01133322413906747,0.0026547372350189803,0.015241761176186905,0.044452715685721456,0.07480694495175368,0.009327205372018869,0.0034478559604467296,0.0019689927380431202,0.0005141079758075326,0.007313668049964724,0.011370084225806763,IV-B,0.07480694495175368,IV-B
SRR18691399,198330,0,0,1794,0,0,0,18,0,1252,0,0,0,0,768,0,0,0,0,0,0,89,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,4,0,0,18,0,0,0,687,0,0,0,9,0,0,168,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,189792,0,0,0,0,2534,0,0,0,0,0,0,0,0,0,0,0,0,10,0,119,0,0,0,712,0,0,0,0,0,0,0,0,0,0,38,0,0,10,0,31,0,0,0,0,0,0,9,0,20,0,0,0,21,2373,0,0,0,189625,39,0,8,60,3,0,0,16,21,0.0037530680197797677,0.031762201205866425,0.027555035292575903,0.48616126859377473,0.35892859565748686,0.0293743143959636,0.06049618552213574,0.036952835680648485,0.01059189014306173,0.007007255424505151,0.0006027880548351442,0.06528296197303228,0.12572251558674108,III-A,0.48616126859377473,III
SRR18691400,221316,0,7,2554,0,0,0,23,0,2062,9,0,0,6,311,0,0,4,0,0,0,568,0,0,0,0,58,0,0,3,0,0,0,13,0,0,0,6,0,0,16,0,0,0,390,0,0,0,0,0,0,168,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,206118,0,7,0,0,5621,0,5,0,0,0,0,0,0,0,0,0,0,97,0,119,6,0,15,265,0,0,0,0,0,0,0,0,0,0,58,0,0,7,3,27,0,0,0,0,0,9,0,0,0,0,0,0,102,5284,0,0,0,205678,0,0,0,21,4,0,0,0,30,0.0037906487572502657,0.032311214464296696,0.02844744010263621,0.4929374733463709,0.36815730185051354,0.03178921489165991,0.06474936918254873,0.03811182744511437,0.010870725670138191,0.00720636642647046,0.0006550664686924773,0.0669059983355384,0.12874346664085054,III-A,0.4929374733463709,III
SRR18691401,138809,0,10,739,0,0,0,646,0,11,1865,0,0,0,422,10,0,0,0,0,58,36,0,0,0,0,296,0,0,0,0,8,0,0,0,0,0,29,0,3,52,0,0,0,83,0,0,228,0,11,0,209,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,133135,0,594,0,0,29,0,0,0,0,0,0,25,0,0,0,0,0,0,0,142,0,0,51,403,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,9,10,0,0,0,0,1865,0,0,0,0,0,0,0,189,63258,0,0,248,0,0,296,0,0,0,0,7,0,0.27587686569482345,0.2594726845524804,0.0021235787204096244,0.0017327910090710929,0.0422467620222436,0.0009521629637183261,0.004651084716656943,0.016403780834832613,0.002723068644836463,0.011551160385312453,0.0010994743295351067,0.003115066017531668,0.012089539159211847,I-A,0.27587686569482345,I
SRR18691402,163779,0,53,580,0,0,0,116,14,18,1178,0,0,0,0,0,0,0,0,15,9,32,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,35,0,0,93,0,0,0,19,0,0,0,0,20,0,176,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,161202,0,23,0,0,46,0,0,0,0,0,21,0,0,0,0,0,0,0,0,144,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,1157,0,0,0,0,0,0,0,79,126839,0,0,162,0,0,0,0,0,0,0,0,0,0.4301442286856973,0.37352561626543374,0.0025346938662921693,0.0014912642292648087,0.05396361563268629,0.0007780360923875968,0.005239108772030697,0.019809565690838058,0.003482298801960972,0.01440163885647791,0.0013966802510224261,0.0036589024131645945,0.014903891723173867,I-A,0.4301442286856973,I
SRR18691403,184261,0,152,259,0,31,0,582,0,25,2632,95,14,0,41,0,0,20,0,0,0,11,0,0,0,0,101,0,0,0,11,0,0,0,0,0,0,0,0,0,557,0,0,0,9,0,0,8,0,0,0,74,0,0,0,29,0,0,14,0,0,0,0,0,0,0,0,0,180148,0,25,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,7,30,0,0,0,0,0,0,31,0,0,0,27,0,0,55,0,28,0,0,0,0,0,2632,0,0,0,0,0,0,0,146,83825,0,0,316,18,0,0,0,0,0,0,0,0,0.2694481459375218,0.2523368930002012,0.0020121099319256324,0.0016647137325921377,0.041152167323663856,0.0007327273000219162,0.004297394891528083,0.015625871587482507,0.002651251587798345,0.01059692564832393,0.0010455884366887614,0.0029589458964586596,0.011746512560032426,I-A,0.2694481459375218,I
SRR18691404,204565,0,457,814,0,16,0,260,0,0,8940,437,0,0,148,32,0,17,0,21,0,0,0,0,0,0,287,0,0,0,0,16,0,0,0,11,0,96,0,0,237,0,0,5,67,0,3,0,22,10,22,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171254,0,23,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,263,0,0,6,132,0,0,0,0,0,0,0,0,0,0,10,0,0,38,0,22,3,0,0,0,0,8940,13,0,0,0,0,0,4,22026,113125,0,0,36,0,0,54,0,9,0,0,0,0,0.3807622343981245,0.3607677587417853,0.008234126044206527,0.0017742303032999992,0.061240449769181575,0.01826787145772548,0.03770918136049634,0.024255493095610932,0.005083617153259585,0.01506723863325414,0.0015494833695921509,0.007018766024605782,0.020452458125193626,I-A,0.3807622343981245,I
