sampleID,read_count,d_NA,p_Proteobacteria,c_Clostridia,o_Clostridiales,o_Micrococcales,f_Carnobacteriaceae,f_Corynebacteriaceae,f_Enterobacteriaceae,f_Lachnospiraceae,f_Mycoplasmataceae,f_Neisseriaceae,f_Pasteurellaceae,f_Peptostreptococcaceae,f_Prevotellaceae,f_Ruminococcaceae,g_Acidaminococcus,g_Actinomyces,g_Actinotignum,g_Aerococcus,g_Alistipes,g_Alloprevotella,g_Anaerococcus,g_Anaeroglobus,g_Anaerostipes,g_Arcanobacterium,g_Bacteroides,g_Bifidobacterium,g_Blautia,g_Brevibacterium,g_Bulleidia,g_Campylobacter,g_Collinsella,g_Corynebacterium,g_Dermabacter,g_Dialister,g_Dorea,g_Enterobacter,g_Enterococcus,g_Ezakiella,g_Facklamia,g_Faecalibacterium,g_Finegoldia,g_Fusicatenibacter,g_Fusobacterium,g_Gallicola,g_Gemella,g_Globicatella,g_Granulicatella,g_Haemophilus,g_Helcococcus,g_Howardella,g_Jonquetella,g_Klebsiella,g_Kocuria,g_Lachnoclostridium,g_Lactobacillus,g_Lawsonella,g_Leptotrichia,g_Megasphaera,g_Micrococcus,g_Mobiluncus,g_Mogibacterium,g_Moryella,g_Murdochiella,g_Mycoplasma,g_Negativicoccus,g_Neisseria,g_Nosocomiicoccus,g_Oligella,g_Olsenella,g_Parabacteroides,g_Parvimonas,g_Peptococcus,g_Peptoniphilus,g_Peptostreptococcus,g_Phascolarctobacterium,g_Porphyromonas,g_Prevotella,g_Propionimicrobium,g_Proteus,g_Pyramidobacter,g_Ralstonia,g_Romboutsia,g_Roseburia,g_Rothia,g_Sneathia,g_Staphylococcus,g_Stenotrophomonas,g_Streptococcus,g_Subdoligranulum,g_Sutterella,g_Tessaracoccus,g_Trueperella,g_Ureaplasma,g_Varibaculum,g_Veillonella,Atopobium_deltae,Atopobium_minutum,Atopobium_vaginae,Gardnerella_vaginalis,Lactobacillus_crispatus,Lactobacillus_delbrueckii,Lactobacillus_gasseri,Lactobacillus_iners,Lactobacillus_jensenii,Prevotella_amnii,Prevotella_bergensis,Prevotella_bivia,Prevotella_buccalis,Prevotella_colorans,Prevotella_corporis,Prevotella_disiens,Prevotella_timonensis,Sneathia_amnii,Sneathia_sanguinegens,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim,subCST,score,CST
SRR902006,434845,0,35,4766,0,44,5,108,0,28,325,0,35,7,5690,0,0,8,0,6390,0,0,1733,0,0,29,0,147,0,0,12,0,0,108,0,425,0,0,0,0,3,0,282,0,0,0,878,0,5,35,0,28,0,0,0,0,255746,0,0,1385,44,0,0,0,4,128,0,0,0,0,0,0,1329,0,374,7,0,0,5296,0,0,0,0,0,0,0,1053,334,0,11509,0,0,0,0,197,0,441,0,0,2144,65280,152,0,2339,200239,7000,4081,0,352,0,0,0,0,32,276,0,0.00428925042208775,0.03743511193404815,0.045402766028630616,0.4259287178725514,0.43771169864025117,0.08131255163090426,0.16633449615652682,0.06482527572347578,0.03254582990713418,0.010651645578447078,0.005080062042720807,0.08917459172689415,0.17124791428504024,III-B,0.43771169864025117,III
SRR902881,5591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,16,0,0,0,3688,165,0,0,0,0,0,0,0,0,0,0,0.004046168060375095,0.03014362478308097,0.023667712517415757,0.37732374782297656,0.30059649287216966,0.025215767380843756,0.05270146181992571,0.03380213396711734,0.00960709930642271,0.0061216131500385065,0.0006495983017105938,0.057399470985239585,0.11994136506969091,III-A,0.37732374782297656,III
SRR903842,4924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3345,48,0,0,0,0,0,0,0,0,0,0,0.003956426978245992,0.029922531064782956,0.023926731038707957,0.3859665662775178,0.30567044548075867,0.02540104057306236,0.05306062238968499,0.033987700585895,0.009158330944940625,0.006122126893346006,0.0005079885941878051,0.05803023534782729,0.11396932322530953,III-A,0.3859665662775178,III
SRR903941,5248,0,0,10,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,159,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,43,4,0,1823,0,0,0,0,0,0,137,0,0,0,1246,0,0,0,1709,8,4,0,6,0,0,0,0,0,0,0,0.0031015251907639497,0.03555756751589506,0.05578132361671606,0.32672798216064747,0.40749444710559096,0.13227326868828443,0.28485280142650776,0.12808200809659406,0.40963951529937354,0.028187666782145158,0.0606267951958593,0.12882562134608663,0.15690371495798114,IV-C1,0.40963951529937354,IV-C
SRR903945,3784,0,0,145,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,118,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,117,0,0,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,41,0,0,0,0,0,0,0,107,0,0,161,0,0,0,0,0,0,77,0,0,29,2236,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0.0018327880104875645,0.02203522553073413,0.07053381846517898,0.13650763061799226,0.23020084559181417,0.2771870367848477,0.6522894621465894,0.07222042184892483,0.0571079768709257,0.014307725627547417,0.009758971294100641,0.07510953674076995,0.11820495672460833,IV-B,0.6522894621465894,IV-B
SRR904009,4540,0,0,55,0,0,0,0,0,0,6,0,0,0,26,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,26,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,6,0,0,0,0,66,2807,0,0,0,1357,17,5,0,0,0,0,0,0,0,0,0,0.002715589469782082,0.029101220954015166,0.06990917074531056,0.2491277960410231,0.3300668251022384,0.22807510013084392,0.5151859205449263,0.06343314207892184,0.020847310112105395,0.012895825870025274,0.0018673757873709006,0.08335543174745706,0.1500690154565702,IV-B,0.5151859205449263,IV-B
SRR904010,5895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,9,2332,0,0,0,3300,31,0,0,0,0,0,0,0,0,0,0,0.0038531431278647182,0.03755045602112316,0.05561378300480407,0.4621185427640235,0.4663134694990228,0.12503627271731274,0.26272743070099447,0.06148382294999973,0.018936329043258635,0.011642887007934007,0.0015221835151196684,0.09281697805226323,0.17608494585015017,III-B,0.4663134694990228,III
SRR904011,5873,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,23,0,0,0,0,0,0,0,0,0,5,1596,0,0,0,3967,58,0,0,0,0,0,0,0,0,0,0,0.004040702506140886,0.03731898297265325,0.04539676373856719,0.5050556747875359,0.4534906489257999,0.08241702975329229,0.16943373685256083,0.05369354809311209,0.017467334327896593,0.010208661300176284,0.0014885915991656585,0.0859313843953473,0.1671739709035774,III-A,0.5050556747875359,III
SRR904012,5289,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,1106,0,0,0,3945,81,0,0,0,0,0,0,0,0,0,0,0.004058654776005616,0.03622185748698241,0.03989828693141837,0.5078695608545702,0.42863077737504596,0.06383502753032802,0.13051050087233043,0.04824549701010728,0.014340504266268013,0.009209904859197676,0.0010305459655013775,0.07987487898727762,0.15880220997293543,III-A,0.5078695608545702,III
SRR904013,5615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,13,5360,88,0,0,0,0,0,0,0,0,0,0,0.003794050755520634,0.03143369498086771,0.027398760336397026,0.47134160188634777,0.34686179622510843,0.027539356276076784,0.05755503479332276,0.035680254566625824,0.01024588713400137,0.006837442475931789,0.0005689197739828346,0.06339971885938758,0.12668145678465179,III-A,0.47134160188634777,III
SRR904014,5595,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,9,0,0,0,0,0,646,0,0,0,3382,457,0,0,0,0,0,0,0,0,0,0,0.00443654782046111,0.0354159931501154,0.03289843428062099,0.4221210017954899,0.36625688328184314,0.04884275715406367,0.09987788950845175,0.043892738831031,0.012987489006510618,0.008038790250581832,0.0010773052763065711,0.07061030521581704,0.17315133639644786,III-A,0.4221210017954899,III
SRR904015,5078,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,334,0,0,0,3210,409,0,0,0,0,0,0,0,0,0,0,0.004358427434487546,0.033345267610268084,0.02829746611502601,0.40023502127161487,0.33238051016814296,0.03663327705910772,0.07528813535857468,0.03859068317841728,0.010760897143790025,0.007100777005543565,0.000774517969391967,0.06381490107867789,0.15545620599848253,III-A,0.40023502127161487,III
SRR904016,3434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,119,0,0,0,2105,206,0,0,0,0,0,0,0,0,0,0,0.00424816561224055,0.03187741152063352,0.025845178404228904,0.38109689123361074,0.3144533402194505,0.031040325855662285,0.06420536666083548,0.036444780893267185,0.009739203411064632,0.006567087947719763,0.0006499973669590996,0.060491256316702983,0.13971928720067092,III-A,0.38109689123361074,III
SRR904017,4473,0,0,271,0,0,0,0,0,0,4,0,0,0,223,0,0,0,0,12,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,71,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,34,0,61,0,0,0,195,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,4,0,57,3586,0,0,0,61,0,10,0,109,0,0,0,0,0,0,0,0.000725608412400966,0.010040035536492624,0.060664148165254464,0.014142416422496902,0.08349009574398403,0.23641912026495387,0.5201243422681621,0.03715499095156322,0.017645638549302883,0.009899203802254496,0.0026565344581041994,0.03840793632657045,0.06128076394345594,IV-B,0.5201243422681621,IV-B
SRR904018,4074,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,544,0,0,0,0,17,0,0,0,0,0,483,0,0,0,2812,35,2,0,0,0,0,0,0,0,0,0,0.004073260295309476,0.03782124068375159,0.0391884167949416,0.5242767318702091,0.45453710608135145,0.055914296500751026,0.11607979851854858,0.05952878011826419,0.08148193843624366,0.012949876037856203,0.013799920686310255,0.09122003301305105,0.16156606999945233,III-A,0.5242767318702091,III
SRR904019,5636,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,29,0,0,0,0,0,0,0,0,0,0,215,0,0,6,5253,53,0,0,0,0,0,0,0,0,0,0,0.0038220140770844594,0.03221369447868537,0.028905133407286832,0.4842805543812986,0.3617363977210672,0.03169344693550818,0.06576790373366433,0.03766894704315622,0.012419436027881913,0.007290102494265549,0.0009662821193122423,0.0664901493848517,0.13002596289055943,III-A,0.4842805543812986,III
SRR904020,6020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,110,0,0,8,5755,55,0,0,0,0,0,0,0,0,0,0,0.0037779455719648965,0.03153619217591555,0.027675851871441545,0.47571952483858976,0.3509431716219942,0.02884123495672715,0.06009110139785401,0.03612147270568384,0.010511641654075664,0.006933765525245813,0.0006005572112483562,0.06413023775744,0.12616791574996886,III-A,0.47571952483858976,III
SRR904021,5522,0,0,0,0,2,0,2,0,0,7,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4574,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869,0,0,23,3822,328,0,0,0,0,0,0,0,0,0,0,0.004284374248548688,0.03542852177072296,0.037019917234281656,0.4558780576542613,0.38383423033711284,0.05330228504435975,0.10875765615923982,0.04415090152066244,0.012685076745894851,0.00842641326867952,0.0009235832241794935,0.07283030365573989,0.16446727698847588,III-A,0.4558780576542613,III
SRR904022,5339,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,53,0,0,0,4639,225,0,0,0,0,0,0,0,0,0,0,0.0039694462401710295,0.031925794259615684,0.02649625229368152,0.4541662987793423,0.3418335511703598,0.027857926182864076,0.05822223088311431,0.03592453212584656,0.010142918737334247,0.0067988767871479455,0.0005887223697373697,0.06301783327015555,0.1343676843601561,III-A,0.4541662987793423,III
SRR904024,3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,0,0,20,2627,178,0,0,0,0,0,0,0,0,0,0,0.0040858810872261495,0.03101590411596853,0.026633906674500815,0.40115514858009393,0.31223202978642306,0.026313269309771403,0.05491773163289198,0.0342643217410453,0.009473429728973179,0.006407688628498613,0.0005719942832310192,0.05894946959930527,0.12981182091432727,III-A,0.40115514858009393,III
SRR904025,2986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,2145,156,0,0,0,0,0,0,0,0,0,0,0.004095930798490217,0.030711190719943892,0.024213954091287047,0.39184341529769895,0.3059731766962878,0.02574116624663173,0.05372830047163413,0.03370873822486683,0.009269360751445457,0.006251276209310656,0.0005446239254628148,0.05797296802933689,0.1287199744838055,III-A,0.39184341529769895,III
SRR904026,4568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,3685,189,0,0,0,0,0,0,0,0,0,0,0.0040292903221555544,0.032179635772966,0.02706479683732977,0.4470537316584038,0.34248176531460617,0.027141427189700085,0.05693393994867856,0.036518978081107094,0.010056210446981049,0.0067710816912400044,0.0005808312925778367,0.0633065242752226,0.13554107539264568,III-A,0.4470537316584038,III
SRR904027,5246,0,0,0,0,0,0,0,0,0,7,0,0,0,21,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,91,0,259,0,0,0,0,7,0,8,0,0,6,237,0,0,0,2730,689,3,0,0,0,0,0,0,0,0,0,0.004733865486539907,0.03749029702561518,0.030352560985693108,0.4050484925195958,0.36578809003622986,0.04023975642006788,0.08381738619859498,0.04959473646987365,0.03857108198987754,0.009903797892444414,0.007073311243362444,0.08279420811378961,0.21019823081088515,III-A,0.4050484925195958,III
SRR904028,5028,0,0,24,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,26,0,0,0,0,0,0,0,0,78,0,395,0,0,0,0,0,0,16,0,0,18,424,0,0,3,2700,146,0,0,0,0,0,0,0,0,0,0,0.004189235758525272,0.038995040953893466,0.03919449959693245,0.4866240636708146,0.467481296782902,0.05989837809493387,0.12481452974423313,0.06674450217528881,0.06466997186266384,0.01269534575674982,0.011594711593481589,0.10333339352917419,0.18300965141274753,III-A,0.4866240636708146,III
SRR904029,6547,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6127,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,5,0,0,0,0,9,304,0,0,0,6060,33,0,0,0,0,0,0,0,0,0,0,0.0038190799830688845,0.03242515450488,0.029150159265627567,0.4896622081778827,0.36743457698055176,0.03308019345379734,0.06853022388318025,0.038177643688723624,0.011543213595061129,0.007343072549362143,0.0008133997721618117,0.06749759991539409,0.1305618972860789,III-A,0.4896622081778827,III
SRR904033,5569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,223,0,0,0,5191,25,0,0,0,0,0,0,0,0,0,0,0.0038046335563538597,0.032191557091628534,0.028709158822400438,0.48654002711979166,0.36366846581963974,0.03206672056274639,0.06652428900198398,0.0376755921899118,0.011144875787008866,0.007212108730490855,0.0007174309323966274,0.06641028607629185,0.12910741260718164,III-A,0.48654002711979166,III
SRR904034,4822,0,0,8,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,10,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,326,0,0,9,4125,72,0,0,0,0,0,0,0,0,0,0,0.0039379726386593265,0.03326647797298498,0.031083673446873954,0.48629546690480063,0.3750614852312323,0.03677778230546972,0.07579503263430522,0.03982919274079922,0.011390280433609158,0.007545632610749095,0.0008960670497837489,0.06885436054070711,0.13726882044572772,III-A,0.48629546690480063,III
SRR904035,4683,0,0,0,0,0,0,0,0,0,3,0,0,0,82,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,43,1072,0,0,20,2772,114,82,0,0,0,0,0,0,0,0,0,0.004160756282137186,0.03639053307334464,0.04431599967717971,0.45115884438631726,0.4163018587837319,0.07836905387884645,0.15903407034105424,0.051661160864627104,0.014619077531189644,0.009540650740655455,0.0011321888691399995,0.08082091638292009,0.16502450711646036,III-A,0.45115884438631726,III
SRR904036,5776,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,59,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1286,0,0,35,2503,177,47,0,0,0,0,0,0,0,0,0,0.004160928603511143,0.032837101677600934,0.041672700772538145,0.3316830867244054,0.3288223941289568,0.07849285318760002,0.15880313752937228,0.04642343305717356,0.013035271268961037,0.008524736933353563,0.0022548313382274514,0.06912281486871892,0.1455274888957989,III-A,0.3316830867244054,III
SRR904037,4118,0,2,106,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,0,0,0,0,1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,297,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,12,0,0,112,365,0,0,4,1245,29,0,0,68,0,0,0,0,0,0,0,0.00328576885114481,0.0345908429517825,0.04115071960990006,0.3484513396611456,0.4399799995889879,0.10812869451500826,0.2155929329624231,0.10093298732304976,0.019438148841599712,0.009630359742669783,0.00418366933292273,0.09573545782570718,0.173448049579446,III-B,0.4399799995889879,III
SRR904038,3659,0,25,15,0,11,0,6,0,0,0,0,25,0,3,0,0,0,0,629,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,25,0,0,0,0,0,0,62,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2581,0,0,0,0,0,0,0,0,0,2,325,0,0,0,35,4,0,0,0,0,0,0,0,0,0,0,0.0005255037573231721,0.009039733171413497,0.01978127612429249,0.01035803639868636,0.03300438363937754,0.029672156242655057,0.06312284032744243,0.08553712709116236,0.9301217666274829,0.03290007238335889,0.11083965817068489,0.06774080247106462,0.013261290086258272,IV-C1,0.9301217666274829,IV-C
SRR904039,5132,0,0,106,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,174,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,5,1534,0,0,0,2713,7,0,0,0,0,0,0,0,0,0,0,0.003901275992879823,0.03960248070363939,0.05525497229349703,0.48067556607772094,0.5005194514707296,0.11767520788678407,0.24876805645300834,0.07887618860963319,0.09226553122842775,0.01571820881035545,0.015602068365936144,0.10628686084452199,0.18124471646735488,III-B,0.5005194514707296,III
SRR904040,4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,606,0,0,0,4105,30,0,0,0,0,0,0,0,0,0,0,0.003940425035241563,0.03441988035779413,0.03409237888510652,0.5076417399799146,0.40074305107261426,0.04586737964426092,0.09408688370059855,0.04315891132638346,0.014801944511274026,0.008325195768926786,0.001348382732110993,0.07376406921772947,0.14308771880205004,III-A,0.5076417399799146,III
