sampleID,read_count,p_Proteobacteria,c_Betaproteobacteria,c_Clostridia,o_Micrococcales,f_Corynebacteriaceae,f_Enterobacteriaceae,f_Lachnospiraceae,f_Mycoplasmataceae,f_Neisseriaceae,f_Pasteurellaceae,f_Peptostreptococcaceae,f_Prevotellaceae,g_Actinobaculum,g_Actinomyces,g_Aerococcus,g_Alistipes,g_Anaerococcus,g_Arcanobacterium,g_Bacteroides,g_Bifidobacterium,g_Blautia,g_Brevibacterium,g_Campylobacter,g_Corynebacterium,g_Delftia,g_Dialister,g_Dorea,g_Enterococcus,g_Ezakiella,g_Faecalibacterium,g_Finegoldia,g_Fusobacterium,g_Gemella,g_Haemophilus,g_Lactobacillus,g_Megasphaera,g_Mobiluncus,g_Moryella,g_Mycoplasma,g_Neisseria,g_Parabacteroides,g_Parvimonas,g_Peptoniphilus,g_Peptostreptococcus,g_Porphyromonas,g_Prevotella,g_Roseburia,g_Slackia,g_Sneathia,g_Staphylococcus,g_Streptococcus,g_Sutterella,g_Ureaplasma,g_Varibaculum,g_Veillonella,Atopobium_minutum,Gardnerella_vaginalis,Lactobacillus_crispatus,Lactobacillus_gasseri,Lactobacillus_iners,Lactobacillus_jensenii,Prevotella_amnii,Prevotella_bergensis,Prevotella_bivia,Prevotella_buccalis,Prevotella_disiens,Prevotella_melaninogenica,Prevotella_timonensis,Sneathia_sanguinegens,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim,subCST,score,CST
X1177,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,902,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,20,670,1,0,0,0,0,0,0,0,0,0.10156197776541814,0.1195295067111967,0.03158426074969369,0.38518430523840114,0.3209979300003949,0.024371024627955835,0.052095775359329806,0.03860335816998647,0.010155607104143819,0.010426713221903455,0.0009722620867114945,0.057356084082961646,0.11288248330536103,III-A,0.38518430523840114,III
X1149,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,0,3,2,0,0,0,0,0,0,0,0,0.49237147504475814,0.4072026740675011,0.0026492991162335817,0.0020914246183623966,0.05711136359941427,0.0007561888497230104,0.005332217202053557,0.020036133984274413,0.00368298837790284,0.015318267339586515,0.0014548101823799956,0.0038116500802693456,0.016070482294175667,I-A,0.49237147504475814,I
X1237,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,0,45,0,0,0,0,0,0,0,0,0,0.4702204726505043,0.39927584941858585,0.004877967275401439,0.03109630850320237,0.08181190306965132,0.003066951286883714,0.010041612463096207,0.023040210193620743,0.004494324914995741,0.01559522472602886,0.0014711305614990063,0.009061116219781194,0.025316587403243246,I-A,0.4702204726505043,I
X1193,1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,874,32,0,0,0,0,0,0,0,0,0.17603297949353858,0.1851307906972162,0.0212418455147701,0.31167721848287355,0.28406553260197176,0.021193785536671478,0.0461178861424262,0.03816283688950426,0.009414053399185333,0.01225973205548852,0.001104697192999759,0.05002739696441718,0.1068347692954809,III-A,0.31167721848287355,III
X1103,1656,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1474,174,0,0,0,0,0,0,0,0,0.004146730317105427,0.03253441801743777,0.026509243762422054,0.4480300133932717,0.3337589618687647,0.026105964571446996,0.054813643084951104,0.03503727045421948,0.009945529814987029,0.006761569287507645,0.0006234011354513779,0.061633512854702484,0.15077652131757618,III-A,0.4480300133932717,III
X1165,2305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2206,0,1,95,0,0,0,0,0,0,0,0,0.4832780895967913,0.4037243649704248,0.002639635192740352,0.00175437261317207,0.05650537321325715,0.0006969736801075422,0.005258959207905934,0.020058442021569676,0.003669232331560598,0.015253708756079561,0.001469899832176579,0.0037807185140259067,0.025271444423923567,I-A,0.4832780895967913,I
X1185,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,3,38,70,0,0,0,0,0,0,0,0,0.47470755981959856,0.4002748984145699,0.003857950693296924,0.010147849857366192,0.06354889406584469,0.001370038874846379,0.00663326866192504,0.02093888777222762,0.003916257430796864,0.015324967756593337,0.0014814585516222585,0.005327975938021476,0.02951272116097601,I-A,0.47470755981959856,I
X1096,1505,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1202,282,0,0,0,0,0,0,0,0,0.0045098689199195435,0.03363341752925538,0.026610989528136383,0.4178761533369425,0.31813789188364006,0.02526077122303416,0.053173621102479286,0.034469174091524724,0.009647532386083384,0.006706203905778387,0.0006714698183294554,0.059648976996120026,0.17716833104626337,III-A,0.4178761533369425,III
X1201,661,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,4,6,0,0,0,0,0,0,0,0,0.4899836387984894,0.4067098736338015,0.0027460813232468317,0.0032455788960294397,0.05809546294366463,0.0008447496272023388,0.005525874397495194,0.020202559677788466,0.003718837212561763,0.015332609704753423,0.001459664595188094,0.004033309024194565,0.0181436611977908,I-A,0.4899836387984894,I
X1119,1440,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1430,0,0,0,0,0,0,0,0,0,0.0055468189291681645,0.0325804849100201,0.026372970153295414,0.47322182543424063,0.3449337175528,0.02660321633698567,0.05570468823596962,0.035213721791452275,0.010144531247593382,0.006816208028376523,0.0005505629206452022,0.06282419797490679,0.12118937973920035,III-A,0.47322182543424063,III
X1136,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,215,1005,254,0,0,0,0,0,0,0,6,0.004594800016127098,0.03371342653908075,0.07713342483805875,0.3659364160481039,0.28794418645487013,0.023812407537028502,0.05004544387765837,0.034095800387688446,0.00997631785453044,0.007591557103513174,0.001147865394802081,0.055799302304038935,0.16991997876065107,III-A,0.3659364160481039,III
X1210,2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2182,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2181,0,1,0,0,0,0,0,0,0,0,0,0.493687213710032,0.40795071054847926,0.002589806994011472,0.001318095298011486,0.05651506557958437,0.0006963345302682003,0.005212011278245382,0.019976238365649202,0.0036635898235619795,0.015324319500191117,0.0014546641749769236,0.0036720048082241855,0.015401355962130346,I-A,0.493687213710032,I
X1200,4333,0,0,1,1,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4259,11,0,0,0,0,0,2,0,1,0,13,0,0,25,1,0,0,0,0,0,0,7,4038,3,218,0,9,0,2,0,0,0,0,15,0.4843167312529005,0.4086182725890752,0.004225282099820819,0.01867402417263522,0.07207966323093114,0.002501300942333838,0.008607408133157093,0.022193846257136256,0.004221289983930947,0.015679572953955338,0.0014959745462751147,0.00698861323234308,0.021479676031848343,I-A,0.4843167312529005,I
X1264,2053,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1971,77,1,0,0,0,0,0,0,0,0.004184051367226472,0.03181205701733713,0.02624884055535689,0.46648963498903767,0.34213567768290715,0.02656289603705203,0.05562829358470595,0.035186941082417725,0.010093004300192466,0.0067705916061113845,0.00056688187027135,0.06259270862864982,0.13132889541339102,III-A,0.46648963498903767,III
X1199,1970,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1832,133,0,0,0,0,0,0,0,0,0.003981214342943865,0.031954285732897575,0.02604235706973822,0.45882759445250687,0.33866404232694414,0.02634175275537481,0.055239322895649444,0.035109863727237296,0.010021610718644644,0.0067508876552778265,0.0005823041720094831,0.06219884701846102,0.13963643039155155,III-A,0.45882759445250687,III
X1142,1062,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,947,106,1,7,0,0,1,0,0,0,0,0,0.46246897328508935,0.3921936967786681,0.032781842069553355,0.0017592935148129007,0.05551382593408047,0.0007389193327342416,0.005304508265552504,0.020681845072172474,0.004223401554438271,0.015721212780189307,0.0017391870271991153,0.003974592402053052,0.018299368929346554,I-A,0.46246897328508935,I
X1181,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,654,0,563,0,0,0,0,0,0,0,0,0,0.27568373888676967,0.2677195959558224,0.016972301462658414,0.2214769902231047,0.22824183959959995,0.016424525863847267,0.03680330230272093,0.03587232020139088,0.008341350069728541,0.014255204675366591,0.0012969643725904388,0.03895602906685091,0.07962774566952058,I-A,0.27568373888676967,I
X1110,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,992,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,433,559,0,0,0,0,0,0,0,1,0.005626056972917811,0.0326889236394623,0.015541404770962294,0.21572854721576848,0.1749394705287657,0.015020383512569967,0.03221447737033953,0.022521050245425583,0.006215045326998189,0.006025512996316653,0.0007883170138479217,0.03658004151522207,0.2827364463198875,V,0.2827364463198875,V
X1191,4436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4428,3,3,0,0,0,0,0,0,0,0,0,0.49323315658416633,0.4075670085546405,0.002783932285371035,0.0013901478265633037,0.05654449058268284,0.0007212037695854951,0.005255943009596295,0.019974555869395245,0.003669313573686853,0.01532082285554166,0.0014558822399170996,0.0036881067212676385,0.015430033974452284,I-A,0.49323315658416633,I
X1131,1496,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,43,0,1435,11,0,0,0,0,0,0,1,0,0.013654439747434403,0.040124419391598144,0.02644457680005862,0.4674047831593927,0.3457912620633901,0.02694612856573221,0.05645224758206656,0.03586227610331359,0.010224380389885152,0.007187322763968607,0.0005921419090977134,0.06286108615610676,0.12348047652405962,III-A,0.4674047831593927,III
X1111,2452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1760,669,0,0,0,0,0,0,0,0,0.0067208400022967865,0.03577433675428077,0.02327277673622735,0.37633297634154145,0.2917135845271254,0.02354235205905102,0.04969817274521661,0.03269666743941731,0.009055053089615107,0.006498256892768879,0.0007008676045423843,0.055731474108380245,0.20241591181758642,III-A,0.37633297634154145,III
X1289,2541,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2536,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2478,12,38,8,0,0,1,0,0,0,0,0,0.48855503201468203,0.4064089139092517,0.004276512742911648,0.006143610408216002,0.06061258139152948,0.0010900811895987856,0.00601195530382208,0.02055647344543421,0.003831089831594586,0.015406622017373627,0.0014763203230296698,0.0045731829896414715,0.01782520458181587,I-A,0.48855503201468203,I
X1093,2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2472,21,76,0,0,0,0,0,0,0,0,0,0.48417654672822086,0.40440124310721065,0.0056309132366227895,0.011058962369132497,0.0647168472461426,0.0014771346579173178,0.006805457264568772,0.021045909720503086,0.003984781070136037,0.0154592541905707,0.0014826186070207087,0.0054675461089229264,0.018764288105236226,I-A,0.48417654672822086,I
X1099,2204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2165,0,1,29,0,0,0,0,0,0,0,0,0.49138315582064934,0.4077684552351643,0.0026111408196943494,0.001458825584741364,0.0566475881743058,0.0006985080383810465,0.005241724762825037,0.020065838789555777,0.0036731505403356994,0.015335400599962109,0.0014625731154571638,0.0037156460465511466,0.018513318697539433,I-A,0.49138315582064934,I
X1175,2696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,2601,2,0,0,0,0,0,0,0,0,0.01529077580502593,0.04142399512061975,0.0262689579012677,0.4665003601429054,0.3448139836039882,0.026521070997722333,0.05565277426878915,0.03574418429692998,0.010181839047708433,0.007216598554320531,0.0005896885451933067,0.06260190269990112,0.12116082861699781,III-A,0.4665003601429054,III
X1254,6640,0,0,11,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6482,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,7,0,0,0,0,0,102,1808,35,4508,130,0,0,0,0,0,0,0,0,0.12644509736694645,0.14304243694683236,0.02605072664923643,0.3647269061338217,0.316839767393057,0.02571102579560109,0.054847596577220506,0.039749705187674865,0.01055551106339059,0.011270562553765321,0.0010964460853985975,0.05650053923114206,0.11767330316665782,III-A,0.3647269061338217,III
X1159,2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,0,1266,380,0,0,0,0,0,0,0,0,0.16478138758836836,0.17767014799751055,0.019375332359023598,0.2699335256394563,0.25282178251569015,0.01918691610630398,0.042068983452820494,0.035861098015287196,0.008690566880316067,0.011697294589988916,0.0011497932720396602,0.045574496707677416,0.14688114737576055,III-A,0.2699335256394563,III
X1269,1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1245,556,0,0,0,0,0,0,0,0,0.0049529425326457505,0.03420018805234446,0.023034835125517343,0.36159778113177776,0.2812707913102521,0.02286834998868803,0.04831204578482488,0.03186305512751644,0.008827289118173496,0.006332093903781277,0.0007138559471508409,0.054221745598001726,0.21357920997973895,III-A,0.36159778113177776,III
X1271,2285,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1475,11,471,278,0,0,0,0,0,0,0,0,0.3637000468007675,0.3385509318149155,0.01129765665456004,0.09360273946053731,0.13167180379630122,0.008374672824819159,0.020761441721837907,0.0286281406773902,0.006011606719683849,0.015055888176341129,0.001499542024619912,0.020372284632805736,0.08526663724540606,I-A,0.3637000468007675,I
X1094,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1041,2,838,68,0,0,0,0,0,0,0,0,0.278573741810384,0.2712910548168912,0.01662037709106786,0.2069943118687509,0.21779553097945487,0.01572325728834317,0.03533608248000575,0.03524945205333775,0.00810763850206398,0.014263551391510804,0.0013267072440584294,0.0372076107659539,0.08781631364967996,I-A,0.278573741810384,I
X1283,1520,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510,0,0,5,0,0,0,0,0,0,0,0,0.49357302098648903,0.4083671043077979,0.0025855732619468165,0.0012057452400640824,0.05647219787968913,0.000687481767384237,0.005201204802503367,0.020007330211894915,0.0036645868859693834,0.015337833679637633,0.0014577942654243389,0.003659199975363671,0.016133670902889904,I-A,0.49357302098648903,I
X1106,1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,86,1009,561,0,0,0,0,0,0,0,0,0.005120703558116376,0.03427520786312838,0.039775392337240374,0.3223302807092938,0.255834811534955,0.02124120858223463,0.045014516467276576,0.03059562040894022,0.008827587168224314,0.006504695505007263,0.0009515025988735307,0.05052525972909383,0.22348622561431689,III-A,0.3223302807092938,III
X1293,1875,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1873,0,0,0,0,0,0,0,0,0,0.00368989083268967,0.03088857935704582,0.026380610331164775,0.4742734343914902,0.3447360881926454,0.026602385883115292,0.05568105618234779,0.0350910404094644,0.010132864327551913,0.0067365321830512815,0.0005428588114950286,0.0628323443730945,0.12116849680288129,III-A,0.4742734343914902,III
X1107,2573,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2538,30,0,0,0,0,0,0,0,0,0.0037410837946326163,0.031098747323004227,0.026356100470746446,0.4723210513872564,0.34428338578028,0.026597989819742644,0.05569122096045283,0.035149261807134125,0.010126180223044986,0.006746749397758063,0.0005500095734826247,0.06281440863046024,0.12434517509963747,III-A,0.4723210513872564,III
X1140,2574,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,2484,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,0,0,2484,0,0,0,0,0,0,0,0,0,0.0037449373237521877,0.0316559099602162,0.02780544370255116,0.4840892441907533,0.35711330189471713,0.029779444713360043,0.06195472229308424,0.036654216106449755,0.01058156560768938,0.007017436809234249,0.0005775964936856904,0.06507123435537557,0.125361691751055,III-A,0.4840892441907533,III
X1295,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1394,0,0,77,0,0,0,0,0,0,0,0,0.4803595476849347,0.40238068280055084,0.0026634002835014305,0.0017345381390063096,0.05638389135322419,0.0007469683006269962,0.005358584075632908,0.020062918385451767,0.0036715763906449185,0.015230225709958635,0.0014740799514651648,0.003795459173204885,0.028025843792157994,I-A,0.4803595476849347,I
X1297,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216,1,2,12,0,0,0,0,0,0,0,0,0.49064554726074877,0.40655029653594527,0.002851516068006415,0.001801326275654056,0.056800899071431654,0.0007266242265966422,0.005282035177074193,0.020024142814414843,0.003678535249984192,0.015308672228351663,0.0014598869440747807,0.003766669975333348,0.01778879286634497,I-A,0.49064554726074877,I
X1302,1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,23,0,36,0,1492,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,117,1205,41,188,58,0,0,0,0,0,0,0,0,0.4530486060725599,0.42138849731418865,0.019668616723176362,0.05243903468231593,0.11133115204467423,0.01476352196561281,0.03253831786804041,0.03134978340240966,0.006839568335615812,0.017538816358990617,0.0019402529801429494,0.01596984246462923,0.0501561239521413,I-A,0.4530486060725599,I
X1255,2406,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403,0,0,0,0,0,0,0,0,0,0,0,0.49375553648973064,0.40793529134950207,0.002578053084987159,0.0011703251062881355,0.05638335098299429,0.0006843127424467499,0.0051871229835530105,0.01995759971486714,0.003658987554052914,0.015321235651435837,0.001454417027445816,0.0036445514493317227,0.015349932235360237,I-A,0.49375553648973064,I
X1116,2060,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2052,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1955,0,34,63,0,0,0,0,0,0,0,0,0.4827816797967732,0.40456758816913674,0.003057377941142879,0.007055650327227837,0.06126599120298441,0.0011532797246553085,0.006162602733285328,0.020678415715881037,0.0038313151416922947,0.01536242374839068,0.0014730996477730555,0.004757113718322972,0.02467032659162889,I-A,0.4827816797967732,I
X1305,2068,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,1817,197,0,0,0,0,0,0,0,0,0.007992226424447435,0.03616116391190891,0.026711266413147285,0.45019256236864885,0.3377766738805931,0.026362741068833063,0.05539634640398917,0.035645813061735344,0.010040273346111513,0.006968359601302506,0.0006270731494816808,0.06217531591043574,0.1494837045696636,III-A,0.45019256236864885,III
X1227,1037,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986,0,49,0,0,0,0,0,0,0,0,0,0.48189886922868275,0.4041943418139375,0.003823182825950093,0.017178025454651996,0.07006481462954217,0.0019667961179805652,0.007803012696481803,0.02165454874087131,0.004116332886752236,0.015496038238405875,0.001466034486271738,0.0065628135793234085,0.02072986038555123,I-A,0.48189886922868275,I
X1224,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1224,0,0,0,0,0,0,0,0,0,0.004772336855858059,0.031852652936712175,0.026354724824067807,0.4733005917784653,0.344465989467106,0.02657314952511438,0.05563183811607877,0.03511895519117447,0.010131752371341767,0.006777739304653201,0.0005468955378602963,0.06276471774377032,0.12106173285384872,III-A,0.4733005917784653,III
X1225,1838,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1749,0,0,73,0,0,0,0,0,0,0,0,0.4855295337481659,0.4062700547669994,0.0026388686218388707,0.0016016256684948974,0.056669891156805936,0.0006893559623531758,0.005266750923825121,0.020185182402828145,0.0036815728506873506,0.01532440951705538,0.0014762593491328957,0.0037718512514927556,0.025048274342407306,I-A,0.4855295337481659,I
X1338,1502,1,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1336,0,3,144,0,0,0,0,0,0,0,0,0.4683478246320137,0.39884344011501444,0.00278554591005065,0.0029570996374215924,0.057197232193469685,0.000750726251140382,0.005462652761532401,0.020459266985778202,0.00451941029725898,0.015259377354317814,0.0016573068486481694,0.004150345930402247,0.04050363890219466,I-A,0.4683478246320137,I
X1340,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2027,0,0,0,0,0,0,0,0,0,0.0036888768127622475,0.03086819487714817,0.026359812209767255,0.4738635141553486,0.34436920241136026,0.026576380408737298,0.0556251752174886,0.035053042733629504,0.010125071657341923,0.006731362672290867,0.0005424315678723865,0.06277446272511816,0.1210570126873328,III-A,0.4738635141553486,III
X1308,1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74,1599,0,0,0,0,0,0,0,0,0,0.003747494197984832,0.031208226791806206,0.03929033798871826,0.4642654132255302,0.34085959686376927,0.026531766163909377,0.05556008744885107,0.035396633896715005,0.010316416636322726,0.007030873310589448,0.0006712458534019688,0.06251513380707119,0.12086065491845589,III-A,0.4642654132255302,III
