sampleID,read_count,p_Proteobacteria,c_Betaproteobacteria,c_Clostridia,o_Micrococcales,f_Corynebacteriaceae,f_Enterobacteriaceae,f_Lachnospiraceae,f_Mycoplasmataceae,f_Neisseriaceae,f_Pasteurellaceae,f_Peptostreptococcaceae,f_Prevotellaceae,g_Actinobaculum,g_Actinomyces,g_Aerococcus,g_Alistipes,g_Anaerococcus,g_Arcanobacterium,g_Bacteroides,g_Bifidobacterium,g_Blautia,g_Brevibacterium,g_Campylobacter,g_Corynebacterium,g_Delftia,g_Dialister,g_Dorea,g_Enterococcus,g_Ezakiella,g_Faecalibacterium,g_Finegoldia,g_Fusobacterium,g_Gemella,g_Haemophilus,g_Lactobacillus,g_Megasphaera,g_Mobiluncus,g_Moryella,g_Mycoplasma,g_Neisseria,g_Parabacteroides,g_Parvimonas,g_Peptoniphilus,g_Peptostreptococcus,g_Porphyromonas,g_Prevotella,g_Roseburia,g_Slackia,g_Sneathia,g_Staphylococcus,g_Streptococcus,g_Sutterella,g_Ureaplasma,g_Varibaculum,g_Veillonella,Atopobium_minutum,Gardnerella_vaginalis,Lactobacillus_crispatus,Lactobacillus_gasseri,Lactobacillus_iners,Lactobacillus_jensenii,Prevotella_amnii,Prevotella_bergensis,Prevotella_bivia,Prevotella_buccalis,Prevotella_disiens,Prevotella_melaninogenica,Prevotella_timonensis,Sneathia_sanguinegens,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim,subCST,score,CST
X1278,1824,0,0,0,0,0,0,0,3,0,0,0,84,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1716,0,0,0,3,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,5,4,0,1679,32,0,0,84,0,0,0,0,0,0.004648083876392117,0.03305228215610886,0.027416172225878267,0.4844040488577335,0.36090340549144445,0.029214039713339416,0.059518353914262814,0.0385602051588999,0.010617435273307583,0.007096812950388524,0.0010130555496564609,0.06581439318938852,0.13187114801746513,III-A,0.4844040488577335,III
X1314,1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,1261,14,0,0,0,0,0,0,0,0,0.003853775800836111,0.032771846561860996,0.02921688565051059,0.493589694717126,0.3719974232159178,0.03293359109789253,0.06847072461877136,0.03885179581246415,0.0111361702201999,0.007323652926343212,0.0009495035812347364,0.06776356813457445,0.1335577510690351,III-A,0.493589694717126,III
X1102,1390,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,11,0,1367,0,0,0,0,0,0,0,0,0,0.006377957156589071,0.03347114837973432,0.026516644141195634,0.4747874999050386,0.3472855144020495,0.02684401733302594,0.05623869505830045,0.03555177833787228,0.010224596428595276,0.0068860646789029815,0.0005764318135556733,0.06319741902398485,0.12190522735360057,III-A,0.4747874999050386,III
X1168,2776,0,0,0,0,0,0,0,0,0,0,0,2775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2775,0,0,0,0,0,0.00013736828271440323,0.0012353756404560909,0.001012979144193823,0.00019490468599874991,0.0013999900195291542,0.012742065064832433,0.005475200258050974,0.015527421171802749,0.0017042249449487797,0.0009511528418576368,0.0058587920420076975,0.0028381232601758805,0.0013853059136235525,IV-C0,0.015527421171802749,IV-C
X1115,2122,0,0,0,0,0,0,0,0,0,0,0,33,0,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,732,66,0,0,0,0,0,1,0,0,2,33,0,0,1186,0,0,0,0,0,0,0,28,14,14,677,25,3,0,0,0,0,0,0,159,0.006931130935315828,0.02919287872520791,0.02664941485150457,0.26990013145271946,0.2693697687157381,0.03956852797859789,0.07275273367322455,0.04253028641180435,0.008667626952208969,0.006153710047458484,0.0009378568415747735,0.056832925674155765,0.11077642073495962,III-A,0.26990013145271946,III
X1167,2031,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,936,13,1036,34,1,0,0,0,0,0,0,0,0.23250603006092446,0.23320700447162737,0.020949028730266925,0.2546432622512246,0.24978072361331916,0.018374725084285646,0.04060834028632852,0.03701626405436188,0.008812789830108185,0.0135158367894923,0.0012488798274157085,0.04341248844342414,0.09318280843599214,III-A,0.2546432622512246,III
X1203,1557,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1494,15,0,0,0,0,0,0,0,0,0,1,0,0,41,0,0,0,0,0,0,0,0,108,2,1384,0,0,0,1,0,0,0,0,28,0.029869137941995735,0.055573461928825695,0.027144713711533302,0.46576231826209236,0.3559340880198419,0.02809265287374159,0.05835631006292041,0.03803916156490762,0.010496269151777728,0.008007969487592652,0.0006840108042409957,0.06416870181026645,0.12408979249769153,III-A,0.46576231826209236,III
X1163,2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2051,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,2051,0,0,0,0,0,0,0,0,0,0.0036996757875784707,0.031023553064699682,0.02663097183558323,0.47596348823064694,0.34683064913742234,0.02717585440853901,0.05676955997046788,0.035380981117736084,0.01048908604474708,0.0068028799290180625,0.0006029199730228708,0.06324205888973876,0.12187625729724577,III-A,0.47596348823064694,III
X1156,808,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,185,613,0,0,0,0,0,0,0,0,0.006694393567563548,0.02951604044071813,0.008670233897856787,0.10486455671115122,0.08732625613911858,0.007398077979736317,0.016631075727862574,0.012942078876540941,0.0036836195512569454,0.0036865572216020085,0.0009014063700140771,0.02131427083158252,0.3061298254710436,V,0.3061298254710436,V
X1280,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,1100,117,0,0,0,0,0,0,0,0,0.0041274130691619825,0.03271830695409561,0.026271876611579936,0.45549699623706547,0.34046139236128764,0.026987201634739708,0.056602095581135374,0.03571532351765547,0.010122990597352471,0.006841351686638014,0.0006338048623695155,0.06271835535816477,0.15010988116841634,III-A,0.45549699623706547,III
X1334,2259,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2214,0,0,0,0,0,0,1,0,0,0,7,0,0,3,0,0,0,0,0,0,0,30,0,0,2214,0,7,0,0,0,0,0,0,0,0.0037206760384826195,0.031313697227827966,0.027157571135920384,0.4797829442507885,0.3515579200575348,0.028412831649636344,0.059110242480454774,0.03594350409680524,0.010377603939499717,0.006890757754195169,0.0005618167870568729,0.06406496729955674,0.12347703362767813,III-A,0.4797829442507885,III
X1233,924,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,713,0,0,0,3,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,9,36,0,677,0,0,0,0,0,0,0,0,0,0.022643965841761895,0.053453798390702696,0.030763308712357166,0.5146058067270458,0.42408537017628034,0.034586516098021144,0.07269668740378003,0.04735894469660234,0.011919531677959958,0.00864778821507153,0.0008821126998866503,0.07572741911399193,0.1452288744171609,III-A,0.5146058067270458,III
X1118,1099,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,0,0,0,0,0,0,0,0,0,0,75,0,0,245,0,0,0,0,0,1,0,63,669,0,38,0,75,0,0,0,0,0,0,73,0.4930574551910044,0.47984427254987777,0.008097696484130334,0.020608409179804867,0.09075157511280246,0.020638728153538274,0.03664832339585788,0.0330812889165735,0.005916841654361515,0.018599552925121554,0.001877500514286312,0.01092649146105948,0.029251180361579737,I-A,0.4930574551910044,I
X1108,1657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1647,0,0,0,0,0,0,0,0,0,0.004901109664326671,0.0320125979888652,0.026395575737925007,0.4739199949025672,0.34522887154093823,0.02663476193042965,0.05577340834635931,0.035214708432582176,0.010151801940351405,0.006793580115835474,0.0005636726548835652,0.06288702925142013,0.12129304588831537,III-A,0.4739199949025672,III
X1100,1493,0,0,1021,0,0,0,1019,0,0,0,0,140,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,136,0,0,0,0,0,6,1,0,3,140,0,0,69,0,0,0,0,0,0,0,21,0,0,48,0,116,0,0,2,0,0,22,9,0.00020725539103803363,0.0019126772536097701,0.0025023972278521694,0.01669023724162807,0.016248151132340086,0.014789975803797897,0.013520493317733997,0.005389346833657608,0.001037156104084566,0.0007112813950755522,0.0001691827517426312,0.004166282025401294,0.0071109749985435585,III-A,0.01669023724162807,III
X1132,2578,7,4,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,2,0,0,0,0,0,0,2290,0,0,0,0,0,0,0,0,0,0,5,0,0,1,39,6,0,0,0,0,0,185,1572,303,10,405,0,0,4,0,1,0,0,0,0.38613384988537597,0.36256697038980046,0.056102189470481824,0.00585033696159036,0.06109616601124637,0.010969811204395956,0.024465520017054175,0.02444671938727873,0.006684420954132534,0.017035185890560148,0.0026875845540496467,0.0123491392452802,0.07944944488050051,I-A,0.38613384988537597,I
X1180,1920,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1885,0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,0,0,0,0,0,0,21,1,0,1819,65,0,0,1,0,0,0,1,1,0.004046873205602479,0.03200062707475214,0.02691717291847362,0.47192744107408685,0.3482807036753758,0.02802853488801734,0.05849614914689835,0.03594110942330153,0.010305109262973029,0.0068950468911035965,0.0005857330131778079,0.06369117673000603,0.1326206032282851,III-A,0.47192744107408685,III
X1277,2931,0,0,4,0,0,0,0,0,0,0,3,47,0,0,0,0,18,0,0,0,0,0,0,0,0,8,0,0,9,0,4,0,0,0,2641,0,0,0,0,0,0,0,11,3,114,47,0,0,0,0,1,0,0,1,27,0,42,296,7,2315,22,0,0,0,7,2,0,36,0,0.046895890464455074,0.07314429314303707,0.02897235162037165,0.46172764552235135,0.3712913564886665,0.03098866904272951,0.06408947258286643,0.042641144733590965,0.011306347157750215,0.009026930463311596,0.0009053912919337905,0.06669969690664948,0.1317154995868351,III-A,0.46172764552235135,III
X1259,4179,3,1,9,0,1,1,1,0,0,0,8,192,0,0,71,0,23,0,0,1,0,0,0,1,0,8,0,0,23,0,18,0,0,0,3713,0,0,0,0,0,0,0,0,8,0,192,0,0,0,20,18,0,0,0,2,0,67,0,0,3558,154,0,0,188,0,0,0,4,0,0.004022511530003902,0.03385126939492405,0.028920680453569075,0.49256034802051424,0.3772731980444973,0.03234679035482038,0.06584603021583113,0.041888839058345055,0.01275851023229768,0.007606620398977034,0.001815018059489863,0.07057879093958343,0.14493951578064795,III-A,0.49256034802051424,III
X1220,1498,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1030,82,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,333,0,0,1030,0,2,0,0,0,0,0,0,1,0.003999313420111245,0.0374208014754121,0.043515475935284674,0.5238951351411996,0.464684556892944,0.07847532809375166,0.15602415426517433,0.05407095871938829,0.01549844225653711,0.009973909278843673,0.0010423775274882956,0.0864115306926905,0.16369832177912427,III-A,0.5238951351411996,III
X1221,1497,0,0,0,0,0,0,0,9,0,0,0,31,0,0,156,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,1082,0,0,0,9,0,0,0,0,0,0,31,0,0,0,0,1,0,0,0,23,0,167,100,18,960,3,0,0,31,0,0,0,0,0,0.0395406700558583,0.07175949505670703,0.04246006239219053,0.48493650311320746,0.43676347343737876,0.05507351770356145,0.11364354597028918,0.05448532817504245,0.014532649031835241,0.010566952632262164,0.0029598097547210004,0.08002102874543304,0.15330712246339573,III-A,0.48493650311320746,III
X1276,646,1,0,0,0,0,1,0,1,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,569,0,0,0,0,67,0,0,0,0,0,2,0,0,6,0,563,0,6,0,0,0,0,0,6.369180856065299e-05,0.0007423192244364492,0.001099408641645602,0.002937650577305033,0.003532394046096531,0.021995847273332824,0.01035626057628443,0.004924582857391309,0.02628439532909242,0.0017655929855493369,0.005147372394895794,0.00360066797585391,0.001422939249819308,IV-C1,0.02628439532909242,IV-C
X1352,1777,46,19,17,0,0,22,2,0,0,5,4,39,0,0,0,0,0,0,17,0,2,0,0,0,0,2,0,2,0,3,1,1490,11,5,42,0,0,0,0,0,0,1,0,4,6,39,0,0,12,0,88,19,0,0,3,0,0,26,9,7,0,0,0,36,0,1,1,0,0,0.008839414798509278,0.010025451789051775,0.004238034904468471,0.0026550432133554723,0.005194550610085575,0.0020801818826379262,0.002976688374206041,0.013438575845272034,0.030903839467695204,0.0033753560329979966,0.006441536999965744,0.004457591969139984,0.0019376766599849896,IV-C1,0.030903839467695204,IV-C
X1208,1360,14,12,0,0,0,0,0,0,0,0,0,103,0,0,9,0,15,0,0,0,0,0,0,0,0,19,0,2,0,0,0,0,3,0,1004,0,0,0,0,0,0,1,0,0,27,103,0,0,84,0,0,12,0,0,23,0,21,0,4,1000,0,0,0,81,1,6,0,15,0,0.003958497924048371,0.03583664548281275,0.03326577349430918,0.5288896734818836,0.4321376107587964,0.03924361800744056,0.07767597539167455,0.05140003498611316,0.012566033046267959,0.008757856200070862,0.0016999944713346567,0.07819909100334825,0.1486057412614024,III-A,0.5288896734818836,III
X1120,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54,0,0,734,31,0,0,0,0,0,0,0,0,0.0039931340713454085,0.033434744157803994,0.030091192736886457,0.4865906628648902,0.37179846573869185,0.03571319305595177,0.07372830571270397,0.03920697023416207,0.01166317601859201,0.007520548120072989,0.0007400008242897766,0.06822725061279684,0.14343502050124596,III-A,0.4865906628648902,III
X1235,1997,0,0,0,0,0,0,0,3,0,0,0,26,0,0,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,1071,0,0,0,3,0,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,715,1,0,1068,0,0,0,26,0,0,0,0,0,0.004114669885117812,0.03849434698990841,0.05608560060931188,0.4708774297867545,0.4882246641394103,0.12884463062620685,0.2711506510067803,0.06666184200392226,0.018648262504375963,0.011785864430160303,0.0020960953345232547,0.09664918460918044,0.17929194051376832,III-B,0.4882246641394103,III
X1183,1597,0,0,5,0,0,0,0,233,0,0,5,203,0,0,3,0,12,35,0,3,0,0,0,0,0,27,0,0,0,0,0,0,487,0,26,10,0,0,233,0,0,94,0,5,0,203,0,0,247,0,0,0,0,0,2,0,79,2,0,23,1,15,0,72,0,0,0,0,170,0.0013134698102592532,0.004523666857892422,0.008336921542319962,0.013541112013488373,0.025297245477553118,0.0682157455880799,0.09520402615046437,0.03332394556317696,0.013053210260648934,0.002435621476481727,0.005664447171460486,0.013311588846100795,0.014482934606915798,IV-B,0.09520402615046437,IV-B
X1279,3463,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,53,0,0,3356,23,0,0,0,0,0,0,1,0,0.003758517676689783,0.03155942595509882,0.027348589280676284,0.47973086514280494,0.3527795608179428,0.028637822111941227,0.059724555463777265,0.036428106717681076,0.012975827851784942,0.007083800167366132,0.001063784041627331,0.0645909191083204,0.12582223126989564,III-A,0.47973086514280494,III
X1138,1044,0,0,6,0,0,0,0,137,0,0,6,245,0,2,3,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,18,0,0,2,0,0,137,0,0,167,0,6,2,245,0,0,396,0,0,0,0,0,0,0,10,0,0,0,0,0,1,86,44,0,0,50,76,7.285338930978341e-05,0.0010875398290340617,0.0024946651613943728,0.00025462317618501964,0.002937754404104575,0.03887661795463003,0.034210214490705555,0.02413844011741187,0.002350356075150435,0.000959046132984782,0.0028419292218206647,0.003493398305359963,0.0023287381380620565,IV-A,0.03887661795463003,IV-A
X1204,2652,8,0,0,0,0,0,0,5,0,0,0,26,0,0,218,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1996,0,0,0,5,0,0,0,1,0,1,26,0,0,0,0,0,0,0,0,0,0,323,0,0,1890,105,0,0,3,0,23,0,0,0,0.004191050385256091,0.03690192826813791,0.03646904462095615,0.5103525839587534,0.431012609096349,0.05346515846778057,0.11004478653413305,0.04888223162276295,0.013515814124723443,0.008764837448874217,0.0019598165945336867,0.07946438448237522,0.1699133860391798,III-A,0.5103525839587534,III
X1252,1732,0,0,0,0,0,0,0,2,0,0,0,555,0,0,79,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,104,289,0,0,2,0,0,0,0,0,14,555,0,0,4,0,0,0,0,0,0,0,366,0,0,104,0,483,0,1,0,0,0,68,0,0.0007203617808516121,0.008718505276770011,0.02620008350099927,0.05007506038168125,0.08172981068176338,0.16460329014507902,0.22143478864066454,0.03449802701440329,0.008354631861297594,0.005270710036995692,0.002194944884908335,0.027538591433805965,0.04382429721217958,IV-B,0.22143478864066454,IV-B
X1246,1112,0,0,8,0,0,0,6,0,0,0,2,617,0,0,3,0,0,0,0,0,5,0,0,0,0,167,0,0,0,0,0,0,24,0,4,16,0,0,0,0,0,0,2,2,8,617,0,0,0,0,18,0,0,0,0,0,126,1,0,3,0,0,6,584,0,0,0,27,0,0.0007386316361640502,0.003607986666256626,0.008753473981603982,0.002383797234906956,0.011655498608688381,0.045192636297435224,0.04915066264321383,0.03379567993212506,0.013015804463866375,0.002948472909361584,0.0100625354800338,0.009357707666110108,0.008818039514356418,IV-B,0.04915066264321383,IV-B
X1197,1898,3,0,0,0,0,0,0,10,0,0,0,256,0,0,90,0,5,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,5,309,0,0,10,0,0,33,0,0,20,256,0,0,94,0,0,0,0,0,0,0,515,5,0,0,0,0,0,6,26,20,0,114,0,0.0027302202929105294,0.008986351857843005,0.03830814701517405,0.003044111921142834,0.050770026202011445,0.2996659428610467,0.5180317367752588,0.06474333544084095,0.011379810519664822,0.006974022550770331,0.0035258242470935803,0.027810722960672055,0.039594349449315155,IV-B,0.5180317367752588,IV-B
X1238,1735,0,0,0,0,0,0,0,0,0,0,0,298,0,0,13,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,67,104,0,0,0,0,0,9,0,0,0,298,0,0,29,0,0,0,0,0,0,0,299,11,0,56,0,298,0,0,0,0,0,0,3,0.0064337591630834225,0.014779281567272266,0.027817771447645794,0.033867074552371104,0.07586298352782478,0.21378995905711823,0.3323991655891687,0.05169161095063119,0.008351560913554172,0.0055900400920832136,0.001273178699301837,0.029553292688984562,0.04465908931637366,IV-B,0.3323991655891687,IV-B
X1213,1192,0,0,77,0,0,0,33,11,0,0,20,61,0,0,12,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,654,1,0,0,10,0,0,11,0,0,35,0,20,87,61,0,0,96,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,29,0,0,27,13,4.238241505158003e-05,0.0008043940325990626,0.0019021218829550902,0.00019612551656806543,0.002065536994146407,0.014679619155544579,0.01584236173776734,0.017283249766787162,0.001644808521916589,0.0003507293450556601,0.0008143498422751173,0.001351424686002016,0.0015258599094556391,IV-C0,0.017283249766787162,IV-C
X1141,2184,0,0,490,0,0,0,0,62,0,0,490,1388,0,0,0,0,3,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,64,0,0,0,0,0,62,0,0,0,0,490,0,1388,0,0,2,0,1,0,0,0,0,0,150,0,0,0,0,0,0,1260,0,0,125,0,2,0.00018488944234955996,0.0019869637385505528,0.004474131445822194,0.0005713836438411655,0.00556856534652914,0.028045012690614674,0.02519468286192373,0.02626272935432746,0.004062734417905276,0.0016303373818153015,0.007140155986086759,0.005492477206038237,0.00461947984763395,IV-A,0.028045012690614674,IV-A
X1164,2782,48,39,48,0,16,0,2,291,0,0,44,676,0,0,0,0,1,0,0,0,0,0,9,16,0,4,0,0,0,0,0,436,123,0,2,0,5,0,291,0,0,198,9,44,555,676,0,0,276,0,0,39,0,0,0,0,4,2,0,0,0,0,0,142,5,66,424,36,0,0.0006577871908151945,0.0016188872914197163,0.0011171625193062108,0.00017684999247909712,0.0018574078600590601,0.03494897040970488,0.017261989473991844,0.028310865128065847,0.0029923950982526986,0.0005632166106791195,0.002141144344240177,0.002341687426054898,0.0016379629494302243,IV-A,0.03494897040970488,IV-A
X1172,1519,0,0,0,0,0,0,0,0,0,0,0,233,0,0,25,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,69,3,0,231,300,0,0,0,0,0,39,0,0,0,233,0,0,8,0,0,0,0,0,0,0,405,0,0,231,0,0,0,97,3,1,1,131,0,0.0017793520415984646,0.021724418633318254,0.04963848438580764,0.1562752124019342,0.24065220371558957,0.2739074143641691,0.47880580444833853,0.10486075685332212,0.015856627669120004,0.010214273198200811,0.004110430243492445,0.06985263511467522,0.1126115882899497,IV-B,0.47880580444833853,IV-B
X1188,2523,5,5,62,0,0,0,29,0,0,0,15,310,0,0,33,0,13,0,0,0,0,0,0,0,0,14,0,0,0,0,1,21,0,0,215,429,0,0,0,0,0,66,0,15,4,310,0,0,1081,0,1,5,0,0,29,0,160,4,0,211,0,268,0,1,0,0,0,8,457,0.0020679708945190623,0.010718294872121475,0.014317004026953635,0.07278924650084524,0.09218998976764788,0.10413066376180798,0.12896539643715468,0.03317793433079734,0.006231578247576934,0.004209483553405223,0.0014424648725032917,0.0261939329831057,0.041309600838162264,IV-B,0.12896539643715468,IV-B
X1309,676,0,0,0,0,0,0,0,0,0,0,0,105,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,139,100,0,0,0,0,0,1,0,0,0,105,0,0,0,0,0,0,0,0,0,0,277,0,0,139,0,0,0,103,0,0,0,2,0,0.0021944621946377403,0.02548010568235207,0.06007125129498615,0.1949267257399688,0.28488302319831665,0.26537348085411083,0.5195586646856806,0.09086546071342548,0.018920108681173272,0.012130943212034983,0.005574756589680045,0.0787994408537706,0.1311914981516044,IV-B,0.5195586646856806,IV-B
X1097,1993,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,47,41,129,1441,273,0,0,0,0,0,0,0,0,0.012988615763716207,0.04235612221239528,0.05041519974163516,0.4123166295259243,0.3271292887559489,0.02893682141921342,0.060599568190233724,0.03751508953749472,0.010682669518049024,0.007866062370051915,0.0009464283765084,0.0616746152421169,0.17012921534332298,III-A,0.4123166295259243,III
X1330,2189,4,4,39,0,0,0,31,0,4,0,0,339,0,0,15,0,33,0,0,0,0,0,0,0,0,53,0,0,0,0,13,0,4,0,120,338,0,0,0,4,0,9,1,0,0,339,0,0,369,0,0,0,0,0,0,0,576,0,0,120,0,24,0,4,6,0,13,145,273,0.0008667238579853208,0.011696506852075237,0.0406497852525532,0.05435911639754826,0.11100079745732963,0.2775165823549517,0.47507839766959753,0.07522450463818431,0.012889015629305535,0.007930970436014121,0.0025347387798726334,0.041855883730290165,0.06314314604504578,IV-B,0.47507839766959753,IV-B
X1332,3002,0,0,0,0,0,0,0,0,0,0,0,548,0,0,44,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,70,672,0,0,0,0,0,0,0,0,0,548,0,0,132,0,0,0,0,0,0,0,1129,0,0,70,0,540,0,0,0,0,0,8,131,0.0005793363150517282,0.00845706198243599,0.04285392297689089,0.022966698062588595,0.07764647300783399,0.2857144605585136,0.48327131648147037,0.04132458569473121,0.012321009492933776,0.008079071785886315,0.0018342132702834357,0.03370943391897846,0.051416685723067485,IV-B,0.48327131648147037,IV-B
X1266,2428,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2409,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,8,0,0,2408,0,0,0,0,0,0,0,0,0,0.0037008431227661984,0.031033210669076664,0.02660508446579125,0.4761687741190705,0.3470440748693753,0.02715155378148112,0.05665324173122318,0.03537714770832076,0.010205778498774522,0.006785181181590506,0.0005484780361792738,0.06323863119405393,0.12192967283918667,III-A,0.4761687741190705,III
X1257,614,0,0,13,0,0,0,13,0,0,0,0,134,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,70,105,0,0,0,0,0,0,0,0,0,134,0,0,248,0,0,0,0,0,0,0,19,0,0,67,2,31,0,16,0,0,0,3,56,0.0010471316487948015,0.011104857111522324,0.012646316355621015,0.09477520617621323,0.10993770213703712,0.08374133203427668,0.08690325452908226,0.03404965397456118,0.005118041260860113,0.003863183138829877,0.0014310062007900594,0.0287328090748954,0.04979545493098711,III-B,0.10993770213703712,III
X1174,1608,1,0,146,0,3,0,144,5,0,0,2,126,0,0,10,0,0,0,0,4,0,0,0,3,0,12,0,0,0,0,0,0,1,0,70,26,0,0,5,0,0,83,12,2,6,126,0,0,143,0,0,0,0,0,0,0,502,2,0,66,0,0,0,11,9,0,0,64,12,0.0019254940079595302,0.012705718330470617,0.04851738970879468,0.04368522945319641,0.11103616550167325,0.2955775413515056,0.6356971650966525,0.07891713325120289,0.013902872100404355,0.008361338613688481,0.0048727212798257355,0.04599741341826668,0.06925484812087296,IV-B,0.6356971650966525,IV-B
