sampleID,read_count,d_Eukaryota,p_Proteobacteria,c_Clostridia,o_Micrococcales,f_Carnobacteriaceae,f_Corynebacteriaceae,f_Enterobacteriaceae,f_Lachnospiraceae,f_Mycoplasmataceae,f_Neisseriaceae,f_Pasteurellaceae,f_Peptostreptococcaceae,f_Prevotellaceae,g_Acinetobacter,g_Actinomyces,g_Actinotignum,g_Aerococcus,g_Alistipes,g_Alloprevotella,g_Anaerococcus,g_Anaeroglobus,g_Arcanobacterium,g_Bacteroides,g_Bulleidia,g_Campylobacter,g_Citrobacter,g_Corynebacterium,g_Cupriavidus,g_Delftia,g_Dialister,g_Enterobacter,g_Enterococcus,g_Ezakiella,g_Facklamia,g_Finegoldia,g_Fusobacterium,g_Gallicola,g_Gemella,g_Granulicatella,g_Haemophilus,g_Howardella,g_Jonquetella,g_Klebsiella,g_Kluyvera,g_Kocuria,g_Lachnoclostridium,g_Lactobacillus,g_Lactococcus,g_Lawsonella,g_Megasphaera,g_Micrococcus,g_Mobiluncus,g_Mogibacterium,g_Moryella,g_Murdochiella,g_Mycoplasma,g_Negativicoccus,g_Neisseria,g_Parvimonas,g_Peptococcus,g_Peptoniphilus,g_Peptostreptococcus,g_Phascolarctobacterium,g_Porphyromonas,g_Prevotella,g_Propionimicrobium,g_Proteus,g_Ralstonia,g_Rothia,g_Sneathia,g_Solobacterium,g_Sphingomonas,g_Staphylococcus,g_Stenotrophomonas,g_Streptococcus,g_Sutterella,g_Ureaplasma,g_Varibaculum,g_Variovorax,g_Veillonella,Atopobium_deltae,Atopobium_minutum,Atopobium_vaginae,Gardnerella_vaginalis,Lactobacillus_crispatus,Lactobacillus_delbrueckii,Lactobacillus_gasseri,Lactobacillus_iners,Lactobacillus_jensenii,Prevotella_amnii,Prevotella_bivia,Prevotella_buccalis,Prevotella_colorans,Prevotella_disiens,Prevotella_timonensis,Sneathia_amnii,Sneathia_sanguinegens,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim,subCST,score,CST
SRR2915574,6215,0,0,2,0,0,0,0,0,0,0,0,0,951,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,47,0,0,396,0,0,0,0,0,0,0,0,2,0,0,0,0,0,951,0,0,0,0,2411,0,0,0,0,0,0,0,0,0,0,0,0,2247,0,0,0,0,47,0,0,392,0,11,0,0,0,0,0.00013147091251892166,0.0021861260722820966,0.004589320275022959,0.006204521553728885,0.012091625606033007,0.06676906155647942,0.11238853705391615,0.014903023738209734,0.0016718437689735982,0.0031768702641335367,0.0020248238716320584,0.007976239947142536,0.008131936674489592,IV-B,0.11238853705391615,IV-B
SRR2915575,5676,0,0,9,0,0,0,0,0,0,0,0,0,347,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3696,0,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,697,0,0,0,0,3229,0,24,0,0,0,0,0,13,0,0.0039051573464396164,0.035325022768261556,0.030841892061829027,0.4733200261434272,0.4243676352530408,0.05472080434902355,0.09961189932474654,0.05174441493977404,0.01169280488803731,0.008430643749448283,0.0009291560296617369,0.07911387832412303,0.14775101639714322,III-A,0.4733200261434272,III
SRR2915576,9510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8510,0,0,0,0,0,0,0,0,0,0.003777297022191021,0.03062570175449019,0.025686965605052153,0.44855712486547766,0.333893230110331,0.02622143623945118,0.05486369342704676,0.034772016124712944,0.009858110509980594,0.006560543466457931,0.0005292513572519745,0.06151632356943328,0.1182150692907617,III-A,0.44855712486547766,III
SRR2915577,5033,0,226,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,46,135,0,0,4359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4032,0,0,0,0,0,0,0,0,0,0.0038858011259074077,0.03305096484000669,0.02804368911397861,0.48465525556378714,0.3761631735252648,0.029602591452560386,0.06203209351675793,0.040883207676509103,0.010935411851703051,0.04088834040245815,0.0007931145139777495,0.07006973236967357,0.13125723755009122,III-A,0.48465525556378714,III
SRR2915578,6193,0,0,133,0,0,0,0,0,0,0,0,0,2515,0,0,8,0,0,0,24,0,0,0,0,0,0,0,0,0,14,0,0,0,0,7,0,0,279,0,0,0,0,0,0,0,0,814,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2366,0,0,0,0,812,0,0,88,0,0,0,0,0,0,0.0010390831611034393,0.010907457777722,0.012161384598125755,0.09791718101747679,0.10248998070776993,0.07146202013714635,0.10971248088663199,0.02413044572391954,0.005326143626862391,0.004583140078714903,0.0010469699081975456,0.028160950020295058,0.04513812541817682,IV-B,0.10971248088663199,IV-B
SRR2915579,7146,0,0,0,0,0,5,0,0,51,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,6930,0,0,0,0,0,0,0,0,0,0.0037220401140892374,0.031045423748276596,0.026446898763551326,0.4726087541260236,0.34601295145056093,0.026776783121064046,0.05605879537194126,0.035422068181830885,0.010157382781813868,0.007227697347469432,0.0005477438641779245,0.06314324167346964,0.12163639905262308,III-A,0.4726087541260236,III
SRR2915580,9717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9652,0,0,0,0,0,0,0,0,0,0.003694543378069978,0.030862261796368872,0.026329322852811986,0.47258350588925296,0.3439044185677893,0.026564001746816075,0.05559854089907087,0.03504813744455001,0.010112837056883938,0.0067235706944148,0.0005418352036638515,0.06272283910575716,0.1209350689047506,III-A,0.47258350588925296,III
SRR2915581,6401,0,0,393,0,0,0,0,314,0,0,0,0,644,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4190,0,0,497,0,73,0,0,0,0,0,0,0,0,0,0,0,0,644,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,4158,0,180,0,0,0,0,0,62,0,0.003901864925422444,0.036330152148970445,0.0318328405783855,0.5269586738419574,0.45333178380056727,0.04763880340239867,0.084304481222557,0.05205379958478218,0.012126051614050028,0.008294418506524542,0.0006969601144364831,0.08167319366339854,0.15467082787500389,III-A,0.5269586738419574,III
SRR2915582,3555,0,825,0,0,0,0,821,0,0,0,0,0,0,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,1851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0.0004815453124804423,0.005993104808320357,0.004729720425665742,0.042088962010695986,0.04310042609960158,0.00612020522145216,0.011110601205521134,0.024780009982560282,0.0047582663497623785,0.6248320092766335,0.002904046683401374,0.03079120338183385,0.018469460442834696,IV-C2,0.6248320092766335,IV-C
SRR2915583,11419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11411,0,0,0,0,0,0,0,0,0,0.003689067366811888,0.030868012839016874,0.02635880994285533,0.4738211033894618,0.3443539509572847,0.026575983958353807,0.05562432218159523,0.035052901520706836,0.010124669094187175,0.00673110644907355,0.0005424119712104235,0.06277277944401394,0.12105302145190273,III-A,0.4738211033894618,III
SRR2915584,6070,0,0,541,0,0,0,0,0,2,0,0,2,1545,0,0,0,3,0,4,4,0,0,0,0,4,0,0,0,0,16,0,0,0,0,0,28,0,7,0,0,0,0,0,0,0,0,218,0,0,871,0,0,2,0,0,2,0,0,46,0,10,0,0,6,1541,0,0,0,0,182,0,0,0,0,7,0,0,0,0,0,0,0,1561,0,0,0,0,176,0,610,0,0,0,0,0,146,0,0.00034725680144921195,0.004198806082934005,0.005926301271938137,0.025658383441097575,0.03483216050329347,0.10595534480671609,0.12824340742683876,0.0178744990389586,0.0031773670151069955,0.0034720894623305725,0.0006829646348512782,0.012925815091783232,0.01729762228146007,IV-B,0.12824340742683876,IV-B
SRR2915585,7358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6394,0,0,0,0,0,0,0,0,0,0.003796115108390333,0.030503656004538603,0.02545116160800112,0.4408245949328619,0.33018080027703534,0.026051936394267113,0.054497558571976204,0.034609070420839425,0.0097659471108699,0.006500256765613868,0.0005245439637407691,0.06103313197969328,0.11717089636735298,III-A,0.4408245949328619,III
SRR2915586,6381,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5038,0,0,0,0,0,0,0,0,0,0.0038661016355046947,0.03378072515578083,0.02903504466537544,0.5041909079002038,0.3966728882199585,0.03175382346250983,0.06792837285325672,0.0425496451601645,0.011652221941331899,0.007412136498217847,0.0027632738093399272,0.07180419844921881,0.13715283594312802,III-A,0.5041909079002038,III
SRR2915587,7348,0,0,74,0,0,0,0,0,0,0,0,0,152,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3731,0,0,1217,0,0,0,0,0,0,0,0,7,0,6,0,0,0,152,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,1580,0,0,0,0,3717,0,65,0,0,0,0,17,177,0,0.0036422641736727607,0.0363434202371053,0.03352439693011927,0.48081750392902517,0.46603922455813485,0.07553455518107853,0.13904506713421527,0.06208369628593339,0.01257457288235143,0.009621783712020823,0.0010703762648314955,0.08792939657664846,0.16138416891324706,III-A,0.48081750392902517,III
SRR2915588,6441,47,68,46,8,0,80,37,29,4,0,0,0,30,0,25,0,3,0,0,0,0,0,0,0,0,0,80,0,0,0,37,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5819,0,0,79,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,5,0,0,4,0,0,0,4,0,13,0,0,0,42,0,0,0,0,5814,0,14,0,0,0,0,0,0,0,0.0038158607374781752,0.03273243497831642,0.028107500998955377,0.500871314291923,0.37605209359363617,0.029855088437670346,0.06173665485412082,0.03894195458384398,0.010806915975884948,0.010688059837050947,0.000631107635376945,0.06834696319608687,0.13077695892584856,III-A,0.500871314291923,III
SRR2915589,9600,0,7,0,0,0,19,0,0,0,5,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,9550,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9550,0,0,0,0,0,0,0,0,0,0.0036958597141100087,0.03097134223999151,0.026460371268624345,0.4754768471707641,0.3460415381005672,0.026701631113443477,0.05589633619489175,0.03527373774734102,0.010486870150559413,0.006774624947091686,0.0006093969817911754,0.06308166815795456,0.12156758782360969,III-A,0.4754768471707641,III
SRR2915590,6032,0,0,1100,0,0,0,0,0,0,0,0,0,920,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2795,0,0,0,0,0,0,0,0,16,0,0,0,0,0,920,0,0,0,0,724,0,0,0,0,0,0,0,0,0,0,0,0,262,3,0,0,0,12,0,0,0,0,0,0,29,211,0,4.488094193189719e-05,0.0008806247744704052,0.0009639881914155317,0.0018687039232269818,0.006278298819200926,0.09271169117482866,0.05738631464547536,0.009707514854958669,0.0006582699626458355,0.0020748137289505184,0.0004546846905437419,0.0019360270961351648,0.0018618029286297318,IV-A,0.09271169117482866,IV-A
SRR2915591,7201,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6093,0,0,0,0,0,0,0,0,0,0.003812347637920752,0.030401002039512192,0.02524914547747612,0.4341068370854302,0.3270128654915238,0.02592016273292957,0.054213721746872556,0.034484870938110805,0.009687584314490218,0.006582376856866471,0.0005214277005552228,0.06063249358689092,0.11628217660024177,III-A,0.4341068370854302,III
SRR2915592,9611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7887,0,0,0,0,0,0,0,0,0,0.003828128996160619,0.03022466185904177,0.02495667253607539,0.42526947018272004,0.32237069375202265,0.025696388571079382,0.0537338853852672,0.034233015853482686,0.009572868446463073,0.006374920589128499,0.0005147533691047674,0.05999512960576343,0.11494848979560152,III-A,0.42526947018272004,III
SRR2915593,5777,0,0,338,0,0,0,0,27,0,0,0,0,1443,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,877,0,4,0,22,0,0,0,0,83,0,0,0,0,0,1443,0,0,0,0,664,0,0,0,0,0,0,0,0,0,0,0,0,2231,0,0,0,0,3,0,762,0,0,0,0,0,172,0,5.666295962243592e-05,0.001471714018958622,0.00417179000368953,0.0006982183144768399,0.007020531801641571,0.09979644504349151,0.1352733633218809,0.009269093230993874,0.001247630815179764,0.0033285672060199304,0.00042972302037379224,0.0062738829788807765,0.0056861014250337025,IV-B,0.1352733633218809,IV-B
SRR2915594,5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5307,0,0,0,0,0,0,0,0,0,0.003750376599520409,0.030735979162854504,0.02593965943458531,0.4575603317579279,0.33786591442449576,0.026364541348152432,0.05516951589224993,0.03490647252813681,0.00995795024585086,0.006624291985102229,0.0005341836767333032,0.06200911891785108,0.11930890919502742,III-A,0.4575603317579279,III
SRR2915595,6897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6869,0,0,0,0,0,0,0,0,0,0.0036921446416074725,0.03086490561989412,0.026342403641663032,0.4731301380903492,0.3441040293990342,0.02656939182471939,0.05561013819863413,0.03505039369267298,0.01011808317460876,0.006726913066269853,0.0005420911169250428,0.06274509101968755,0.12098751778524262,III-A,0.4731301380903492,III
SRR2915596,6880,0,0,61,0,0,0,0,3,0,0,0,0,275,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2093,0,0,750,0,3,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3478,6,0,0,0,2091,0,24,0,0,0,0,0,0,0,0.002430057134949101,0.025603188886797103,0.026405574667556945,0.2750589942713325,0.291014739121425,0.09690226117494069,0.19934843008007475,0.04977787125248611,0.009417302860924195,0.00895877554150986,0.0009537185144401365,0.06607851615776021,0.11322825588883674,III-B,0.291014739121425,III
SRR2915597,4883,0,2378,0,0,0,0,2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0.0002478719726298004,0.0031018271934895305,0.002414460411747642,0.021243188957034743,0.02046914789915689,0.003321688223584775,0.005123856155076162,0.012050322618689649,0.0027747338057265403,0.3396193035037087,0.001765500570039243,0.019140969468463484,0.008717138757492204,IV-C2,0.3396193035037087,IV-C
SRR2915598,6147,0,387,217,9,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,217,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4763,0,37,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.00042101339966048106,0.004176598015753141,0.0025513698628124503,0.0028042972975522527,0.005923131160326411,0.0008206540072239855,0.001519216065818344,0.018080542944964806,0.015346173691374093,0.09025469042543845,0.03405885413842789,0.7647306204503145,0.0021882277161471434,IV-C4,0.7647306204503145,IV-C
SRR2915599,6229,0,0,4213,0,0,0,0,3803,2,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,97,0,0,0,0,0,381,0,0,0,0,1143,0,0,0,0,0,0,2,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,5,25,121,0,0,1.4939356879746165e-05,0.00014671333092280536,0.00040374647226285634,4.628789852441194e-05,0.0003191762228339943,0.004425606586889269,0.003427179037994488,0.0024904768874663627,0.00029436493437370225,0.00010450393896800046,9.316591239114504e-05,0.00027156349509878066,0.00022235827774206055,IV-A,0.004425606586889269,IV-A
SRR2915600,7807,0,189,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,7616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.218172980548961e-05,0.0016813686759133604,0.0007322027891164222,0.00013656129462190724,0.00038555109251843056,0.000454884138439361,0.00017612178266549622,0.014045377188910484,0.0024367977523973875,0.8590411213009448,0.0029909726871618684,0.01837160583406974,0.00012869100750343505,IV-C2,0.8590411213009448,IV-C
SRR2915601,5226,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4733,0,0,0,0,0,0,0,0,0,0.0037695406755457344,0.030681080911883492,0.025789944615996693,0.4518916827643602,0.33552934305751925,0.026285531886154956,0.055000081084749415,0.03485078459130979,0.00989857965873723,0.006585886587238902,0.0005312475191854489,0.0617300627083236,0.11867545887103659,III-A,0.4518916827643602,III
SRR2915602,7079,0,25,358,0,0,0,0,36,0,0,0,0,149,0,0,0,7,0,0,29,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,229,0,0,0,36,0,0,0,0,0,0,0,0,0,23,149,0,0,0,0,3341,0,0,7,0,28,0,0,0,0,0,0,0,2282,16,0,0,0,410,0,0,0,0,0,0,0,1696,0,0.000514288126982455,0.005904811513389067,0.007825003569164775,0.04525621846753638,0.05196211605383866,0.04685302393432714,0.0967774940551005,0.014901627831745737,0.005744990549556292,0.0036156919431129444,0.0011042718540707798,0.017419487169298604,0.024532642766318048,IV-B,0.0967774940551005,IV-B
SRR2915603,6215,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6194,0,0,0,0,0,0,0,0,0,0.0036931002373571235,0.030934387539480693,0.02642236001640497,0.474942605554562,0.3454543778346933,0.026657824751922878,0.05579827818565216,0.035196465489312295,0.01015384642211143,0.007426626314595033,0.0005485731985306375,0.06298165194855188,0.12138989023885272,III-A,0.474942605554562,III
SRR2915604,8097,0,490,148,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,7426,0,0,97,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.776829138771334e-05,0.0018344950366919596,0.0010202492803200337,0.00018644241971577493,0.000570026841391022,0.0006072211214184628,0.0003867310048046862,0.016881698462709514,0.0029631435593182698,0.8829999197145727,0.0032563914891059905,0.01942870053721101,0.0002507323726988275,IV-C2,0.8829999197145727,IV-C
SRR2915605,5325,0,0,0,0,0,2,0,0,34,0,0,0,2,0,0,0,97,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5156,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,0,0,2,0,0,0,0,4097,439,2,0,0,0,0,0,2,0,0.004195000636985898,0.032222717658860506,0.02520511829325265,0.4224589123650954,0.32592475033061963,0.026157502156529854,0.0549819736325467,0.035345668722959085,0.009744121004768708,0.006580653889739511,0.0007759819959725768,0.06091526355403535,0.14512885958823726,III-A,0.4224589123650954,III
SRR2915606,4751,0,2909,0,0,0,0,2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,0,0,0,1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375,197,0,0,0,0,0,0,0,0,0.002136554923520309,0.016889321976972127,0.013824116111924058,0.17223761689080505,0.1504477943313592,0.015210795171565357,0.030395019904315774,0.026743787018493594,0.007194317717337123,0.013145985371154007,0.0008533495990777526,0.03639152752640474,0.07778028706395443,III-A,0.17223761689080505,III
SRR2915607,7638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6393,110,0,0,0,0,0,0,0,0,0.0038720701828467634,0.030636077267342177,0.02518551434911748,0.43154822213133914,0.32583101411060983,0.025856152312970063,0.05410466462143221,0.034471128422353045,0.009667071825007591,0.006455933425900341,0.0005298953078197554,0.060492060647930446,0.12049885777770046,III-A,0.43154822213133914,III
SRR2915608,6285,0,0,449,0,0,0,0,14,9,0,0,5,1524,0,0,0,0,0,0,11,0,83,0,8,0,0,0,0,0,60,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,22,0,104,0,11,0,9,0,0,78,0,33,5,0,5,1524,0,0,0,0,3761,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,892,0,0,0,0,0,3244,0,9.66063560495325e-06,0.00013710029948906836,0.0002180245039855161,3.3436216658467334e-05,0.00038418122021203615,0.014949206343497756,0.006313601028624784,0.002408153074412538,0.00023290576085906252,8.431253486813938e-05,0.0001343962096024492,0.00036872454959526385,0.000303578654706429,IV-A,0.014949206343497756,IV-A
SRR2915609,5634,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4079,0,702,0,0,0,0,0,0,0,0,0,0,0,0,834,0,0,0,0,0,0,0,0,0,0.001464415035622334,0.014858910410921928,0.012921945322781599,0.10817448386456584,0.11069909630835145,0.012192352670046952,0.02584923189399642,0.042283244178870284,0.10417938164462853,0.03964226325995188,0.049140129799086434,0.8257887732341161,0.044039264104066146,IV-C4,0.8257887732341161,IV-C
SRR2915610,5627,0,591,0,0,0,0,0,0,2,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0.00022220978344204544,0.0034917205431296964,0.002298384720851165,0.017465100564715928,0.01653239818789796,0.0024460154294635196,0.0039723564593753665,0.01838037730781976,0.0030958779298277013,0.9091150811931948,0.0031257201475061057,0.023394960634073977,0.007034004041509098,IV-C2,0.9091150811931948,IV-C
