sampleID,read_count,d_Eukaryota,p_Proteobacteria,c_Clostridia,o_Micrococcales,f_Carnobacteriaceae,f_Corynebacteriaceae,f_Enterobacteriaceae,f_Lachnospiraceae,f_Mycoplasmataceae,f_Neisseriaceae,f_Pasteurellaceae,f_Peptostreptococcaceae,f_Prevotellaceae,g_Acinetobacter,g_Actinomyces,g_Actinotignum,g_Aerococcus,g_Alistipes,g_Alloprevotella,g_Anaerococcus,g_Anaeroglobus,g_Arcanobacterium,g_Bacteroides,g_Bulleidia,g_Campylobacter,g_Citrobacter,g_Corynebacterium,g_Cupriavidus,g_Delftia,g_Dialister,g_Enterobacter,g_Enterococcus,g_Ezakiella,g_Facklamia,g_Finegoldia,g_Fusobacterium,g_Gallicola,g_Gemella,g_Granulicatella,g_Haemophilus,g_Howardella,g_Jonquetella,g_Klebsiella,g_Kluyvera,g_Kocuria,g_Lachnoclostridium,g_Lactobacillus,g_Lactococcus,g_Lawsonella,g_Megasphaera,g_Micrococcus,g_Mobiluncus,g_Mogibacterium,g_Moryella,g_Murdochiella,g_Mycoplasma,g_Negativicoccus,g_Neisseria,g_Parvimonas,g_Peptococcus,g_Peptoniphilus,g_Peptostreptococcus,g_Phascolarctobacterium,g_Porphyromonas,g_Prevotella,g_Propionimicrobium,g_Proteus,g_Ralstonia,g_Rothia,g_Sneathia,g_Solobacterium,g_Sphingomonas,g_Staphylococcus,g_Stenotrophomonas,g_Streptococcus,g_Sutterella,g_Ureaplasma,g_Varibaculum,g_Variovorax,g_Veillonella,Atopobium_deltae,Atopobium_minutum,Atopobium_vaginae,Gardnerella_vaginalis,Lactobacillus_crispatus,Lactobacillus_delbrueckii,Lactobacillus_gasseri,Lactobacillus_iners,Lactobacillus_jensenii,Prevotella_amnii,Prevotella_bivia,Prevotella_buccalis,Prevotella_colorans,Prevotella_disiens,Prevotella_timonensis,Sneathia_amnii,Sneathia_sanguinegens,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim,subCST,score,CST
SRR2915537,4942,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3991,0,0,0,0,0,0,0,0,0,0.003838176153133398,0.030203466879981294,0.02488871745789182,0.42204161390257866,0.3211227617318196,0.02566271337630448,0.053667286088573636,0.03430165238302227,0.010269319992341128,0.006398460294634757,0.000655067740059956,0.059931917212042544,0.11460506896379295,III-A,0.42204161390257866,III
SRR2915538,6637,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1491,0,0,687,0,0,0,0,0,0,0,0,0,0.12630060139577165,0.12927265503226973,0.0053999276451418,0.05309939009991457,0.07001003367926334,0.005084179603765539,0.011964626376693719,0.014967885168323137,0.003012306815689789,0.006683545314967919,0.000626592569942392,0.011991722252253593,0.025777216122282755,I-B,0.12927265503226973,I
SRR2915539,5921,0,0,166,0,0,0,0,0,5,0,0,0,917,0,0,0,5,0,0,2,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,0,0,710,0,0,0,0,0,5,0,0,14,0,9,0,0,0,917,0,0,0,0,885,0,0,0,0,0,0,0,0,0,0,0,0,1972,0,0,0,0,531,0,347,0,0,0,0,27,636,0,0.0012279624742414388,0.011545481471221634,0.01238269970000594,0.082730150385089,0.10206347575695378,0.10796910227259574,0.17123657961151478,0.032305133957966276,0.00426848485770446,0.005285293214004689,0.0005924169001669618,0.03007235544413142,0.04600261352907076,IV-B,0.17123657961151478,IV-B
SRR2915540,6417,0,214,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,39,126,0,0,1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1473,0,0,0,0,0,0,0,0,0,0.0026211398702142346,0.028462254505906347,0.025826568839762844,0.27767108784416505,0.3633110642088565,0.04795558137664474,0.10173828161559817,0.10440782002938642,0.009988270839851281,0.0632394833632537,0.0008989492106740347,0.08506933104111335,0.13814579453227432,III-B,0.3633110642088565,III
SRR2915541,9603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,4,0,0,0,0,0,0,0,0,0.0031931143552428056,0.009567931458977915,0.00077817192846414,0.007217114461122494,0.009375891681706475,0.0007098082106265217,0.0014930545522868672,0.0011004522137878314,0.00024143489306341665,0.00019210161114859684,2.0991997259423776e-05,0.0015390019755681997,0.0040480992397848884,I-B,0.009567931458977915,I
SRR2915542,6204,0,0,1792,0,0,0,0,1258,0,0,0,0,750,0,0,0,6,0,0,24,0,0,0,0,0,0,0,0,0,55,0,0,0,0,3,0,0,10,0,0,2,0,0,0,0,0,247,0,0,711,0,35,0,2,0,0,0,0,22,0,23,0,0,0,750,0,0,0,0,474,0,0,0,0,3,0,0,0,0,0,0,0,1821,0,0,0,0,198,0,95,0,0,0,0,137,457,9,0.00038640537437235564,0.004580259868922661,0.006875322049191341,0.02751479862293563,0.036378091318850975,0.0804549505536223,0.12335443117368475,0.02029017447147264,0.002883424505676048,0.0035150211957993044,0.0007379379421371589,0.013426866680028172,0.018224848760630907,IV-B,0.12335443117368475,IV-B
SRR2915543,6877,0,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5949,0,0,0,0,0,0,0,0,0,0.0038012891961466282,0.030550602531430538,0.025489132764965807,0.4410613142778602,0.33078729145209174,0.026109013392070418,0.05462131828518607,0.03471653313906972,0.009781675466006822,0.00664264441221443,0.0005275710009911512,0.061150882754883305,0.11737058767033434,III-A,0.4410613142778602,III
SRR2915544,7799,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,284,0,7408,0,0,0,0,0,0,0,0,0,0.0037321178327986847,0.03081410273382706,0.02611462960457046,0.463439164470384,0.3405872130591919,0.026490945425608817,0.055447095689373636,0.03508336660621729,0.010027954505906836,0.006778929213766061,0.0005453726028116727,0.062362750939348496,0.12006573187361873,III-A,0.463439164470384,III
SRR2915545,5702,0,0,395,0,0,134,0,11,0,0,0,2,1099,0,0,0,0,0,0,21,0,0,0,0,0,0,134,0,0,42,0,0,2,0,13,0,5,0,0,0,0,0,0,0,0,0,41,0,0,623,0,49,0,11,0,0,0,0,14,0,64,2,0,22,1099,0,0,0,0,1869,0,0,0,0,0,0,0,0,0,0,0,0,885,0,0,0,0,41,0,890,0,0,2,0,40,1766,0,0.00010272788121663129,0.0014884450471419394,0.0026979693827440137,0.0058044230090548475,0.009459005825477122,0.05868801233837013,0.062066072680903285,0.010746580629887318,0.001144495785896738,0.0017068595495309472,0.0004974680122775269,0.004503174645120886,0.00518981186670365,IV-B,0.062066072680903285,IV-B
SRR2915546,6594,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2075,0,0,0,0,0,0,0,0,0,0.0037389546729785683,0.020839877477137534,0.013103434646283675,0.17490319307010338,0.15133348229004068,0.014269747601832715,0.029502320607013546,0.01959857744003114,0.005006658792487009,0.003364491127614857,0.00027578613349282794,0.03184032080233271,0.059387738812615096,III-A,0.17490319307010338,III
SRR2915547,10608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10606,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.0031586518784033164,0.009006365699490365,0.0002010440344288728,0.0005473772334087973,0.0034944978581124427,7.741533770960956e-05,0.00018900669047362418,0.00021804785111387382,1.6777045006058998e-05,4.152391270114794e-05,8.469172594484569e-06,0.00013524714819305452,0.0013870328049945667,I-B,0.009006365699490365,I
SRR2915548,7936,0,0,77,0,0,15,0,8,0,0,0,0,302,0,0,0,61,0,0,20,0,0,0,0,0,0,15,0,0,29,0,0,0,0,10,0,0,170,0,0,8,0,0,0,0,0,1249,0,0,0,0,0,0,0,0,0,0,0,34,0,5,0,0,0,259,0,0,0,0,404,0,0,178,0,124,0,0,0,0,0,0,0,4871,0,0,0,0,1060,0,238,0,0,0,0,0,302,0,0.0012547231619875077,0.013178114472268403,0.01588921468108696,0.1076588655158638,0.12019738052605618,0.08064897959832287,0.18679755575215728,0.02913056125003128,0.018225129405498624,0.008274738293769995,0.0044256508427209665,0.05330770365690194,0.0536924755524929,IV-B,0.18679755575215728,IV-B
SRR2915549,5807,0,4700,0,0,21,3,0,0,0,0,0,0,0,4700,0,0,59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,863,0,0,0,0,0,0,0,0,0,0.000774401411813441,0.006191356673261303,0.005288194779304249,0.06596964693663569,0.05499790298908282,0.006252504842381685,0.011812233250332661,0.008250720100062246,0.0024724354330114117,0.0013744379856322412,0.0003489827948012212,0.012546821757573635,0.022620591177491402,III-A,0.06596964693663569,III
SRR2915550,4267,0,0,0,0,0,4,0,0,89,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2903,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,0,67,0,0,0,0,0,0,0,0,0,0,2537,0,0,0,0,0,0,0,0,0,0.003964108672608321,0.03601212634198165,0.032042655535090545,0.4706725911583038,0.41491920008485195,0.03471267384727597,0.07515838118997042,0.06249571202267122,0.12768887464870166,0.014034812263767637,0.02288892296617444,0.0888802641258984,0.14288607862155298,III-A,0.4706725911583038,III
SRR2915551,5460,0,0,332,0,0,0,0,0,0,0,0,0,2343,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,520,0,32,0,0,0,0,0,0,53,0,4,0,0,0,2343,0,0,0,0,1357,0,0,0,0,0,0,0,0,0,0,0,0,559,0,0,0,0,12,0,1430,0,0,0,0,173,18,0,4.907257299643755e-05,0.0007928246425277406,0.0017524471773217273,0.0016240604877892338,0.0038445180696115825,0.054925770922811465,0.03972060494670458,0.00791369243405659,0.0007839064705505772,0.0010158600633385607,0.0003748937125188284,0.0023335551808205146,0.002368004957956352,IV-A,0.054925770922811465,IV-A
SRR2915552,6816,0,29,2,0,0,93,24,0,143,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,69,0,143,0,5,0,0,0,4,15,0,0,0,6442,0,6,0,0,0,0,0,3,0,0.003768345961387952,0.03197292631270367,0.027504282061892937,0.4894497615792988,0.362111360680639,0.028196173863865134,0.05903271040436613,0.037481621106391166,0.013651043221169747,0.007210614779118768,0.001175619750972074,0.06605116051490682,0.1265176573292788,III-A,0.4894497615792988,III
SRR2915553,3630,0,1477,595,8,0,0,1354,0,0,0,0,6,62,0,421,0,0,113,0,222,0,0,30,0,7,0,0,0,0,0,0,554,0,0,197,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,6,0,0,0,0,0,0,0,0,170,2,39,138,62,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,155,0,0,0,14,0,0,0,0,0,0.0005373927517892303,0.005897379804848663,0.006459024639102401,0.03358373486599836,0.03737744410950092,0.009587886050138014,0.014805169714353705,0.04213857284682571,0.005746129399277041,0.15182881402287834,0.0036735113212724986,0.02461363525371848,0.017142233619467654,IV-C2,0.15182881402287834,IV-C
SRR2915554,8997,0,0,12,0,0,0,0,0,0,0,0,0,3549,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,431,0,2,0,0,0,0,0,0,0,0,10,0,0,0,3549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4740,0,0,0,0,17,0,0,606,0,0,0,38,0,0,8.821975763104256e-05,0.0017287157632378419,0.0044467003770459175,0.0014926905092324623,0.0069826012152591505,0.06790758954363374,0.10384961650054203,0.010342471636176716,0.0014673896402458526,0.003180491876283222,0.0016691876983602376,0.00661339199438797,0.0061778119714606325,IV-B,0.10384961650054203,IV-B
SRR2915555,4393,0,1452,0,0,0,0,886,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3279445031324134e-05,0.0015233035695373098,0.0006719571621953293,0.0001493790353758184,0.00041618284227591136,0.0009448521616334799,0.0003557367059479741,0.015040879823295281,0.0025250275327547977,0.7266972209397711,0.00277460321109641,0.019013386961953423,0.00012885013078955512,IV-C2,0.7266972209397711,IV-C
SRR2915556,4997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3594,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003542552195242593,0.003945265183395309,0.0020151390087937175,0.0016996573273731143,0.004401731059797372,0.0009097796975012546,0.0016019864634651587,0.01865102106368106,0.011048271889838642,0.25966603640240143,0.0321494255954296,0.7216078811853265,0.001485670528655239,IV-C4,0.7216078811853265,IV-C
SRR2915557,9189,0,0,8,0,0,0,0,0,78,0,0,4,3,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,11,0,78,0,0,0,0,0,7590,3,0,0,0,14,0,0,0,0,0,3,0,0,0,0.0005628447921155015,0.0033292029495197236,0.0058956774423964894,0.0012736797326950114,0.008700171826220357,0.0564278931086124,0.13488662003519758,0.004619833979929585,0.002218613153659439,0.004011671750982399,0.0009744055903245022,0.0077484550154254895,0.007673044858482979,IV-B,0.13488662003519758,IV-B
SRR2915558,7953,0,148,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7785,0,0,0,0,0,3,0,0,0,0,113,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.390311523975777e-05,0.001685617602627167,0.0007320178162126139,0.00013993861877088353,0.0003900348516237631,0.00044973540647479424,0.00017787719058343885,0.014213223035220154,0.0024918042307593776,0.857564262068196,0.0030031170665997323,0.018376447068568,0.00012934187237838047,IV-C2,0.857564262068196,IV-C
SRR2915559,9220,0,10,0,0,0,5,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7630679200487454e-05,0.0017211910419725307,0.0007145066598772246,0.00013952648306783745,0.0004067444602132487,0.0004268032642710808,0.00017282200395460023,0.01387710712746822,0.002711855488650955,0.8496006562129675,0.0030322916068430635,0.018150420734301363,0.00013573458030338557,IV-C2,0.8496006562129675,IV-C
SRR2915560,6516,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4532,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,0,0,0,0,4039,0,0,0,0,0,0,0,0,0,0.003917998415743862,0.035020416596723426,0.030822153172796813,0.4808709636637674,0.41530349069088857,0.048974267145468826,0.09978043383034042,0.04844210882399282,0.011598385912382022,0.00843523631801257,0.0007779684661001951,0.07731800576234672,0.144923228585215,III-A,0.4808709636637674,III
SRR2915561,6845,0,0,0,0,0,6,0,0,100,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,6092,0,0,0,0,0,0,0,0,0,0.0037940046673022175,0.031013960324778867,0.02610868886882533,0.4564862957573321,0.3408798882478381,0.026720567988298288,0.05594287615944255,0.03551934033826588,0.010023773729317365,0.006661451354659692,0.0005614850824696272,0.06262637854366658,0.12034869392379274,III-A,0.4564862957573321,III
SRR2915562,8310,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8245,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7495,0,0,0,0,0,0,0,0,0,0.0037760691438554587,0.03081277050692345,0.02591981027447644,0.4542626066325211,0.33784978632420154,0.026713486827339677,0.055521255144211364,0.0351201651443271,0.009948498229636437,0.0066269798729959835,0.0005349641628351104,0.06210319118394393,0.11938228576905299,III-A,0.4542626066325211,III
SRR2915563,9842,0,0,0,0,0,3,0,0,0,0,0,0,361,0,0,0,827,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,165,0,0,0,0,30,0,0,0,0,0,0,0,8435,0,0,0,0,2,0,4,0,0,0,0,0,148,0,6.747383488520433e-05,0.001820681742132121,0.005778470734231593,0.00047234232997758296,0.007715883258763437,0.05758935432654095,0.13450271947520642,0.004854004711201825,0.003447962945331767,0.004060996433437129,0.0021710133677360823,0.0077525204419465745,0.007179072678484381,IV-B,0.13450271947520642,IV-B
SRR2915564,4378,0,2,0,0,2275,46,0,0,0,0,0,0,0,0,0,0,623,0,0,0,0,0,0,0,0,0,46,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,2,0,0,0,1090,0,0,0,0,22,0,0,0,0,0,0,0,117,0,6.919507415923285e-05,0.0012587509777111524,0.002920218486149515,0.00408483854708946,0.008502439610633534,0.030090387898554498,0.07158971221755134,0.004872472246517527,0.001693340243315433,0.0037366237708273296,0.0038813133312192794,0.005144908905147724,0.005275910156534284,IV-B,0.07158971221755134,IV-B
SRR2915565,8377,0,2,0,0,0,0,0,0,0,0,0,0,709,0,0,0,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,6047,0,0,0,0,0,0,0,0,0,0,0,0,187,0,6.342511229023158e-05,0.0018042892501865216,0.005723529263853988,0.0003742782707836744,0.00822797574589511,0.06510147525828062,0.1473098281253429,0.005936185450576163,0.0022078877580561807,0.003955417459192286,0.0037550350356378385,0.008022878293853822,0.007400397434026146,IV-B,0.1473098281253429,IV-B
SRR2915566,5214,0,3,1076,0,0,87,0,0,219,0,0,0,1705,0,3,0,0,0,0,919,4,0,0,0,0,0,83,0,0,37,0,5,0,10,95,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,0,0,0,0,0,0,0,0,22,0,0,6,1705,0,0,0,0,0,0,0,0,0,1241,3,219,4,0,730,4,0,0,13,0,0,0,3,0,0,49,0,0,0,57,0,0,0.0003776964657392592,0.005314316801037146,0.010122642840209342,0.002178289811830552,0.010765097264956433,0.029695053335795522,0.020472952170474217,0.09330492563320639,0.25064924457254617,0.013981125740916218,0.044872480063953606,0.028220497847202677,0.005050194189149223,IV-C1,0.25064924457254617,IV-C
SRR2915567,16321,0,2,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,16033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.555706466185163e-05,0.0016888791273037245,0.0007105106306159073,0.00013686403502366184,0.0003885993981334462,0.000433760506235233,0.00018232587406773334,0.013974166678977823,0.0024714916788913677,0.8552758857361069,0.0029944001003134315,0.018219911287674875,0.00013090859336862838,IV-C2,0.8552758857361069,IV-C
SRR2915568,4690,0,2449,438,0,0,264,2272,0,5,0,0,0,38,0,21,0,0,0,0,8,0,0,0,0,0,0,250,0,0,26,0,989,0,10,384,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,6,0,0,0,0,0,0,0,0,46,0,0,0,38,0,0,0,0,0,0,0,72,0,137,0,5,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0.00030916700323375143,0.0023921076228900304,0.002203366969826303,0.001033595585581391,0.0028817114785893386,0.0023163501271113414,0.0022748075697483646,0.016799137915135907,0.022681688953335544,0.1734468559351421,0.006567337938208593,0.022561934548223438,0.0013751576658920786,IV-C2,0.1734468559351421,IV-C
SRR2915569,6449,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6245,145,0,0,0,0,0,0,0,0,0.003797501494000513,0.031371964467890125,0.02643698280299715,0.4708759816792619,0.34484670288138447,0.026846125451533476,0.0561813106475364,0.03535208131811341,0.01015242838662988,0.006777517196681894,0.0005594471850443906,0.06298790451526459,0.12778096557069368,III-A,0.4708759816792619,III
SRR2915570,8550,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8526,17,0,0,0,0,0,0,0,0,0.0036979491640332066,0.030912574023673797,0.026364880747897522,0.47372258494144576,0.3444546912663431,0.026586865437380088,0.055651037478403685,0.035079011358507634,0.010127518196114078,0.006735382642659802,0.0005439249447501739,0.06279695611462285,0.12164083780278714,III-A,0.47372258494144576,III
SRR2915571,7586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6732,835,0,0,0,0,0,0,0,0,0.004163253772479949,0.032547087509285824,0.025699819532004863,0.4463089514010504,0.3326071956686828,0.026027535587036132,0.05464648289606943,0.034931681802370884,0.009903999558780175,0.006732592346352182,0.0006068760071884328,0.06146109192099556,0.15197408023672843,III-A,0.4463089514010504,III
SRR2915572,7275,0,0,25,0,0,0,0,0,4,0,0,0,914,0,0,0,32,0,0,10,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,244,0,0,225,0,0,0,0,0,4,0,0,12,0,3,0,0,13,914,0,0,0,0,2593,0,0,0,0,0,0,0,0,0,0,0,0,3106,0,0,0,0,244,0,0,466,0,7,0,0,0,0,0.000357079187548403,0.0046072429792179135,0.007286730209213937,0.026925941222562085,0.034942336913487686,0.06926281412820137,0.133242734067046,0.019723406596233332,0.0026438182852003152,0.004005555303172285,0.0021399270648734103,0.01443812937898063,0.018548689114607945,IV-B,0.133242734067046,IV-B
SRR2915573,5134,0,0,0,0,0,0,0,0,42,0,0,0,1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1537,0,0,43,0,0,0,0,0,42,0,0,0,0,0,0,0,0,1561,0,0,0,0,971,0,0,0,0,0,0,0,0,0,0,0,0,895,0,0,0,0,1537,0,0,790,0,11,0,0,0,0,0.0024241627103110982,0.024996905996069005,0.023605115832948304,0.2700745297557355,0.2804615940131194,0.06838311397251241,0.10889846329569076,0.06226404259890905,0.009551360823406256,0.007128735287003079,0.004033378821087873,0.06300038261685642,0.10830495705968163,III-B,0.2804615940131194,III
