"sampleID","read_count","d_NA","p_Proteobacteria","c_Clostridia","o_Clostridiales","o_Micrococcales","f_Carnobacteriaceae","f_Corynebacteriaceae","f_Enterobacteriaceae","f_Lachnospiraceae","f_Mycoplasmataceae","f_Neisseriaceae","f_Pasteurellaceae","f_Peptostreptococcaceae","f_Prevotellaceae","f_Ruminococcaceae","g_Acidaminococcus","g_Actinomyces","g_Actinotignum","g_Aerococcus","g_Alistipes","g_Alloprevotella","g_Anaerococcus","g_Anaeroglobus","g_Anaerostipes","g_Arcanobacterium","g_Bacteroides","g_Bifidobacterium","g_Blautia","g_Brevibacterium","g_Bulleidia","g_Campylobacter","g_Collinsella","g_Corynebacterium","g_Dermabacter","g_Dialister","g_Dorea","g_Enterobacter","g_Enterococcus","g_Ezakiella","g_Facklamia","g_Faecalibacterium","g_Finegoldia","g_Fusicatenibacter","g_Fusobacterium","g_Gallicola","g_Gemella","g_Globicatella","g_Granulicatella","g_Haemophilus","g_Helcococcus","g_Howardella","g_Jonquetella","g_Klebsiella","g_Kocuria","g_Lachnoclostridium","g_Lactobacillus","g_Lawsonella","g_Leptotrichia","g_Megasphaera","g_Micrococcus","g_Mobiluncus","g_Mogibacterium","g_Moryella","g_Murdochiella","g_Mycoplasma","g_Negativicoccus","g_Neisseria","g_Nosocomiicoccus","g_Oligella","g_Olsenella","g_Parabacteroides","g_Parvimonas","g_Peptococcus","g_Peptoniphilus","g_Peptostreptococcus","g_Phascolarctobacterium","g_Porphyromonas","g_Prevotella","g_Propionimicrobium","g_Proteus","g_Pyramidobacter","g_Ralstonia","g_Romboutsia","g_Roseburia","g_Rothia","g_Sneathia","g_Staphylococcus","g_Stenotrophomonas","g_Streptococcus","g_Subdoligranulum","g_Sutterella","g_Tessaracoccus","g_Trueperella","g_Ureaplasma","g_Varibaculum","g_Veillonella","Atopobium_deltae","Atopobium_minutum","Atopobium_vaginae","Gardnerella_vaginalis","Lactobacillus_crispatus","Lactobacillus_delbrueckii","Lactobacillus_gasseri","Lactobacillus_iners","Lactobacillus_jensenii","Prevotella_amnii","Prevotella_bergensis","Prevotella_bivia","Prevotella_buccalis","Prevotella_colorans","Prevotella_corporis","Prevotella_disiens","Prevotella_timonensis","Sneathia_amnii","Sneathia_sanguinegens"
"SRR904638",2781,0,18,530,0,0,0,28,0,95,3,0,0,0,161,0,0,0,0,29,0,0,26,0,0,0,0,0,0,0,0,0,0,28,0,12,0,0,4,0,0,0,8,0,0,0,52,0,0,0,0,0,0,0,0,0,58,0,0,276,0,7,0,0,0,3,0,0,0,0,0,0,27,0,19,0,0,0,103,0,18,0,0,0,0,0,94,130,0,445,0,0,0,0,0,0,112,0,0,22,556,0,0,0,58,0,0,0,0,0,0,0,0,0,0,55
"SRR904639",2075,0,0,445,0,0,0,0,0,49,0,0,0,13,164,24,0,0,0,0,2,0,16,0,0,0,10,12,0,0,0,0,0,0,0,29,0,0,3,0,0,19,15,0,0,0,14,0,0,0,0,0,0,0,0,0,71,0,0,238,0,0,0,0,0,0,0,0,0,0,0,3,9,0,29,0,7,0,116,0,0,0,0,10,6,0,45,11,0,26,0,0,0,0,0,0,5,0,0,15,729,0,0,0,71,0,0,0,0,0,0,0,0,0,0,22
"SRR904640",2308,0,7,525,0,17,0,0,0,152,0,0,0,8,155,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,24,0,0,0,6,12,0,59,0,0,0,17,9,0,0,0,0,0,0,0,0,41,0,0,335,7,5,0,0,0,0,0,0,24,0,0,0,21,0,41,8,0,0,148,0,7,0,0,0,0,0,44,19,0,28,0,0,0,0,0,0,29,0,0,17,694,0,0,0,41,0,0,0,0,0,0,0,0,0,0,25
"SRR904641",1867,0,0,408,0,6,0,5,0,348,13,0,0,0,151,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,7,0,0,0,14,0,0,0,26,11,0,0,0,0,0,0,0,0,208,0,0,152,6,0,0,0,0,13,0,0,137,0,0,0,7,0,4,0,0,0,151,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,44,136,0,0,0,208,0,0,0,0,0,0,0,0,0,0,4
"SRR904642",2244,0,0,761,0,0,0,2,0,426,45,0,0,10,92,0,0,0,0,78,0,0,95,0,0,0,0,0,0,0,0,0,0,2,0,59,0,0,0,0,5,0,103,0,0,0,14,17,0,0,0,0,0,0,0,0,208,0,0,405,0,0,0,0,0,45,0,0,98,0,0,0,0,0,96,10,0,0,92,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,93,0,0,0,0,203,5,0,0,60,0,0,0,3,0,0,0
"SRR904643",2419,0,0,464,0,0,0,0,0,408,21,0,0,7,431,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,23,0,0,0,21,0,0,0,0,0,0,0,0,0,125,0,0,705,0,0,0,0,0,21,0,0,7,0,0,0,0,0,7,7,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,114,11,3,0,74,0,0,0,0,56,0,0
"SRR904644",1779,0,0,201,0,0,0,0,0,147,19,0,0,0,267,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,21,0,0,0,26,0,0,0,0,0,0,0,0,0,304,0,0,420,0,0,0,0,0,19,0,0,0,0,0,0,2,0,17,0,0,0,267,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,67,0,0,0,0,284,20,12,0,71,0,0,0,0,0,0,0
"SRR904646",2072,0,0,175,0,0,0,0,0,153,10,0,0,0,69,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,30,0,0,0,0,0,0,0,0,0,556,0,0,293,0,0,0,0,0,10,0,0,8,0,0,0,6,0,4,0,0,0,69,0,0,0,0,0,0,0,0,6,0,16,0,0,0,0,0,0,0,0,0,88,43,0,0,0,527,29,19,0,0,0,0,0,0,0,0,0
"SRR904651",2642,0,0,257,0,0,0,9,0,190,42,0,0,0,404,0,0,0,0,106,0,0,13,0,0,0,0,0,0,0,0,0,0,9,0,35,0,0,0,0,0,0,23,0,0,0,40,0,0,0,0,0,0,0,0,0,548,0,0,222,0,0,0,0,0,42,0,0,62,0,0,0,12,0,12,0,0,0,404,0,0,0,0,0,0,0,0,15,0,13,0,0,0,0,0,0,0,0,0,85,648,0,0,0,533,15,360,0,0,0,0,0,0,13,0,0
"SRR904652",2423,0,0,195,0,0,0,0,0,105,29,0,0,4,308,0,0,0,0,98,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,26,0,0,0,30,15,0,0,0,0,0,0,0,0,507,0,0,198,0,0,0,0,0,29,0,0,4,0,0,0,18,0,6,4,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,826,0,0,0,507,0,294,0,0,0,0,0,0,0,0,0
"SRR904653",2521,0,0,337,0,3,0,0,0,270,42,0,0,0,451,0,0,0,0,78,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,18,0,0,0,32,10,0,0,0,0,0,0,0,0,142,0,0,278,0,0,0,0,0,42,0,0,159,0,0,0,29,0,9,0,0,0,451,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,97,712,0,0,0,142,0,414,0,0,0,0,0,0,0,0,0
"SRR904654",2192,0,0,118,0,0,0,0,0,8,2,0,0,0,17,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,21,0,0,0,0,0,2,0,0,0,0,0,0,16,0,13,0,0,0,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,534,1225,0,0,0,84,5,12,0,0,0,0,0,0,0,0,0
"SRR904655",2993,0,0,558,0,3,0,5,0,315,68,0,0,12,601,0,0,0,0,117,0,0,25,0,0,0,0,0,0,0,0,0,0,5,0,34,0,0,0,5,5,0,94,0,0,0,35,15,0,0,0,0,0,0,0,0,253,0,0,310,0,0,0,0,0,68,0,0,128,0,0,0,25,0,54,12,0,0,601,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,84,596,0,0,0,233,20,430,0,0,0,11,0,3,0,0,0
"SRR904656",2866,0,5,212,0,5,0,0,0,37,0,0,0,3,13,0,0,0,0,11,0,0,64,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,9,0,4,0,33,0,12,0,13,0,0,0,0,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,16,3,13,0,13,0,5,0,0,0,0,0,0,9,0,1777,0,0,0,0,0,0,0,0,0,0,76,0,0,0,440,37,2,0,0,0,0,0,0,0,0,0
"SRR904657",5603,0,0,206,0,0,0,0,0,0,27,0,0,8,213,0,0,0,0,49,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,35,0,0,0,36,0,0,0,0,0,0,0,0,0,3779,0,0,297,0,0,0,0,0,27,0,0,67,0,0,0,0,0,36,8,0,0,213,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,33,578,0,0,0,3727,52,61,0,0,0,0,0,0,0,0,0
"SRR904658",4255,0,7,155,0,0,18,0,0,19,70,0,0,0,450,0,0,0,0,83,0,0,21,0,0,0,0,0,0,0,5,0,0,0,0,206,0,0,0,0,0,0,29,0,0,0,49,0,18,0,0,0,0,0,0,0,1947,0,0,537,0,0,0,0,0,70,0,0,0,0,0,0,26,2,32,0,0,0,450,0,7,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,57,572,0,0,0,1904,43,284,0,0,0,0,0,0,0,0,0
"SRR904659",2782,0,0,221,0,0,0,0,0,36,29,0,0,13,632,0,0,0,0,15,0,0,21,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,13,0,0,0,34,0,0,0,0,0,0,0,0,0,479,0,0,691,0,0,0,0,0,29,0,0,0,0,0,0,11,2,38,13,0,0,632,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,62,465,0,0,0,460,19,483,0,0,0,0,0,0,0,0,0
"SRR904660",2888,0,30,1522,0,0,47,0,0,30,0,0,0,34,354,0,0,0,0,0,0,0,613,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,105,0,0,72,0,117,0,4,0,47,0,0,0,0,0,0,0,72,0,0,29,0,0,0,23,0,0,0,0,3,0,0,0,0,57,455,34,0,32,354,0,30,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,5,55,0,0,0,68,4,70,0,0,0,0,0,0,0,0,0
"SRR904661",97,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR904662",115,0,0,7,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR904663",2547,0,17,221,0,0,21,73,0,19,0,0,5,35,152,10,0,0,0,13,0,0,87,0,0,0,0,0,0,0,3,0,0,73,0,0,0,0,14,0,0,10,33,0,0,0,8,19,21,5,0,0,0,0,0,0,8,0,0,23,0,0,0,0,0,0,0,0,10,0,0,0,11,0,17,35,0,0,152,0,12,0,0,0,0,0,0,105,0,442,0,0,0,0,0,0,0,0,0,17,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"SRR904664",2107,0,0,184,0,0,0,15,0,15,0,0,0,6,213,0,0,0,0,15,0,0,45,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,57,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,138,0,0,0,0,0,0,0,0,6,0,0,0,19,0,30,6,0,0,213,0,0,0,0,0,0,0,4,0,0,19,0,0,0,0,0,0,0,0,0,33,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
"SRR904665",3199,0,7,362,0,13,0,24,0,137,5,0,0,0,713,0,0,0,0,13,0,0,12,0,0,0,0,0,0,13,0,0,0,24,0,175,0,0,0,0,0,0,20,0,0,0,15,23,0,0,0,0,0,0,0,0,9,0,0,388,0,0,0,0,0,0,0,0,132,0,0,0,73,0,58,0,0,0,713,0,7,0,0,0,0,0,71,0,0,11,0,0,0,0,5,0,0,0,0,84,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"SRR904666",2868,0,0,453,0,0,0,0,0,344,0,0,0,0,526,0,0,0,0,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,10,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,33,0,25,0,0,0,526,0,0,0,0,0,0,0,136,0,0,6,0,0,0,0,0,0,0,0,0,66,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"SRR904667",3088,0,3,317,0,31,0,47,0,156,0,0,0,0,489,0,0,0,0,42,0,0,20,0,0,0,0,0,0,31,0,0,0,47,0,69,0,0,8,0,0,0,8,0,5,0,29,9,0,0,0,0,0,0,0,0,40,0,0,287,0,0,0,0,0,0,0,0,20,0,0,0,59,0,35,0,0,0,489,0,3,0,0,0,0,0,150,19,0,45,0,0,0,0,0,0,0,0,0,94,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0
"SRR904668",1792,0,0,829,0,0,29,11,0,45,5,0,0,48,232,0,0,0,0,4,0,0,412,0,0,0,0,0,0,0,0,0,0,11,0,34,0,0,0,28,0,0,24,0,134,0,8,0,29,0,0,0,0,0,0,0,5,0,0,68,0,0,0,16,0,5,0,0,10,0,0,0,14,49,123,48,0,23,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"SRR904669",3028,0,39,1595,0,0,0,9,0,14,0,0,0,204,590,0,0,0,0,0,0,0,709,0,0,0,0,0,0,0,2,0,0,9,0,43,0,0,0,39,0,0,28,0,189,0,0,0,0,0,0,0,0,0,0,0,13,0,0,59,0,0,0,14,0,0,0,0,5,0,0,0,5,85,284,204,0,38,590,0,39,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,16,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
"SRR904670",3351,0,0,1469,0,0,20,0,0,13,12,0,0,290,680,0,0,0,0,0,0,0,718,0,0,0,0,0,0,0,21,0,0,0,0,9,0,0,3,12,0,0,31,0,449,0,6,0,20,0,0,0,0,0,0,0,15,0,0,155,0,0,0,9,0,12,0,0,0,0,0,0,11,94,115,290,0,64,680,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,16,0,0,0,0,15,0,0,0,0,0,0,0,0,45,0,0
"SRR904671",3244,0,0,438,0,0,0,0,0,9,0,0,0,20,43,0,0,0,0,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,52,0,9,0,0,0,0,0,0,0,0,0,0,0,15,0,0,28,0,2,0,0,0,0,0,0,0,0,0,0,77,4,79,20,0,0,43,0,0,0,0,0,0,0,13,0,0,10,0,0,0,0,0,0,0,0,0,423,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
"SRR904672",2855,0,0,499,0,0,0,7,0,329,0,0,0,4,597,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,36,0,0,283,0,11,0,0,0,0,0,0,0,0,0,0,62,0,28,4,0,0,597,0,0,0,0,0,0,0,120,0,0,16,0,0,0,0,0,0,0,0,0,89,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0
"SRR904673",207,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR904674",4023,0,0,117,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,16,0,0,5,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,10,0,0,0,11,3,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,42,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"SRR904675",3595,0,0,164,0,0,0,15,0,11,0,0,0,0,20,0,0,0,0,14,0,0,10,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,20,0,0,0,20,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,252,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"SRR904676",3817,0,0,530,0,0,0,9,0,264,7,0,0,0,206,0,0,0,0,25,0,0,12,0,0,0,0,0,0,0,0,0,0,9,0,31,0,0,0,0,0,0,10,0,0,0,19,0,0,0,0,0,0,0,0,0,33,0,0,422,0,0,0,0,0,7,0,0,0,0,0,0,47,0,28,0,0,0,206,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
"SRR904677",3585,0,0,337,0,0,0,15,0,199,2,0,0,0,254,0,0,0,0,27,0,0,11,0,0,0,0,0,0,0,0,0,0,15,0,34,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,126,0,0,595,0,0,0,0,0,2,0,0,2,0,0,0,25,0,19,0,0,0,254,0,0,0,0,0,0,0,30,0,0,2,0,0,0,0,0,0,0,0,0,116,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0
"SRR904678",4385,0,4,249,0,3,4,91,0,6,0,0,0,10,48,0,0,0,0,29,0,0,114,0,0,0,0,0,0,0,0,0,0,91,0,5,0,0,42,0,0,0,80,0,7,0,25,10,4,0,0,0,0,0,0,0,168,0,0,67,3,0,0,0,0,0,0,0,0,0,0,0,15,0,20,10,0,0,48,0,4,0,0,0,0,0,57,0,0,1513,0,0,0,0,0,0,0,0,0,31,0,0,0,0,168,0,0,0,0,0,0,0,0,9,0,0
"SRR904679",4312,0,0,238,0,0,0,0,0,13,3,0,0,9,139,0,0,0,0,37,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0,38,0,7,0,26,0,0,0,0,0,0,0,0,0,250,0,0,269,0,0,0,0,0,3,0,0,0,0,0,0,27,3,35,9,0,0,139,0,0,0,0,0,0,0,115,0,0,102,0,0,0,0,0,0,14,0,0,66,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0
"SRR904680",3996,0,28,406,0,0,0,10,0,2,6,0,0,4,9,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,149,0,0,0,59,0,0,0,6,0,0,0,0,2,0,0,0,0,10,0,0,16,0,4,0,0,0,6,0,0,0,0,0,0,81,0,60,4,0,0,9,0,28,0,0,0,0,0,0,0,0,847,0,0,0,0,0,0,0,0,0,37,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"SRR904681",3484,0,102,553,0,0,0,2,89,4,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,77,0,0,0,12,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,47,0,3,0,0,0,0,0,0,0,0,0,0,59,0,53,0,0,0,6,0,13,0,0,0,0,0,11,4,0,137,0,0,0,0,0,0,0,0,0,115,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"SRR904682",3083,0,0,737,0,9,0,76,0,9,2,0,0,24,0,0,0,0,0,16,0,0,55,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,6,0,3,0,46,0,0,5,7,0,0,0,0,0,0,0,0,0,6,0,0,33,9,9,0,0,0,2,0,0,0,0,0,0,136,5,100,24,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,86,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"SRR904683",908,0,0,176,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,35,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR904684",3518,0,0,744,0,0,0,21,0,5,7,0,0,44,68,0,0,0,0,17,0,0,73,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,196,0,0,0,7,27,0,0,0,0,0,0,0,0,11,0,0,22,0,0,0,0,0,7,0,0,0,0,0,0,73,0,111,44,0,0,68,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,209,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"SRR904685",2802,0,0,296,0,0,0,29,0,3,0,0,0,4,6,0,0,0,0,8,0,0,24,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,7,0,37,0,0,0,0,12,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,44,4,0,0,6,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,213,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"SRR904686",1908,0,3,271,0,0,0,5,0,102,7,0,0,0,171,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,126,0,0,313,0,0,0,0,0,7,0,0,2,0,0,0,39,0,23,0,0,0,171,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0
"SRR904687",3943,0,0,293,0,0,0,36,0,0,0,0,0,8,0,0,0,0,0,10,0,0,46,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,460,0,0,0,110,0,0,0,0,7,0,0,0,0,0,0,0,0,63,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,25,0,58,8,0,0,0,0,0,0,0,0,0,0,0,5,0,1972,0,0,0,0,0,0,0,0,0,11,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0
"SRR904688",3552,0,0,531,0,0,0,109,0,4,0,0,0,6,10,0,0,0,0,8,0,0,18,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,13,17,0,79,0,0,0,7,9,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,57,0,114,6,0,2,10,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,140,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"SRR904689",3515,0,0,1292,0,0,0,56,0,6,0,0,0,210,3,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,3,23,0,361,0,0,11,7,9,0,0,0,3,0,0,0,0,4,0,0,108,0,9,0,0,0,0,0,0,0,0,0,0,47,0,365,210,3,0,3,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,71,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"SRR904690",4401,0,2,3355,0,0,0,184,0,10,0,0,0,356,100,0,0,0,0,3,0,0,1617,0,0,0,0,0,0,0,0,0,0,184,0,27,0,0,2,21,18,0,334,0,54,3,0,30,0,0,0,2,0,0,0,0,5,0,0,35,0,0,0,4,0,0,0,0,4,0,0,0,0,152,719,356,0,0,100,0,2,0,0,0,0,0,0,4,0,343,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"SRR904691",3548,0,0,3012,0,0,0,174,0,9,0,0,0,196,93,0,0,0,0,0,0,0,1666,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,18,0,0,148,0,48,0,0,7,0,0,0,0,0,0,0,0,4,0,0,27,0,0,0,7,0,0,0,0,0,0,0,0,0,86,780,196,0,0,93,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"SRR904692",3381,0,0,2253,0,0,0,0,0,4,0,0,0,95,0,0,0,0,0,0,0,0,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,111,293,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR904693",3360,0,7,2526,0,0,0,159,0,15,0,0,0,121,103,0,0,2,0,0,0,0,1494,0,0,0,0,0,0,0,0,0,0,159,0,3,0,0,0,30,0,0,106,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,30,0,0,0,7,0,0,0,0,2,0,0,0,19,89,414,121,0,0,103,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"SRR904694",4820,0,0,757,0,0,0,10,0,12,0,0,0,32,2,0,0,0,0,3,0,0,367,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,6,0,0,81,0,0,0,3,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,8,0,0,0,0,0,0,0,0,41,17,65,32,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"SRR904695",3236,0,0,497,0,0,0,33,0,41,0,0,0,24,119,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,10,4,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,601,0,0,0,10,0,0,0,0,0,0,0,0,27,6,35,24,0,0,119,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
