"sampleID","read_count","d_Eukaryota","p_Proteobacteria","c_Clostridia","o_Micrococcales","f_Carnobacteriaceae","f_Corynebacteriaceae","f_Enterobacteriaceae","f_Lachnospiraceae","f_Mycoplasmataceae","f_Neisseriaceae","f_Pasteurellaceae","f_Peptostreptococcaceae","f_Prevotellaceae","g_Acinetobacter","g_Actinomyces","g_Actinotignum","g_Aerococcus","g_Alistipes","g_Alloprevotella","g_Anaerococcus","g_Anaeroglobus","g_Arcanobacterium","g_Bacteroides","g_Bulleidia","g_Campylobacter","g_Citrobacter","g_Corynebacterium","g_Cupriavidus","g_Delftia","g_Dialister","g_Enterobacter","g_Enterococcus","g_Ezakiella","g_Facklamia","g_Finegoldia","g_Fusobacterium","g_Gallicola","g_Gemella","g_Granulicatella","g_Haemophilus","g_Howardella","g_Jonquetella","g_Klebsiella","g_Kluyvera","g_Kocuria","g_Lachnoclostridium","g_Lactobacillus","g_Lactococcus","g_Lawsonella","g_Megasphaera","g_Micrococcus","g_Mobiluncus","g_Mogibacterium","g_Moryella","g_Murdochiella","g_Mycoplasma","g_Negativicoccus","g_Neisseria","g_Parvimonas","g_Peptococcus","g_Peptoniphilus","g_Peptostreptococcus","g_Phascolarctobacterium","g_Porphyromonas","g_Prevotella","g_Propionimicrobium","g_Proteus","g_Ralstonia","g_Rothia","g_Sneathia","g_Solobacterium","g_Sphingomonas","g_Staphylococcus","g_Stenotrophomonas","g_Streptococcus","g_Sutterella","g_Ureaplasma","g_Varibaculum","g_Variovorax","g_Veillonella","Atopobium_deltae","Atopobium_minutum","Atopobium_vaginae","Gardnerella_vaginalis","Lactobacillus_crispatus","Lactobacillus_delbrueckii","Lactobacillus_gasseri","Lactobacillus_iners","Lactobacillus_jensenii","Prevotella_amnii","Prevotella_bivia","Prevotella_buccalis","Prevotella_colorans","Prevotella_disiens","Prevotella_timonensis","Sneathia_amnii","Sneathia_sanguinegens"
"SRR2915483",5730,0,18,933,0,0,210,0,68,0,0,0,5,2602,0,4,0,3,0,0,194,0,0,0,0,48,0,210,0,0,307,0,0,21,0,112,22,0,28,0,0,2,74,0,0,0,6,26,0,0,535,0,8,54,60,0,0,0,0,0,56,191,0,0,125,2602,0,0,0,0,5,0,0,13,0,22,0,0,44,0,0,0,8,370,22,0,0,0,26,0,2300,0,8,0,22,78,5,0
"SRR2915484",7450,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,7303,0,0,0,0,0,0,0,0,0
"SRR2915485",9191,0,0,0,0,0,5,0,0,200,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,39,0,0,0,200,0,0,0,0,0,7,35,0,0,0,8896,0,0,0,0,0,0,0,0,0
"SRR2915486",7509,0,0,391,0,0,0,0,0,0,0,0,0,3548,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,0,0,0,0,0,0,0,0,20,0,0,0,0,0,3548,0,0,0,0,970,0,0,0,0,0,0,0,0,0,0,0,0,1399,0,0,0,0,0,0,3462,0,0,0,0,0,0,0
"SRR2915487",5661,0,0,651,0,0,353,0,0,931,0,0,0,1166,0,0,0,230,0,0,0,0,0,0,0,0,0,351,0,0,68,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,0,492,0,0,0,0,0,22,0,0,160,0,0,0,0,0,1166,0,0,0,0,755,0,0,0,0,56,0,909,0,0,0,0,0,773,0,0,0,0,2,0,1162,4,0,0,0,0,0,0
"SRR2915488",4481,0,0,444,0,0,3,0,0,0,0,0,0,1772,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1016,0,2,0,0,0,0,0,0,78,0,0,0,0,0,1772,0,0,0,0,499,0,0,0,0,0,0,0,0,0,0,0,0,583,0,0,0,0,0,0,1763,0,0,0,0,0,8,0
"SRR2915489",7339,0,0,4524,0,0,0,0,4437,0,0,0,0,1456,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,860,0,58,0,0,0,0,0,0,0,0,4,0,0,3,1456,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,5,0,633,4,0,0,0,193,58,0
"SRR2915490",6993,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0
"SRR2915491",8874,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,2,0,0
"SRR2915492",8198,0,0,14,0,0,0,0,0,3,0,0,0,320,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7068,0,0,189,0,0,0,0,0,0,0,0,4,0,0,0,0,0,320,0,0,0,0,477,0,0,5,0,0,0,3,0,0,0,0,0,59,0,0,0,0,6487,0,137,0,0,0,0,8,113,59
"SRR2915493",4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,3943,0,0,0,0,0,0,0,0,0
"SRR2915494",7103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,5564,0,0,0,0,0,0,0,0,0
"SRR2915495",7442,0,0,568,0,0,54,0,0,36,0,0,0,245,0,0,0,5,0,0,2,0,0,0,0,0,0,46,0,0,61,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,56,0,2,2779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,140,0,0,22,0,2,0,36,0,0,0,0,0,2881,19,0,0,0,56,0,0,0,0,0,0,0,62,0
"SRR2915496",4593,0,221,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
"SRR2915497",6850,0,0,217,0,0,0,0,0,0,0,0,0,856,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,772,0,0,0,0,0,0,0,0,6,0,0,0,0,0,856,0,0,0,0,433,0,0,0,0,0,0,0,0,0,0,0,0,4049,0,0,0,0,7,0,0,0,0,0,0,0,383,0
"SRR2915498",5934,0,15,360,0,0,0,0,0,0,0,0,0,4288,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,45,0,6,0,0,5,4288,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,772,0,0,0,0,0,0,0,1424,0,0,0,0,0,0
"SRR2915499",3621,0,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3083,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1935,0,0,0,0,0,0,0,0,0
"SRR2915500",5054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3199,0,0,0,0,0,0,0,0,0
"SRR2915501",5702,0,14,970,0,0,0,0,2,0,0,0,71,941,0,0,0,64,0,0,834,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,43,71,0,0,941,0,0,0,0,0,0,0,3,0,2514,7,0,0,0,0,0,0,1128,0,0,0,0,0,0,0,295,0,0,0,23,0,0
"SRR2915502",7868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2915503",7348,0,3,1901,0,0,87,3,36,80,0,0,2,771,0,30,2,0,0,0,1041,0,0,0,0,31,0,82,0,0,195,0,0,20,4,544,10,0,12,0,0,36,0,0,0,0,0,0,0,5,0,0,32,0,0,3,0,0,0,7,0,240,2,0,22,771,17,0,0,0,0,0,0,4,0,3910,0,80,54,0,0,18,0,0,87,0,0,0,0,0,0,0,0,12,0,80,0,0
"SRR2915504",3776,0,0,0,0,0,1009,0,0,293,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1009,0,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,2360,0,293,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2915505",5121,0,10,849,0,0,136,0,3,322,0,0,0,261,0,4,0,0,0,0,44,0,0,0,0,8,0,136,0,0,37,0,0,0,0,687,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,110,0,0,3,261,15,0,0,0,0,0,0,705,0,2731,10,322,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,31,0,0
"SRR2915506",8558,0,0,0,0,0,0,0,0,37,0,0,0,5,0,0,0,3449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,37,0,0,0,0,0,4935,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2915507",5440,0,128,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5289,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"SRR2915508",5482,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2915509",6799,0,3603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1720,1125,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,2891,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2915510",7873,0,10,0,0,0,3,0,0,70,0,0,0,6,0,0,0,3902,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,6,0,70,0,0,0,0,0,3764,3,0,0,0,11,0,0,0,0,0,0,0,0,0
"SRR2915511",8219,0,2221,1070,21,0,426,0,0,0,0,0,0,1397,0,0,0,0,0,0,63,0,0,0,0,3,0,395,0,4,165,0,120,0,0,914,0,0,0,0,0,0,0,0,0,0,0,5,3,31,0,0,7,0,0,0,0,0,0,0,0,93,0,0,0,1397,0,0,0,0,0,0,0,1264,0,728,0,0,0,0,0,0,0,2,762,0,0,0,5,0,0,0,0,2,0,0,0,0
"SRR2915512",4196,0,0,198,0,0,0,0,32,0,0,0,0,921,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,329,0,211,0,32,0,0,0,0,27,0,14,0,0,0,921,0,0,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,1628,0,0,0,0,163,0,372,0,0,0,0,0,249,0
"SRR2915513",6084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5598,0,0,0,0,0,0,0,0,0
"SRR2915514",4923,0,0,864,0,0,0,0,0,3,0,0,0,1159,0,2,0,44,0,0,0,0,2,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,44,0,0,374,0,8,0,0,0,3,0,0,190,0,33,0,0,6,1121,0,0,0,0,880,0,0,0,0,0,0,0,0,0,0,0,0,1246,0,0,0,0,44,0,814,0,0,0,0,0,100,0
"SRR2915515",7268,0,0,2437,0,0,0,0,0,0,0,0,0,2630,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,297,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,34,0,30,0,0,0,0,0,0,142,3,47,0,0,41,2630,0,0,0,0,1237,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,4,0,2630,0,0,0,0,0,331,0
"SRR2915516",5980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"SRR2915517",6967,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5677,0,0,0,0,0,0,0,0,0
"SRR2915518",6712,0,0,4,0,0,0,0,0,4,0,0,0,33,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5424,0,0,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,88,8,0,0,0,5270,0,0,33,0,0,0,0,0,0
"SRR2915519",5693,0,0,0,0,0,5,0,0,110,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,35,0,0,0,2965,0,0,0,0,0,0,0,0,0
"SRR2915520",8208,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7971,0,0,0,0,0,0,0,0,0
"SRR2915521",6708,0,0,185,2,0,0,0,0,0,0,0,0,1597,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,176,0,3,0,0,0,0,0,0,22,0,2,0,0,0,1597,0,0,0,0,894,0,0,0,0,0,0,0,0,0,0,0,0,3031,0,0,0,0,571,0,1238,0,0,0,0,84,566,0
"SRR2915522",6632,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6630,0,0,0,0,0,0,0,0,0
"SRR2915523",11033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11024,0,0,0,0,0,0,0,0,0
"SRR2915524",8060,0,0,669,0,0,0,0,0,0,0,0,0,4041,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,52,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,20,0,0,292,0,0,0,0,0,0,0,0,50,0,28,0,0,0,4041,0,0,0,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,1723,0,0,0,0,20,0,4023,0,9,0,0,9,72,0
"SRR2915525",6187,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,6130,0,0,0,0,0,0,0,7,0
"SRR2915526",10399,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,19,0,0,0,0,0,108,3,0,0,0,10252,0,0,0,0,0,0,0,0,0
"SRR2915527",5490,0,0,195,0,0,0,0,0,5,0,0,0,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,847,0,137,0,0,0,0,0,0,9,0,6,0,0,0,706,0,0,0,0,24,0,0,0,0,0,0,5,0,0,0,0,0,3327,0,0,0,0,110,0,542,0,0,0,0,0,21,0
"SRR2915528",4243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2278,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,2165,0,0,0,0,0,0,0,1536,0
"SRR2915529",6492,0,0,45,0,0,0,0,0,0,0,0,0,2246,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,898,0,137,0,0,0,0,0,0,0,0,0,0,0,0,2246,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,2693,0,0,0,0,4,0,2054,0,0,0,0,0,131,0
"SRR2915530",5876,0,0,3467,0,0,0,0,3393,0,0,0,0,422,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,640,0,7,0,0,0,0,0,0,38,0,3,0,0,0,422,0,0,0,0,29,0,0,0,0,0,0,0,0,0,2,0,0,1019,4,0,0,0,0,0,141,0,0,0,0,0,25,0
"SRR2915531",6189,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6110,0,0,0,0,0,0,0,0,0
"SRR2915532",5788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,2079,31,0,0,0,0,0,0,0,0
"SRR2915533",5063,0,208,404,0,0,22,206,0,0,0,0,0,1249,0,0,0,0,0,0,351,0,4,0,0,0,0,22,0,0,58,0,0,0,0,24,0,0,15,0,0,0,0,0,0,0,0,86,0,0,123,0,0,0,0,0,0,0,0,8,0,6,0,0,0,1249,0,0,0,0,1976,0,0,3,0,29,0,0,0,0,54,0,0,734,0,0,0,0,86,0,732,0,0,0,0,0,1532,0
"SRR2915534",7053,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6290,0,0,0,0,0,0,0,0,0
"SRR2915535",5037,0,0,296,0,0,0,0,0,0,0,0,0,1227,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227,0,0,0,0,527,0,0,0,0,0,0,0,0,0,0,0,0,1942,0,0,0,0,529,0,0,0,0,0,0,0,387,0
"SRR2915536",6287,0,118,386,0,0,0,0,23,0,0,0,0,2142,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,22,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,475,0,0,43,0,0,0,0,0,0,0,0,48,0,41,0,0,0,2142,0,0,0,0,497,0,0,0,0,2227,118,0,0,0,81,0,0,67,0,0,0,0,382,0,1363,0,0,0,0,145,87,0
"SRR2915537",4942,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3991,0,0,0,0,0,0,0,0,0
"SRR2915538",6637,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1491,0,0,687,0,0,0,0,0,0,0,0,0
"SRR2915539",5921,0,0,166,0,0,0,0,0,5,0,0,0,917,0,0,0,5,0,0,2,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,0,0,710,0,0,0,0,0,5,0,0,14,0,9,0,0,0,917,0,0,0,0,885,0,0,0,0,0,0,0,0,0,0,0,0,1972,0,0,0,0,531,0,347,0,0,0,0,27,636,0
"SRR2915540",6417,0,214,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,39,126,0,0,1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1473,0,0,0,0,0,0,0,0,0
"SRR2915541",9603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,4,0,0,0,0,0,0,0,0
"SRR2915542",6204,0,0,1792,0,0,0,0,1258,0,0,0,0,750,0,0,0,6,0,0,24,0,0,0,0,0,0,0,0,0,55,0,0,0,0,3,0,0,10,0,0,2,0,0,0,0,0,247,0,0,711,0,35,0,2,0,0,0,0,22,0,23,0,0,0,750,0,0,0,0,474,0,0,0,0,3,0,0,0,0,0,0,0,1821,0,0,0,0,198,0,95,0,0,0,0,137,457,9
"SRR2915543",6877,0,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5949,0,0,0,0,0,0,0,0,0
"SRR2915544",7799,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,284,0,7408,0,0,0,0,0,0,0,0,0
