"sampleID","read_count","d_Eukaryota","p_Proteobacteria","c_Clostridia","o_Micrococcales","f_Carnobacteriaceae","f_Corynebacteriaceae","f_Enterobacteriaceae","f_Lachnospiraceae","f_Mycoplasmataceae","f_Neisseriaceae","f_Pasteurellaceae","f_Peptostreptococcaceae","f_Prevotellaceae","g_Acinetobacter","g_Actinomyces","g_Actinotignum","g_Aerococcus","g_Alistipes","g_Alloprevotella","g_Anaerococcus","g_Anaeroglobus","g_Arcanobacterium","g_Bacteroides","g_Bulleidia","g_Campylobacter","g_Citrobacter","g_Corynebacterium","g_Cupriavidus","g_Delftia","g_Dialister","g_Enterobacter","g_Enterococcus","g_Ezakiella","g_Facklamia","g_Finegoldia","g_Fusobacterium","g_Gallicola","g_Gemella","g_Granulicatella","g_Haemophilus","g_Howardella","g_Jonquetella","g_Klebsiella","g_Kluyvera","g_Kocuria","g_Lachnoclostridium","g_Lactobacillus","g_Lactococcus","g_Lawsonella","g_Megasphaera","g_Micrococcus","g_Mobiluncus","g_Mogibacterium","g_Moryella","g_Murdochiella","g_Mycoplasma","g_Negativicoccus","g_Neisseria","g_Parvimonas","g_Peptococcus","g_Peptoniphilus","g_Peptostreptococcus","g_Phascolarctobacterium","g_Porphyromonas","g_Prevotella","g_Propionimicrobium","g_Proteus","g_Ralstonia","g_Rothia","g_Sneathia","g_Solobacterium","g_Sphingomonas","g_Staphylococcus","g_Stenotrophomonas","g_Streptococcus","g_Sutterella","g_Ureaplasma","g_Varibaculum","g_Variovorax","g_Veillonella","Atopobium_deltae","Atopobium_minutum","Atopobium_vaginae","Gardnerella_vaginalis","Lactobacillus_crispatus","Lactobacillus_delbrueckii","Lactobacillus_gasseri","Lactobacillus_iners","Lactobacillus_jensenii","Prevotella_amnii","Prevotella_bivia","Prevotella_buccalis","Prevotella_colorans","Prevotella_disiens","Prevotella_timonensis","Sneathia_amnii","Sneathia_sanguinegens"
"SRR2915545",5702,0,0,395,0,0,134,0,11,0,0,0,2,1099,0,0,0,0,0,0,21,0,0,0,0,0,0,134,0,0,42,0,0,2,0,13,0,5,0,0,0,0,0,0,0,0,0,41,0,0,623,0,49,0,11,0,0,0,0,14,0,64,2,0,22,1099,0,0,0,0,1869,0,0,0,0,0,0,0,0,0,0,0,0,885,0,0,0,0,41,0,890,0,0,2,0,40,1766,0
"SRR2915546",6594,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2075,0,0,0,0,0,0,0,0,0
"SRR2915547",10608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10606,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"SRR2915548",7936,0,0,77,0,0,15,0,8,0,0,0,0,302,0,0,0,61,0,0,20,0,0,0,0,0,0,15,0,0,29,0,0,0,0,10,0,0,170,0,0,8,0,0,0,0,0,1249,0,0,0,0,0,0,0,0,0,0,0,34,0,5,0,0,0,259,0,0,0,0,404,0,0,178,0,124,0,0,0,0,0,0,0,4871,0,0,0,0,1060,0,238,0,0,0,0,0,302,0
"SRR2915549",5807,0,4700,0,0,21,3,0,0,0,0,0,0,0,4700,0,0,59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,863,0,0,0,0,0,0,0,0,0
"SRR2915550",4267,0,0,0,0,0,4,0,0,89,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2903,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,0,67,0,0,0,0,0,0,0,0,0,0,2537,0,0,0,0,0,0,0,0,0
"SRR2915551",5460,0,0,332,0,0,0,0,0,0,0,0,0,2343,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,520,0,32,0,0,0,0,0,0,53,0,4,0,0,0,2343,0,0,0,0,1357,0,0,0,0,0,0,0,0,0,0,0,0,559,0,0,0,0,12,0,1430,0,0,0,0,173,18,0
"SRR2915552",6816,0,29,2,0,0,93,24,0,143,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,69,0,143,0,5,0,0,0,4,15,0,0,0,6442,0,6,0,0,0,0,0,3,0
"SRR2915553",3630,0,1477,595,8,0,0,1354,0,0,0,0,6,62,0,421,0,0,113,0,222,0,0,30,0,7,0,0,0,0,0,0,554,0,0,197,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,6,0,0,0,0,0,0,0,0,170,2,39,138,62,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,155,0,0,0,14,0,0,0,0,0
"SRR2915554",8997,0,0,12,0,0,0,0,0,0,0,0,0,3549,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,431,0,2,0,0,0,0,0,0,0,0,10,0,0,0,3549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4740,0,0,0,0,17,0,0,606,0,0,0,38,0,0
"SRR2915555",4393,0,1452,0,0,0,0,886,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2915556",4997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3594,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2915557",9189,0,0,8,0,0,0,0,0,78,0,0,4,3,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,11,0,78,0,0,0,0,0,7590,3,0,0,0,14,0,0,0,0,0,3,0,0,0
"SRR2915558",7953,0,148,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7785,0,0,0,0,0,3,0,0,0,0,113,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2915559",9220,0,10,0,0,0,5,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2915560",6516,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4532,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,0,0,0,0,4039,0,0,0,0,0,0,0,0,0
"SRR2915561",6845,0,0,0,0,0,6,0,0,100,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,6092,0,0,0,0,0,0,0,0,0
"SRR2915562",8310,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8245,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7495,0,0,0,0,0,0,0,0,0
"SRR2915563",9842,0,0,0,0,0,3,0,0,0,0,0,0,361,0,0,0,827,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,165,0,0,0,0,30,0,0,0,0,0,0,0,8435,0,0,0,0,2,0,4,0,0,0,0,0,148,0
"SRR2915564",4378,0,2,0,0,2275,46,0,0,0,0,0,0,0,0,0,0,623,0,0,0,0,0,0,0,0,0,46,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,2,0,0,0,1090,0,0,0,0,22,0,0,0,0,0,0,0,117,0
"SRR2915565",8377,0,2,0,0,0,0,0,0,0,0,0,0,709,0,0,0,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,6047,0,0,0,0,0,0,0,0,0,0,0,0,187,0
"SRR2915566",5214,0,3,1076,0,0,87,0,0,219,0,0,0,1705,0,3,0,0,0,0,919,4,0,0,0,0,0,83,0,0,37,0,5,0,10,95,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,0,0,0,0,0,0,0,0,22,0,0,6,1705,0,0,0,0,0,0,0,0,0,1241,3,219,4,0,730,4,0,0,13,0,0,0,3,0,0,49,0,0,0,57,0,0
"SRR2915567",16321,0,2,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,16033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2915568",4690,0,2449,438,0,0,264,2272,0,5,0,0,0,38,0,21,0,0,0,0,8,0,0,0,0,0,0,250,0,0,26,0,989,0,10,384,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,6,0,0,0,0,0,0,0,0,46,0,0,0,38,0,0,0,0,0,0,0,72,0,137,0,5,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0
"SRR2915569",6449,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6245,145,0,0,0,0,0,0,0,0
"SRR2915570",8550,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8526,17,0,0,0,0,0,0,0,0
"SRR2915571",7586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6732,835,0,0,0,0,0,0,0,0
"SRR2915572",7275,0,0,25,0,0,0,0,0,4,0,0,0,914,0,0,0,32,0,0,10,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,244,0,0,225,0,0,0,0,0,4,0,0,12,0,3,0,0,13,914,0,0,0,0,2593,0,0,0,0,0,0,0,0,0,0,0,0,3106,0,0,0,0,244,0,0,466,0,7,0,0,0,0
"SRR2915573",5134,0,0,0,0,0,0,0,0,42,0,0,0,1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1537,0,0,43,0,0,0,0,0,42,0,0,0,0,0,0,0,0,1561,0,0,0,0,971,0,0,0,0,0,0,0,0,0,0,0,0,895,0,0,0,0,1537,0,0,790,0,11,0,0,0,0
"SRR2915574",6215,0,0,2,0,0,0,0,0,0,0,0,0,951,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,47,0,0,396,0,0,0,0,0,0,0,0,2,0,0,0,0,0,951,0,0,0,0,2411,0,0,0,0,0,0,0,0,0,0,0,0,2247,0,0,0,0,47,0,0,392,0,11,0,0,0,0
"SRR2915575",5676,0,0,9,0,0,0,0,0,0,0,0,0,347,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3696,0,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,697,0,0,0,0,3229,0,24,0,0,0,0,0,13,0
"SRR2915576",9510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8510,0,0,0,0,0,0,0,0,0
"SRR2915577",5033,0,226,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,46,135,0,0,4359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4032,0,0,0,0,0,0,0,0,0
"SRR2915578",6193,0,0,133,0,0,0,0,0,0,0,0,0,2515,0,0,8,0,0,0,24,0,0,0,0,0,0,0,0,0,14,0,0,0,0,7,0,0,279,0,0,0,0,0,0,0,0,814,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2366,0,0,0,0,812,0,0,88,0,0,0,0,0,0
"SRR2915579",7146,0,0,0,0,0,5,0,0,51,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,6930,0,0,0,0,0,0,0,0,0
"SRR2915580",9717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9652,0,0,0,0,0,0,0,0,0
"SRR2915581",6401,0,0,393,0,0,0,0,314,0,0,0,0,644,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4190,0,0,497,0,73,0,0,0,0,0,0,0,0,0,0,0,0,644,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,4158,0,180,0,0,0,0,0,62,0
"SRR2915582",3555,0,825,0,0,0,0,821,0,0,0,0,0,0,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,1851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0
"SRR2915583",11419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11411,0,0,0,0,0,0,0,0,0
"SRR2915584",6070,0,0,541,0,0,0,0,0,2,0,0,2,1545,0,0,0,3,0,4,4,0,0,0,0,4,0,0,0,0,16,0,0,0,0,0,28,0,7,0,0,0,0,0,0,0,0,218,0,0,871,0,0,2,0,0,2,0,0,46,0,10,0,0,6,1541,0,0,0,0,182,0,0,0,0,7,0,0,0,0,0,0,0,1561,0,0,0,0,176,0,610,0,0,0,0,0,146,0
"SRR2915585",7358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6394,0,0,0,0,0,0,0,0,0
"SRR2915586",6381,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5038,0,0,0,0,0,0,0,0,0
"SRR2915587",7348,0,0,74,0,0,0,0,0,0,0,0,0,152,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3731,0,0,1217,0,0,0,0,0,0,0,0,7,0,6,0,0,0,152,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,1580,0,0,0,0,3717,0,65,0,0,0,0,17,177,0
"SRR2915588",6441,47,68,46,8,0,80,37,29,4,0,0,0,30,0,25,0,3,0,0,0,0,0,0,0,0,0,80,0,0,0,37,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5819,0,0,79,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,5,0,0,4,0,0,0,4,0,13,0,0,0,42,0,0,0,0,5814,0,14,0,0,0,0,0,0,0
"SRR2915589",9600,0,7,0,0,0,19,0,0,0,5,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,9550,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9550,0,0,0,0,0,0,0,0,0
"SRR2915590",6032,0,0,1100,0,0,0,0,0,0,0,0,0,920,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2795,0,0,0,0,0,0,0,0,16,0,0,0,0,0,920,0,0,0,0,724,0,0,0,0,0,0,0,0,0,0,0,0,262,3,0,0,0,12,0,0,0,0,0,0,29,211,0
"SRR2915591",7201,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6093,0,0,0,0,0,0,0,0,0
"SRR2915592",9611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7887,0,0,0,0,0,0,0,0,0
"SRR2915593",5777,0,0,338,0,0,0,0,27,0,0,0,0,1443,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,877,0,4,0,22,0,0,0,0,83,0,0,0,0,0,1443,0,0,0,0,664,0,0,0,0,0,0,0,0,0,0,0,0,2231,0,0,0,0,3,0,762,0,0,0,0,0,172,0
"SRR2915594",5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5307,0,0,0,0,0,0,0,0,0
"SRR2915595",6897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6869,0,0,0,0,0,0,0,0,0
"SRR2915596",6880,0,0,61,0,0,0,0,3,0,0,0,0,275,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2093,0,0,750,0,3,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3478,6,0,0,0,2091,0,24,0,0,0,0,0,0,0
"SRR2915597",4883,0,2378,0,0,0,0,2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0
"SRR2915598",6147,0,387,217,9,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,217,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4763,0,37,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"SRR2915599",6229,0,0,4213,0,0,0,0,3803,2,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,97,0,0,0,0,0,381,0,0,0,0,1143,0,0,0,0,0,0,2,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,5,25,121,0,0
"SRR2915600",7807,0,189,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,7616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2915601",5226,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4733,0,0,0,0,0,0,0,0,0
"SRR2915602",7079,0,25,358,0,0,0,0,36,0,0,0,0,149,0,0,0,7,0,0,29,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,229,0,0,0,36,0,0,0,0,0,0,0,0,0,23,149,0,0,0,0,3341,0,0,7,0,28,0,0,0,0,0,0,0,2282,16,0,0,0,410,0,0,0,0,0,0,0,1696,0
"SRR2915603",6215,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6194,0,0,0,0,0,0,0,0,0
"SRR2915604",8097,0,490,148,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,7426,0,0,97,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2915605",5325,0,0,0,0,0,2,0,0,34,0,0,0,2,0,0,0,97,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5156,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,0,0,2,0,0,0,0,4097,439,2,0,0,0,0,0,2,0
"SRR2915606",4751,0,2909,0,0,0,0,2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,0,0,0,1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375,197,0,0,0,0,0,0,0,0
