"sampleID","read_count","p_Proteobacteria","c_Betaproteobacteria","c_Clostridia","o_Micrococcales","f_Carnobacteriaceae","f_Corynebacteriaceae","f_Enterobacteriaceae","f_Lachnospiraceae","f_Mycoplasmataceae","f_Neisseriaceae","f_Pasteurellaceae","f_Peptostreptococcaceae","f_Prevotellaceae","g_Acidaminococcus","g_Acinetobacter","g_Actinobacillus","g_Actinobaculum","g_Actinomyces","g_Actinotignum","g_Aerococcus","g_Alistipes","g_Alloprevotella","g_Alloscardovia","g_Anaerococcus","g_Anaeroglobus","g_Anaerostipes","g_Arcanobacterium","g_Bacillus","g_Bacteroides","g_Bifidobacterium","g_Blautia","g_Brevibacterium","g_Bulleidia","g_Campylobacter","g_Citrobacter","g_Collinsella","g_Corynebacterium","g_Cupriavidus","g_Dermabacter","g_Dialister","g_Dorea","g_Enterobacter","g_Enterococcus","g_Ezakiella","g_Facklamia","g_Faecalibacterium","g_Finegoldia","g_Fusicatenibacter","g_Fusobacterium","g_Gemella","g_Granulicatella","g_Haemophilus","g_Helcobacillus","g_Helcococcus","g_Helicobacter","g_Howardella","g_Jonquetella","g_Klebsiella","g_Kocuria","g_Lachnoclostridium","g_Lachnospira","g_Lactobacillus","g_Lactococcus","g_Leptotrichia","g_Megasphaera","g_Micrococcus","g_Mobiluncus","g_Moryella","g_Murdochiella","g_Mycoplasma","g_Negativicoccus","g_Neisseria","g_Nosocomiicoccus","g_Olsenella","g_Parabacteroides","g_Parvimonas","g_Pasteurella","g_Peptococcus","g_Peptoniphilus","g_Peptostreptococcus","g_Phascolarctobacterium","g_Porphyromonas","g_Prevotella","g_Propionimicrobium","g_Proteus","g_Pseudarthrobacter","g_Pyramidobacter","g_Rhizobium","g_Romboutsia","g_Roseburia","g_Rothia","g_Serratia","g_Slackia","g_Sneathia","g_Solobacterium","g_Sphingomonas","g_Staphylococcus","g_Stenotrophomonas","g_Streptococcus","g_Subdoligranulum","g_Sutterella","g_Tessaracoccus","g_Trueperella","g_Ureaplasma","g_Varibaculum","g_Veillonella","Atopobium_deltae","Atopobium_minutum","Gardnerella_vaginalis","Lactobacillus_crispatus","Lactobacillus_delbrueckii","Lactobacillus_gasseri","Lactobacillus_iners","Lactobacillus_jensenii","Prevotella_amnii","Prevotella_bergensis","Prevotella_bivia","Prevotella_buccalis","Prevotella_copri","Prevotella_corporis","Prevotella_denticola","Prevotella_disiens","Prevotella_histicola","Prevotella_melaninogenica","Prevotella_nanceiensis","Prevotella_oris","Prevotella_stercorea","Prevotella_timonensis","Prevotella_veroralis","Shuttleworthia_satelles","Sneathia_sanguinegens"
"SRR063012",2013,1,1,0,0,0,9,0,0,30,0,0,0,28,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,1,0,0,30,0,0,0,0,0,0,0,0,1912,0,2,0,7,2,0,0,0,1,0,0,0,0,0,16,0,0,0
"SRR062935",2354,0,0,0,0,0,0,0,0,11,0,0,0,591,0,0,0,0,0,0,4,0,0,0,229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,591,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,10,0,292,0,0,9,0,0,1,1136,2,0,0,586,0,0,0,0,0,0,0,0,0,0,5,0,0,15
"SRR062723",2190,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2097,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR063046",2218,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,4,0,0,0,0,0,1,0,0,2187,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR062928",1650,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,71,1573,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"SRR063062",1788,0,0,1,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1745,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1646,0,0,0,0,8,0,0,0,3,0,0,0,0,0,1,0,0,0
"SRR062837",3843,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,3785,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR062879",1596,9,0,5,0,0,0,0,0,15,0,0,0,18,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,13,0,0,0,1446,0,0,0,0,1,0,0,0,1,0,0,0,0,0,16,0,0,0
"SRR062978",2275,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2210,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR062888",2026,0,0,0,0,0,0,0,0,2,0,0,0,126,0,0,0,1,0,0,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1779,0,0,0,50,1,0,0,0,3,0,0,0,0,0,72,0,0,0
"SRR062828",2432,1,0,11,0,0,1,1,0,0,0,0,7,44,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,1,0,7,0,5,2,0,0,0,0,0,0,0,0,0,0,0,2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,1,0,1,0,0,3,0,0,2285,10,0,0,11,0,0,8,0,0,0,0,0,0,0,25,0,0,0
"SRR062979",2270,0,0,19,8,4,8,0,0,16,0,0,19,165,0,0,0,0,0,0,13,0,0,0,68,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,4,0,0,0,0,1,0,12,0,0,17,4,0,0,0,0,0,0,0,0,0,0,1836,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,19,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,10,0,44,0,0,0,0,0,0,1836,0,0,0,145,0,0,0,0,10,0,0,0,0,0,10,0,0,0
"SRR062784",1591,14,0,52,0,0,11,4,1,19,0,0,0,630,0,0,0,0,0,0,27,0,0,0,15,14,0,3,0,0,0,0,0,0,10,0,0,11,0,0,80,0,0,0,1,0,0,4,0,14,5,0,0,0,0,0,0,22,4,0,0,0,327,0,0,0,0,18,1,0,5,0,0,0,0,0,0,0,1,44,0,0,10,611,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,14,8,0,0,0,12,0,0,0,327,0,426,0,1,24,0,24,0,1,0,0,0,0,0,135,0,0,92
"SRR062943",1655,0,0,15,0,0,8,0,0,47,0,0,8,1074,0,0,0,1,0,0,33,0,0,0,10,0,0,2,0,0,0,0,0,11,0,0,0,8,0,0,53,0,0,0,0,0,0,2,0,7,28,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,1,0,0,40,0,0,0,0,0,0,0,0,60,8,0,1,1074,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,7,0,5,0,0,5,0,0,0,44,0,302,0,92,19,0,0,0,29,0,0,0,0,0,632,0,0,160
"SRR063045",1996,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,33,1542,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SRR062884",3090,0,0,1,0,0,3,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,11,0,0,3046,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR062822",1695,1,0,2,0,0,0,0,2,0,0,0,0,414,0,0,0,0,0,0,106,1,0,0,9,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,26,0,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,414,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,40,0,43,514,6,0,0,324,60,0,0,0,7,0,0,0,0,0,23,0,0,1
"SRR062947",2151,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2146,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR062826",3403,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3397,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR062728",2258,5,0,0,0,0,4,5,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2233,1,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0
"SRR063007",2041,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SRR062744",1892,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR062890",2360,6,0,0,0,0,0,6,0,2,0,0,0,8,0,0,0,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2210,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,99,0,0,0,0,0,0,2,0,0,0,0,0,144,0,5,2036,22,0,0,4,2,0,0,0,0,0,0,0,0,0,2,0,0,1
"SRR063067",1715,0,0,1,0,0,0,0,0,26,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,18,0,0,0,0,26,0,0,0,0,0,0,0,0,1607,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR062898",2124,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,6,0,0,0,0,0,35,0,0,2046,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR062920",2155,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2095,51,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"SRR062986",773,1,0,12,9,0,10,0,0,13,0,0,0,458,0,0,0,0,0,0,4,0,0,0,1,0,0,5,0,1,0,0,4,2,1,0,0,10,0,0,8,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,458,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13,0,0,0,0,11,0,0,0,77,0,0,0,0,163,0,0,0,0,0,0,0,0,0,295,0,0,9
"SRR062801",2558,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,658,0,0,1882,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR062679",1812,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,825,0,2,922,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR062858",3599,1,1,8,0,0,0,0,0,5,0,0,7,16,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3529,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,5,0,0,0,0,0,6,0,3,3519,1,0,0,10,0,0,0,0,3,0,0,0,0,0,3,0,0,0
"SRR062880",851,0,0,3,0,0,0,0,0,0,0,0,0,631,0,0,0,0,0,0,2,0,0,0,2,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,631,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,88,0,0,0,2,629,0,0,0,0,0,0,0,0,0,0,0,0,64
"SRR062811",1087,8,0,12,0,0,0,7,0,14,0,0,0,458,0,0,0,0,0,0,12,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,17,0,0,4,458,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,14,0,0,0,0,19,7,0,0,112,0,332,0,0,3,0,0,0,0,0,0,0,0,0,123,0,0,48
"SRR063003",880,2,0,110,0,0,0,0,1,0,0,0,53,506,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,2,97,53,0,47,506,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,132,0,0,74,0,0,0,193,0,0,0,0,0,107,0,0,5
"SRR062875",2380,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,390,0,11,1874,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR062924",901,1,0,2,0,0,0,1,0,0,0,0,0,512,0,0,0,0,0,0,9,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,512,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,11,0,0,84,0,360,0,0,7,0,0,0,0,0,0,0,0,0,145,0,0,120
"SRR062930",1123,0,0,0,0,0,0,0,0,11,0,0,0,345,0,0,0,0,0,0,22,0,0,0,34,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,11,0,0,0,345,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,7,323,1,36,0,129,174,0,0,0,0,0,0,0,0,0,6,0,0,296
"SRR063052",2130,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"SRR062721",2212,3,1,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,12,0,0,2152,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SRR062932",668,0,0,1,0,0,0,0,0,0,0,0,0,308,0,0,0,0,1,1,3,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,36,0,0,1,308,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,26,0,183,1,4,41,0,0,0,0,0,0,0,0,0,79,0,0,110
"SRR062938",2082,0,0,2,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,4,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR062895",2870,2,0,1,1,0,7,1,0,2,0,0,0,39,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,7,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1304,1,5,0,0,0,0,1,0,0,0,0,3,245,0,58,62,43,0,0,1,36,0,0,0,1,0,0,0,0,0,1,0,0,0
"SRR063022",1706,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR062674",1016,3,0,9,0,0,0,0,3,3,0,0,0,521,0,0,0,0,0,0,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,0,521,0,0,0,0,0,0,0,0,0,0,226,0,1,0,2,0,0,0,0,0,0,0,0,0,0,8,2,0,2,87,0,0,0,0,12,0,0,0,12,0,0,0,0,0,497,0,0,226
"SRR062910",644,0,0,2,0,0,0,0,0,3,0,0,0,416,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,0,0,8,0,0,0,0,410,0,0,0,0,0,0,0,0,0,6,0,0,4
"SRR062700",640,1,0,1,0,0,0,0,0,3,0,0,0,187,0,0,0,0,0,0,98,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,187,0,0,0,0,0,0,0,0,0,0,96,0,0,0,1,0,0,0,0,0,3,0,0,0,0,12,0,0,0,106,0,31,0,0,152,0,0,0,0,0,0,0,0,0,4,0,0,96
"SRR062863",459,1,0,13,0,0,0,0,5,4,0,0,3,198,0,0,0,0,0,0,10,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,3,0,0,16,0,0,0,0,1,0,0,0,0,0,0,26,0,0,0,0,6,5,0,4,0,0,0,0,0,0,0,0,74,3,0,27,198,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,19,0,57,0,0,65,0,0,0,0,0,0,0,0,0,76,0,0,19
