"sampleID","read_count","p_Proteobacteria","c_Betaproteobacteria","c_Clostridia","o_Micrococcales","f_Corynebacteriaceae","f_Enterobacteriaceae","f_Lachnospiraceae","f_Mycoplasmataceae","f_Neisseriaceae","f_Pasteurellaceae","f_Peptostreptococcaceae","f_Prevotellaceae","g_Actinobaculum","g_Actinomyces","g_Aerococcus","g_Alistipes","g_Anaerococcus","g_Arcanobacterium","g_Bacteroides","g_Bifidobacterium","g_Blautia","g_Brevibacterium","g_Campylobacter","g_Corynebacterium","g_Delftia","g_Dialister","g_Dorea","g_Enterococcus","g_Ezakiella","g_Faecalibacterium","g_Finegoldia","g_Fusobacterium","g_Gemella","g_Haemophilus","g_Lactobacillus","g_Megasphaera","g_Mobiluncus","g_Moryella","g_Mycoplasma","g_Neisseria","g_Parabacteroides","g_Parvimonas","g_Peptoniphilus","g_Peptostreptococcus","g_Porphyromonas","g_Prevotella","g_Roseburia","g_Slackia","g_Sneathia","g_Staphylococcus","g_Streptococcus","g_Sutterella","g_Ureaplasma","g_Varibaculum","g_Veillonella","Atopobium_minutum","Gardnerella_vaginalis","Lactobacillus_crispatus","Lactobacillus_gasseri","Lactobacillus_iners","Lactobacillus_jensenii","Prevotella_amnii","Prevotella_bergensis","Prevotella_bivia","Prevotella_buccalis","Prevotella_disiens","Prevotella_melaninogenica","Prevotella_timonensis","Sneathia_sanguinegens"
"X1340",2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2027,0,0,0,0,0,0,0,0,0
"X1308",1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74,1599,0,0,0,0,0,0,0,0,0
"X1278",1824,0,0,0,0,0,0,0,3,0,0,0,84,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1716,0,0,0,3,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,5,4,0,1679,32,0,0,84,0,0,0,0,0
"X1314",1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,1261,14,0,0,0,0,0,0,0,0
"X1102",1390,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,11,0,1367,0,0,0,0,0,0,0,0,0
"X1168",2776,0,0,0,0,0,0,0,0,0,0,0,2775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2775,0,0,0,0,0
"X1115",2122,0,0,0,0,0,0,0,0,0,0,0,33,0,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,732,66,0,0,0,0,0,1,0,0,2,33,0,0,1186,0,0,0,0,0,0,0,28,14,14,677,25,3,0,0,0,0,0,0,159
"X1167",2031,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,936,13,1036,34,1,0,0,0,0,0,0,0
"X1203",1557,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1494,15,0,0,0,0,0,0,0,0,0,1,0,0,41,0,0,0,0,0,0,0,0,108,2,1384,0,0,0,1,0,0,0,0,28
"X1163",2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2051,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,2051,0,0,0,0,0,0,0,0,0
"X1156",808,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,185,613,0,0,0,0,0,0,0,0
"X1280",1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,1100,117,0,0,0,0,0,0,0,0
"X1334",2259,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2214,0,0,0,0,0,0,1,0,0,0,7,0,0,3,0,0,0,0,0,0,0,30,0,0,2214,0,7,0,0,0,0,0,0,0
"X1233",924,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,713,0,0,0,3,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,9,36,0,677,0,0,0,0,0,0,0,0,0
"X1118",1099,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,0,0,0,0,0,0,0,0,0,0,75,0,0,245,0,0,0,0,0,1,0,63,669,0,38,0,75,0,0,0,0,0,0,73
"X1108",1657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1647,0,0,0,0,0,0,0,0,0
"X1100",1493,0,0,1021,0,0,0,1019,0,0,0,0,140,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,136,0,0,0,0,0,6,1,0,3,140,0,0,69,0,0,0,0,0,0,0,21,0,0,48,0,116,0,0,2,0,0,22,9
"X1132",2578,7,4,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,2,0,0,0,0,0,0,2290,0,0,0,0,0,0,0,0,0,0,5,0,0,1,39,6,0,0,0,0,0,185,1572,303,10,405,0,0,4,0,1,0,0,0
"X1180",1920,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1885,0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,0,0,0,0,0,0,21,1,0,1819,65,0,0,1,0,0,0,1,1
"X1277",2931,0,0,4,0,0,0,0,0,0,0,3,47,0,0,0,0,18,0,0,0,0,0,0,0,0,8,0,0,9,0,4,0,0,0,2641,0,0,0,0,0,0,0,11,3,114,47,0,0,0,0,1,0,0,1,27,0,42,296,7,2315,22,0,0,0,7,2,0,36,0
"X1259",4179,3,1,9,0,1,1,1,0,0,0,8,192,0,0,71,0,23,0,0,1,0,0,0,1,0,8,0,0,23,0,18,0,0,0,3713,0,0,0,0,0,0,0,0,8,0,192,0,0,0,20,18,0,0,0,2,0,67,0,0,3558,154,0,0,188,0,0,0,4,0
"X1220",1498,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1030,82,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,333,0,0,1030,0,2,0,0,0,0,0,0,1
"X1221",1497,0,0,0,0,0,0,0,9,0,0,0,31,0,0,156,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,1082,0,0,0,9,0,0,0,0,0,0,31,0,0,0,0,1,0,0,0,23,0,167,100,18,960,3,0,0,31,0,0,0,0,0
"X1276",646,1,0,0,0,0,1,0,1,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,569,0,0,0,0,67,0,0,0,0,0,2,0,0,6,0,563,0,6,0,0,0,0,0
"X1352",1777,46,19,17,0,0,22,2,0,0,5,4,39,0,0,0,0,0,0,17,0,2,0,0,0,0,2,0,2,0,3,1,1490,11,5,42,0,0,0,0,0,0,1,0,4,6,39,0,0,12,0,88,19,0,0,3,0,0,26,9,7,0,0,0,36,0,1,1,0,0
"X1208",1360,14,12,0,0,0,0,0,0,0,0,0,103,0,0,9,0,15,0,0,0,0,0,0,0,0,19,0,2,0,0,0,0,3,0,1004,0,0,0,0,0,0,1,0,0,27,103,0,0,84,0,0,12,0,0,23,0,21,0,4,1000,0,0,0,81,1,6,0,15,0
"X1120",835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54,0,0,734,31,0,0,0,0,0,0,0,0
"X1235",1997,0,0,0,0,0,0,0,3,0,0,0,26,0,0,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,1071,0,0,0,3,0,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,715,1,0,1068,0,0,0,26,0,0,0,0,0
"X1183",1597,0,0,5,0,0,0,0,233,0,0,5,203,0,0,3,0,12,35,0,3,0,0,0,0,0,27,0,0,0,0,0,0,487,0,26,10,0,0,233,0,0,94,0,5,0,203,0,0,247,0,0,0,0,0,2,0,79,2,0,23,1,15,0,72,0,0,0,0,170
"X1279",3463,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,53,0,0,3356,23,0,0,0,0,0,0,1,0
"X1138",1044,0,0,6,0,0,0,0,137,0,0,6,245,0,2,3,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,18,0,0,2,0,0,137,0,0,167,0,6,2,245,0,0,396,0,0,0,0,0,0,0,10,0,0,0,0,0,1,86,44,0,0,50,76
"X1204",2652,8,0,0,0,0,0,0,5,0,0,0,26,0,0,218,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1996,0,0,0,5,0,0,0,1,0,1,26,0,0,0,0,0,0,0,0,0,0,323,0,0,1890,105,0,0,3,0,23,0,0,0
"X1252",1732,0,0,0,0,0,0,0,2,0,0,0,555,0,0,79,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,104,289,0,0,2,0,0,0,0,0,14,555,0,0,4,0,0,0,0,0,0,0,366,0,0,104,0,483,0,1,0,0,0,68,0
"X1246",1112,0,0,8,0,0,0,6,0,0,0,2,617,0,0,3,0,0,0,0,0,5,0,0,0,0,167,0,0,0,0,0,0,24,0,4,16,0,0,0,0,0,0,2,2,8,617,0,0,0,0,18,0,0,0,0,0,126,1,0,3,0,0,6,584,0,0,0,27,0
"X1197",1898,3,0,0,0,0,0,0,10,0,0,0,256,0,0,90,0,5,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,5,309,0,0,10,0,0,33,0,0,20,256,0,0,94,0,0,0,0,0,0,0,515,5,0,0,0,0,0,6,26,20,0,114,0
"X1238",1735,0,0,0,0,0,0,0,0,0,0,0,298,0,0,13,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,67,104,0,0,0,0,0,9,0,0,0,298,0,0,29,0,0,0,0,0,0,0,299,11,0,56,0,298,0,0,0,0,0,0,3
"X1213",1192,0,0,77,0,0,0,33,11,0,0,20,61,0,0,12,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,654,1,0,0,10,0,0,11,0,0,35,0,20,87,61,0,0,96,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,29,0,0,27,13
"X1141",2184,0,0,490,0,0,0,0,62,0,0,490,1388,0,0,0,0,3,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,64,0,0,0,0,0,62,0,0,0,0,490,0,1388,0,0,2,0,1,0,0,0,0,0,150,0,0,0,0,0,0,1260,0,0,125,0,2
"X1164",2782,48,39,48,0,16,0,2,291,0,0,44,676,0,0,0,0,1,0,0,0,0,0,9,16,0,4,0,0,0,0,0,436,123,0,2,0,5,0,291,0,0,198,9,44,555,676,0,0,276,0,0,39,0,0,0,0,4,2,0,0,0,0,0,142,5,66,424,36,0
"X1172",1519,0,0,0,0,0,0,0,0,0,0,0,233,0,0,25,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,69,3,0,231,300,0,0,0,0,0,39,0,0,0,233,0,0,8,0,0,0,0,0,0,0,405,0,0,231,0,0,0,97,3,1,1,131,0
"X1188",2523,5,5,62,0,0,0,29,0,0,0,15,310,0,0,33,0,13,0,0,0,0,0,0,0,0,14,0,0,0,0,1,21,0,0,215,429,0,0,0,0,0,66,0,15,4,310,0,0,1081,0,1,5,0,0,29,0,160,4,0,211,0,268,0,1,0,0,0,8,457
"X1309",676,0,0,0,0,0,0,0,0,0,0,0,105,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,139,100,0,0,0,0,0,1,0,0,0,105,0,0,0,0,0,0,0,0,0,0,277,0,0,139,0,0,0,103,0,0,0,2,0
"X1097",1993,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,47,41,129,1441,273,0,0,0,0,0,0,0,0
"X1330",2189,4,4,39,0,0,0,31,0,4,0,0,339,0,0,15,0,33,0,0,0,0,0,0,0,0,53,0,0,0,0,13,0,4,0,120,338,0,0,0,4,0,9,1,0,0,339,0,0,369,0,0,0,0,0,0,0,576,0,0,120,0,24,0,4,6,0,13,145,273
"X1332",3002,0,0,0,0,0,0,0,0,0,0,0,548,0,0,44,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,70,672,0,0,0,0,0,0,0,0,0,548,0,0,132,0,0,0,0,0,0,0,1129,0,0,70,0,540,0,0,0,0,0,8,131
"X1266",2428,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2409,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,8,0,0,2408,0,0,0,0,0,0,0,0,0
"X1257",614,0,0,13,0,0,0,13,0,0,0,0,134,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,70,105,0,0,0,0,0,0,0,0,0,134,0,0,248,0,0,0,0,0,0,0,19,0,0,67,2,31,0,16,0,0,0,3,56
"X1174",1608,1,0,146,0,3,0,144,5,0,0,2,126,0,0,10,0,0,0,0,4,0,0,0,3,0,12,0,0,0,0,0,0,1,0,70,26,0,0,5,0,0,83,12,2,6,126,0,0,143,0,0,0,0,0,0,0,502,2,0,66,0,0,0,11,9,0,0,64,12
"X1123",1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,476,0,1223,9,0,0,0,0,0,0,0,0
"X1207",1101,5,0,0,0,0,4,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,1024,56,0,0,0,0,0,0,0,0
"X1143",506,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,444,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,41,7,12,407,13,0,0,5,0,0,1,0,0
"X1344",3387,0,0,17,0,0,0,0,0,0,0,17,359,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,1,0,0,0,1265,0,0,0,0,0,0,0,2,17,0,359,0,0,0,0,0,0,0,0,0,1,457,20,0,1245,0,0,0,357,0,0,0,0,0
"X1322",1591,11,11,208,0,0,0,202,0,0,0,2,180,0,0,1,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,18,1,0,21,37,1,0,0,0,0,29,9,2,114,180,0,0,863,0,0,11,0,0,0,0,16,0,0,21,0,131,0,0,0,0,0,1,103
"X1169",1029,0,0,2,0,0,0,0,0,0,0,2,9,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,0,0,0,0,0,0,7,0,2,0,9,0,0,0,0,0,0,0,0,0,0,25,10,0,942,10,0,0,1,0,5,0,3,0
"X1268",657,0,0,12,0,0,0,12,58,0,0,0,296,0,0,0,0,0,2,0,1,0,0,0,0,0,32,0,0,0,0,0,0,1,0,50,91,0,0,58,0,0,3,0,0,2,296,0,0,55,0,0,0,0,0,0,0,24,0,1,49,0,4,0,0,0,0,3,0,1
"X1243",21295,37,1,417,1,0,34,325,0,0,0,33,2952,0,2,23,0,46,3,0,0,0,0,1,0,0,165,0,0,0,0,1,0,117,0,109,2540,4,0,0,0,0,241,16,33,10,2952,0,0,3591,0,7,1,0,0,1,0,7478,4,0,105,0,1609,0,0,80,2,0,1255,1621
"X1222",8901,6,0,0,0,0,6,0,2,0,0,0,53,0,0,2,0,10,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,7,0,7421,0,0,0,0,0,0,0,1,0,0,53,0,0,59,0,4,0,2,0,8,0,1292,134,3,7099,185,0,0,42,0,0,0,11,53
"X1144",2918,3,0,2,0,0,0,0,0,0,0,0,206,0,0,7,0,0,0,0,0,0,0,1,0,0,23,0,0,0,0,0,0,0,0,108,204,0,0,0,0,0,17,1,0,3,206,0,0,1926,0,0,0,0,0,1,0,160,0,0,104,0,88,0,9,10,2,0,91,1020
"X1122",1756,0,0,3,0,0,0,0,0,0,0,3,173,0,0,7,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,4,1,3,7,173,0,0,1343,0,20,0,0,0,36,0,64,0,0,3,0,0,0,8,0,1,13,31,498
"X1145",2380,1,0,2,0,0,0,0,2,0,0,2,291,0,1,30,0,5,0,0,0,0,0,0,0,0,29,0,0,0,0,4,0,1,0,624,269,0,0,2,0,0,12,0,2,0,291,0,0,396,0,0,0,0,0,37,0,444,2,0,613,2,0,0,148,13,0,126,3,379
"X1147",2279,6,0,1,0,0,0,0,0,0,0,0,184,0,0,4,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,2,0,6,686,0,0,0,0,0,38,0,0,0,184,0,0,601,0,0,0,0,0,0,0,390,0,0,4,0,11,0,25,28,0,32,83,475
"X1153",1336,3,0,3,0,0,0,2,0,0,0,1,992,0,0,5,0,1,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,5,113,0,0,0,0,0,0,0,1,0,992,0,0,9,0,0,0,0,0,0,0,29,1,4,0,0,0,0,954,1,7,0,28,1
"X1158",728,0,0,2,0,0,0,0,0,0,0,2,176,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,121,140,0,0,0,0,0,0,1,2,0,176,0,0,23,0,0,0,0,0,1,0,216,0,0,121,0,159,0,1,1,1,0,14,0
"X1294",1183,6,6,3,0,0,0,0,6,0,0,3,342,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,17,0,0,6,0,0,1,0,3,76,342,0,0,609,0,0,6,0,0,0,0,14,3,0,0,0,0,0,13,30,165,0,134,0
"X1296",1349,6,6,2,0,0,0,0,0,0,0,2,472,0,0,36,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,5,0,0,240,299,0,0,0,0,0,0,0,2,47,472,0,0,0,0,2,6,0,0,0,0,38,0,0,240,0,0,0,190,7,241,0,29,0
"X1245",1729,3,2,0,0,0,0,0,97,0,0,0,31,0,0,40,0,11,0,0,1,0,0,0,0,0,17,0,0,0,0,1,0,0,0,1093,2,0,0,97,0,0,0,1,0,0,31,0,0,0,0,0,2,0,0,0,2,414,1,0,1087,3,0,0,28,0,1,0,2,0
"X1306",1620,7,1,30,0,0,0,2,67,0,0,28,549,0,0,152,0,36,0,0,0,0,0,5,0,0,8,0,0,0,0,0,4,8,0,467,0,0,0,67,0,0,0,0,28,0,549,0,0,0,0,8,0,0,0,0,0,46,0,0,466,0,0,0,420,0,124,5,0,0
"X1194",1235,0,0,197,0,0,0,193,0,0,0,0,106,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,128,217,0,0,0,0,0,5,0,0,21,106,0,0,490,0,0,0,0,0,0,0,20,0,0,128,0,0,0,0,0,0,0,0,150
"X1256",1355,1,1,0,0,0,0,0,27,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1230,0,0,0,27,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,73,68,1,1151,8,0,0,3,0,0,0,0,0
"X1195",1856,0,0,55,0,0,0,0,4,0,0,0,192,0,0,54,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,257,122,0,0,4,0,0,37,0,0,7,192,0,0,427,0,0,0,0,0,0,0,161,246,0,2,9,74,0,0,28,10,0,74,36
"X1212",1464,0,0,0,0,0,0,0,0,0,0,0,36,0,0,479,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,11,0,56,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,60,0,516,23,2,0,31,0,0,36,0,0,0,0,0
"X1217",1527,0,0,1,0,0,0,0,0,0,0,1,139,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,33,20,0,0,0,0,0,3,0,1,6,139,0,0,1154,0,0,0,0,0,0,0,1,0,0,33,0,103,0,26,0,0,0,10,55
"X1215",1778,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1205,85,0,0,1,0,0,10,0,0,0,5,0,0,6,0,0,0,0,0,0,0,277,6,0,1195,0,0,0,4,1,0,0,0,0
"X1196",1350,2,1,14,0,0,0,0,0,0,0,10,354,0,0,12,0,0,0,0,0,0,0,1,0,1,16,0,0,0,0,0,76,0,0,64,37,0,0,0,0,0,28,0,10,85,354,0,0,165,0,0,0,0,0,0,0,76,0,0,64,0,0,0,0,2,85,1,242,154
"X1198",1711,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73,0,0,1627,0,0,0,1,0,0,0,0,0
"X1318",1383,0,0,9,0,0,0,0,3,0,0,0,129,0,0,9,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,1,0,0,164,53,5,0,3,0,0,32,2,0,0,129,0,0,199,0,0,0,0,0,0,0,472,2,0,162,0,27,0,0,19,0,0,61,55
"X1231",1120,2,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,6,45,0,0,0,0,0,0,0,0,1,99,0,0,848,0,0,0,0,0,0,0,83,0,0,6,0,0,0,5,0,0,0,83,182
"X1249",2249,6,0,0,0,0,0,0,11,0,0,0,10,0,0,58,0,9,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1582,0,0,0,11,0,0,0,1,0,0,10,0,0,16,0,0,0,0,0,3,0,407,26,20,1536,0,0,0,0,0,5,0,5,0
"X1288",1442,0,0,0,0,0,0,0,87,0,0,0,472,0,0,3,0,1,9,0,0,0,0,0,0,0,14,0,0,0,0,0,7,3,0,1,0,0,0,87,0,0,23,0,0,4,472,0,0,518,0,0,0,0,0,0,0,186,0,0,1,0,317,0,146,7,0,0,0,19
"X1244",1260,0,0,0,0,0,0,0,25,0,0,0,351,0,0,33,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,11,0,730,0,0,0,25,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,35,49,7,262,404,0,0,350,0,0,0,0,0
"X1292",817,2,2,103,0,0,0,99,1,0,0,4,267,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,174,23,0,0,1,0,0,19,0,4,1,267,0,0,84,0,0,2,0,0,0,0,53,0,0,174,0,0,0,129,0,95,4,0,10
"X1267",1130,0,0,8,0,0,0,8,0,0,0,0,36,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,246,500,0,0,0,0,0,2,0,0,0,36,0,0,86,0,0,0,0,0,0,0,130,0,0,246,0,20,0,4,1,0,0,1,14
"X1162",1209,0,0,1,0,0,0,0,1,0,0,1,285,0,0,23,0,9,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,641,0,0,0,1,0,0,21,0,1,52,285,0,0,1,0,0,0,0,0,0,0,123,10,44,498,89,0,0,20,8,10,0,245,0
"X1272",1018,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,23,0,0,0,0,0,1,0,0,5,65,0,0,863,0,0,0,0,0,0,0,0,0,0,9,0,57,0,0,4,0,0,4,22
"X1166",880,4,0,29,0,0,0,0,7,0,0,29,94,0,0,24,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,20,0,0,0,7,0,0,104,1,29,0,94,0,0,432,0,0,0,0,0,0,0,57,0,0,20,0,0,0,36,8,8,22,19,64
"X1232",1138,0,0,52,0,0,0,0,1,0,0,0,53,0,0,19,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,79,125,0,0,1,0,0,3,0,0,1,53,0,0,540,0,0,0,0,0,0,0,168,0,0,79,0,0,0,1,1,0,51,0,61
"X1274",828,2,0,2,0,0,0,1,0,0,0,0,69,0,0,43,0,1,0,0,0,0,0,2,0,0,3,0,0,1,0,1,6,0,0,71,62,0,0,0,0,0,0,1,0,14,69,0,0,0,0,0,0,0,0,0,0,118,0,0,71,0,0,0,0,3,1,0,65,0
"X1282",776,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,2,0,0,0,3,0,0,304,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,3,0,0,0,53
"X1112",1016,0,0,1,0,0,0,0,0,0,0,0,66,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87,82,0,0,0,0,0,24,0,0,4,66,0,0,566,0,0,0,0,0,0,0,48,0,0,87,0,59,0,2,0,1,0,4,128
"X1113",1027,0,0,54,0,0,0,0,0,0,0,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,5,15,0,0,0,0,0,6,0,1,8,57,0,0,648,0,0,0,0,0,0,0,113,0,0,5,0,3,0,0,3,0,0,51,28
