"sampleID","read_count","p_Proteobacteria","c_Betaproteobacteria","c_Clostridia","o_Micrococcales","f_Corynebacteriaceae","f_Enterobacteriaceae","f_Lachnospiraceae","f_Mycoplasmataceae","f_Neisseriaceae","f_Pasteurellaceae","f_Peptostreptococcaceae","f_Prevotellaceae","g_Actinobaculum","g_Actinomyces","g_Aerococcus","g_Alistipes","g_Anaerococcus","g_Arcanobacterium","g_Bacteroides","g_Bifidobacterium","g_Blautia","g_Brevibacterium","g_Campylobacter","g_Corynebacterium","g_Delftia","g_Dialister","g_Dorea","g_Enterococcus","g_Ezakiella","g_Faecalibacterium","g_Finegoldia","g_Fusobacterium","g_Gemella","g_Haemophilus","g_Lactobacillus","g_Megasphaera","g_Mobiluncus","g_Moryella","g_Mycoplasma","g_Neisseria","g_Parabacteroides","g_Parvimonas","g_Peptoniphilus","g_Peptostreptococcus","g_Porphyromonas","g_Prevotella","g_Roseburia","g_Slackia","g_Sneathia","g_Staphylococcus","g_Streptococcus","g_Sutterella","g_Ureaplasma","g_Varibaculum","g_Veillonella","Atopobium_minutum","Gardnerella_vaginalis","Lactobacillus_crispatus","Lactobacillus_gasseri","Lactobacillus_iners","Lactobacillus_jensenii","Prevotella_amnii","Prevotella_bergensis","Prevotella_bivia","Prevotella_buccalis","Prevotella_disiens","Prevotella_melaninogenica","Prevotella_timonensis","Sneathia_sanguinegens"
"X1190",819,0,0,2,0,0,0,0,0,0,0,2,118,0,0,1,0,1,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,2,0,0,25,0,0,0,0,0,3,0,2,0,118,0,0,506,0,0,0,0,0,1,0,89,0,0,0,0,25,0,18,8,5,3,58,54
"X1129",1174,3,3,16,0,0,0,0,0,0,0,16,337,0,0,72,0,18,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,333,0,3,0,0,0,0,18,3,16,11,337,0,1,76,0,0,3,0,0,0,40,82,1,0,319,13,0,0,23,29,106,9,153,0
"X1205",1202,0,0,15,0,0,0,0,45,0,0,15,461,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,331,5,0,0,0,0,0,45,0,0,53,0,15,80,461,0,0,86,0,0,0,0,0,0,0,19,0,0,0,0,0,0,390,0,25,11,35,0
"X1209",2317,0,0,0,0,0,0,0,0,0,0,0,298,0,0,98,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,125,267,0,0,0,0,0,39,0,0,29,298,0,0,787,0,0,0,0,0,1,0,341,0,0,125,0,1,0,34,68,0,0,184,393
"X1134",722,0,0,2,0,0,0,2,3,0,0,0,81,0,0,23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,438,1,0,0,3,0,0,0,0,0,0,81,0,0,95,0,0,0,0,0,21,0,14,0,2,434,1,78,0,0,0,0,3,0,6
"X1179",1610,0,0,0,0,1,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,13,59,0,0,0,0,0,38,0,0,21,74,0,0,692,0,0,0,0,0,0,0,247,2,0,11,0,33,0,12,1,2,0,25,36
"X1242",1815,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,76,1,0,0,0,0,1,0,0,3,19,0,0,1605,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,19,168
"X1214",1893,0,0,0,0,0,0,0,0,0,0,0,132,0,0,38,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,26,0,0,0,0,0,0,2,0,0,0,132,0,0,484,0,13,0,0,0,742,0,221,0,0,26,0,114,0,0,0,0,17,1,13
"X1219",1998,0,0,668,0,0,0,663,0,0,0,0,83,0,0,12,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,157,22,0,0,0,0,0,2,0,0,90,83,0,0,756,0,0,0,0,0,0,0,24,0,0,157,0,29,0,1,2,0,0,44,171
"X1228",1739,0,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,380,153,0,0,0,0,0,10,0,0,0,343,0,0,580,0,0,0,0,0,0,0,88,0,0,380,0,116,0,0,9,0,0,217,25
"X1320",3129,17,5,20,0,1,1,0,0,0,0,0,1720,0,4,0,0,31,0,19,3,0,0,6,1,0,27,0,0,0,0,1,0,0,0,1258,11,0,0,0,0,0,0,5,0,0,1720,0,0,0,0,11,5,0,0,0,0,0,2,0,1255,1,0,0,1720,0,0,0,0,0
"X1247",3282,2,0,0,0,0,0,0,8,0,0,0,276,0,0,5,0,1,1,0,0,0,0,2,0,0,133,0,0,0,0,0,59,21,0,75,479,1,0,8,0,0,53,3,0,13,276,0,0,761,0,0,0,0,0,10,0,896,0,0,75,0,149,0,24,52,4,0,45,322
"X1251",3011,2,1,1,0,0,0,0,20,0,0,1,692,0,0,19,0,51,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,11,0,72,133,0,0,20,0,0,16,7,1,2,692,0,0,648,0,0,0,0,0,0,0,933,0,0,72,0,0,4,462,69,1,0,156,0
"X1324",2717,0,0,0,0,0,0,0,0,0,0,0,746,0,0,1,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,20,0,0,5,498,0,0,0,0,0,0,0,0,3,746,0,0,1114,0,0,0,0,0,0,0,171,2,0,3,0,0,0,6,19,0,0,721,207
"X1148",2549,0,0,10,0,0,0,0,5,0,0,0,481,0,0,9,0,20,1,0,0,0,0,0,0,0,104,0,0,0,0,0,0,6,0,186,231,6,0,5,0,0,23,2,0,6,481,0,0,440,0,1,0,0,0,0,0,539,0,0,176,0,191,0,11,3,0,0,151,136
"X1189",3443,0,0,7,0,0,0,0,0,0,0,7,382,0,0,0,0,2,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,45,0,761,7,0,0,0,0,0,0,1,7,0,382,0,0,0,0,0,0,0,0,100,0,580,0,0,757,4,0,0,371,0,10,0,1,0
"X1356",2332,0,0,144,0,0,0,21,6,0,0,26,360,0,0,1,0,20,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,13,26,0,0,6,0,0,46,12,26,52,360,0,0,1153,0,0,0,0,0,0,0,309,0,0,13,0,216,0,3,0,91,0,16,50
"X1286",2200,0,0,34,0,0,0,30,2,0,0,2,226,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,1,0,10,0,170,8,0,0,2,0,0,92,1,2,3,226,0,0,1350,0,18,0,0,0,0,0,116,0,0,170,0,0,0,113,9,6,0,70,444
"X1310",2858,1,0,3,0,0,0,0,0,0,0,3,34,1,0,316,0,30,0,0,3,0,0,0,0,0,5,0,0,0,0,12,2,0,0,743,0,0,0,0,0,0,0,1,3,4,34,0,0,0,0,179,0,0,0,858,0,666,0,0,742,0,0,0,28,0,0,0,6,0
"X1098",2695,1,1,27,0,0,0,0,8,0,0,27,593,0,0,8,0,5,5,0,0,0,0,0,0,0,89,0,0,0,0,0,73,10,0,722,95,2,0,8,0,0,44,0,27,0,593,0,0,801,0,0,1,0,0,0,0,112,0,0,722,0,487,0,38,0,2,0,66,38
"X1342",2421,1,0,1,0,0,0,1,0,0,0,0,328,0,0,21,0,4,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,62,470,0,0,0,0,0,10,0,0,0,328,0,0,3,0,0,0,0,0,0,0,1058,0,0,62,0,0,0,308,0,0,0,19,0
"X1275",1705,0,0,52,0,0,0,4,34,0,0,11,415,0,0,78,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,41,0,147,4,0,0,34,0,0,30,0,11,18,415,0,0,429,0,0,0,0,0,0,0,262,0,0,147,0,11,0,336,10,0,0,20,34
"X1229",2280,0,0,95,0,0,0,0,0,0,0,95,1680,0,0,0,0,46,0,0,0,0,0,0,0,0,31,0,6,0,0,1,0,0,0,249,0,0,0,0,0,0,1,1,95,17,1680,0,0,1,0,4,0,0,0,25,2,117,0,0,248,0,0,0,660,1,870,0,144,0
"X1346",3035,1,0,90,0,0,0,46,6,0,1,0,465,0,0,37,0,10,0,0,0,0,0,0,0,0,126,0,0,0,0,1,0,5,1,23,147,1,0,6,0,0,97,0,0,15,465,0,0,1031,0,0,0,0,0,0,0,467,0,0,23,0,136,0,0,6,0,0,163,273
"X1348",1993,0,0,738,0,0,0,689,16,0,0,0,150,0,0,6,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,11,0,0,13,86,14,0,16,0,0,13,2,0,7,150,0,0,614,0,0,0,0,0,0,0,231,0,0,12,0,55,0,0,0,0,0,25,139
"X1350",2845,0,0,5,0,2,0,0,57,0,0,0,281,0,0,74,0,1,6,0,0,0,0,0,2,0,19,0,0,0,0,0,0,25,0,375,143,0,0,57,0,0,280,7,0,50,281,0,0,944,0,0,0,0,0,0,0,222,0,0,375,0,13,0,51,16,26,13,160,141
"X1248",1992,3,1,3,0,2,0,0,153,0,0,1,708,0,0,21,0,0,0,0,303,0,0,0,2,0,64,0,0,0,0,0,0,2,0,0,31,0,0,153,0,0,130,11,1,0,708,0,0,259,0,0,1,0,0,0,0,71,0,0,0,0,2,0,321,44,91,7,243,12
"X1092",2021,0,0,0,0,0,0,0,1,0,0,0,391,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,18,150,0,0,1,0,0,23,0,0,0,391,0,0,1,0,0,0,0,0,0,0,408,0,0,18,0,377,0,0,0,0,0,14,0
"X1285",3832,2,0,577,0,0,0,577,6,0,0,0,268,0,0,31,0,0,1,0,0,0,0,0,0,0,36,0,0,0,0,0,0,18,0,1091,343,0,0,6,0,0,30,4,0,3,268,0,0,263,0,0,0,0,0,0,0,746,0,0,1090,0,80,0,3,17,0,0,125,129
"X1299",2685,22,22,1,0,0,0,0,2,0,0,0,801,0,0,2,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,2,0,15,92,0,0,2,0,0,24,4,0,34,801,0,0,486,0,0,22,0,0,0,0,400,0,0,15,0,0,0,8,42,34,0,715,84
"X1328",1846,0,0,11,0,0,0,0,0,0,0,0,266,0,0,8,0,2,1,0,0,0,0,0,0,0,113,0,0,0,0,0,0,4,0,22,278,0,0,0,0,0,10,6,0,0,266,0,0,53,0,0,0,0,0,0,0,855,0,0,22,0,0,0,0,12,0,0,119,0
"X1336",2983,0,0,25,0,0,0,2,0,0,0,0,585,0,0,6,0,9,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,1,0,133,168,11,0,0,0,0,4,6,0,3,585,0,0,1366,0,0,0,0,0,0,0,434,0,0,133,0,205,0,0,0,0,0,34,430
"X1139",2543,0,0,114,0,0,0,61,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,2,23,1,0,0,0,0,22,2,0,46,199,0,0,1905,0,0,0,0,0,0,0,41,0,0,2,0,156,0,2,5,0,0,36,179
"X1173",1755,1,1,10,0,0,0,0,0,0,0,9,253,0,0,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,239,329,0,0,0,0,0,9,0,9,0,253,0,0,249,0,0,0,0,0,0,0,127,0,0,239,0,252,0,0,0,0,0,0,233
"X1157",2078,0,0,110,0,0,0,110,0,0,0,0,296,0,0,1,0,1,0,0,0,0,0,0,0,0,29,0,0,0,0,1,0,0,0,65,568,0,0,0,0,0,23,0,0,0,296,0,0,448,0,0,0,0,0,0,0,262,5,0,60,0,253,0,0,6,0,0,31,448
"X1260",2529,0,0,3,0,0,0,0,0,0,0,3,896,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,9,0,0,30,125,4,0,0,0,0,23,0,3,47,896,0,0,969,0,0,0,0,0,0,0,40,0,0,30,0,459,0,0,13,18,0,400,79
"X1358",1337,0,0,142,0,0,0,114,1,0,0,12,199,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,55,0,0,41,135,3,0,1,0,0,22,1,12,25,199,0,0,652,0,0,0,0,0,0,0,23,0,0,41,0,86,0,34,1,34,0,33,462
"X1303",1317,2,2,85,0,0,0,84,0,0,0,1,488,0,0,6,0,1,0,0,0,0,0,0,0,0,53,0,0,0,0,7,0,0,0,0,122,37,5,0,0,0,0,9,1,16,488,0,0,0,0,0,2,0,0,0,0,386,0,0,0,0,0,0,0,48,54,0,381,0
"X1101",2451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,476,2,1817,145,0,0,0,0,0,0,0,0
"X1109",1747,0,0,368,0,0,0,368,0,0,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,4,0,2,54,0,0,0,0,0,30,0,0,0,60,0,0,1059,0,0,0,0,0,0,0,98,0,0,2,0,0,0,7,2,18,0,33,119
"X1114",1526,0,0,660,0,0,0,656,0,0,0,0,14,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,312,306,0,0,0,0,0,15,0,0,0,14,0,0,34,0,0,0,0,0,0,0,32,0,0,311,0,7,0,0,0,0,0,1,28
"X1270",1390,0,0,294,0,0,0,293,0,0,0,0,247,0,0,1,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,32,379,0,0,0,0,0,5,0,0,14,247,0,0,136,0,0,0,0,0,0,0,49,0,0,32,0,230,0,0,4,0,0,12,116
"X1304",2013,0,0,1452,0,0,0,1452,3,0,0,0,249,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,3,207,0,0,3,0,0,3,0,0,4,249,0,0,57,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,26
"X1230",1416,2,2,203,0,0,0,197,0,0,0,2,308,0,0,2,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,75,57,28,0,0,0,0,2,0,2,67,308,0,0,446,0,0,2,0,0,0,0,115,1,0,74,0,194,0,0,2,0,0,30,206
"X1192",1513,0,0,215,0,0,0,215,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,788,466,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,28,0,0,788,0,3,0,0,0,0,0,0,0
"X1182",1218,0,0,296,0,0,0,279,0,0,0,0,127,0,0,2,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,43,135,0,0,0,0,0,2,1,0,23,127,0,0,445,0,0,0,0,0,0,0,19,0,0,43,0,64,0,0,0,0,0,9,30
"X1133",954,0,0,234,0,0,0,212,1,0,0,1,181,0,0,2,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,16,30,0,0,1,0,0,20,0,1,6,181,0,0,148,0,0,0,0,0,0,0,145,0,0,16,0,85,0,0,2,14,0,80,42
"X1184",1126,29,1,480,0,0,0,461,1,0,0,6,319,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,98,10,0,1,0,0,4,0,6,28,319,0,0,103,0,0,1,0,0,0,0,17,0,0,0,0,25,0,3,25,0,0,40,40
"X1202",1120,0,0,523,0,0,0,516,1,0,0,0,223,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,51,1,0,12,60,0,0,1,0,0,16,0,0,46,223,0,0,151,0,0,0,0,0,0,0,3,0,0,12,0,25,0,0,0,0,0,4,8
"X1171",1352,0,0,367,0,0,0,278,1,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,97,1,0,1,0,0,7,1,0,11,180,0,0,338,0,0,0,0,0,1,0,195,1,0,1,0,54,0,1,1,0,0,2,6
"X1218",2080,0,0,1344,0,0,0,1338,0,0,0,0,158,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,147,39,0,0,0,0,0,11,0,0,46,158,0,0,163,0,0,0,0,0,0,0,42,0,0,147,0,61,0,0,0,0,0,1,47
"X1187",1966,1,0,408,0,0,0,407,0,0,0,0,429,0,0,3,0,4,0,0,0,0,0,1,0,0,28,0,0,0,0,0,0,19,0,0,211,3,0,0,0,0,24,1,0,65,429,0,0,233,0,0,0,0,0,0,0,341,0,0,0,0,5,0,66,63,0,0,295,23
"X1291",2420,0,0,2278,0,0,0,2277,0,0,0,0,32,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,32,0,0,10,0,0,0,0,0,0,0,30,0,0,2,0,16,0,0,0,0,0,0,0
"X1090",3127,0,0,1471,0,0,0,1433,1,0,0,0,75,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,143,114,0,0,1,0,0,12,0,0,41,75,0,0,862,0,0,0,0,0,0,0,104,0,0,143,0,15,0,7,0,0,0,5,80
"X1226",3239,2,2,837,0,0,0,837,8,0,0,0,382,0,0,0,0,0,0,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,294,0,0,8,0,0,7,1,0,58,382,0,0,1586,0,0,2,0,0,0,0,2,0,0,0,0,0,0,10,8,176,0,53,32
