"sampleID","read_count","d_Eukaryota","p_Proteobacteria","c_Clostridia","o_Clostridiales","o_Micrococcales","f_Carnobacteriaceae","f_Corynebacteriaceae","f_Enterobacteriaceae","f_Lachnospiraceae","f_Mycoplasmataceae","f_Neisseriaceae","f_Pasteurellaceae","f_Peptostreptococcaceae","f_Prevotellaceae","f_Ruminococcaceae","g_Acidaminococcus","g_Acinetobacter","g_Actinobacillus","g_Actinomyces","g_Actinotignum","g_Aerococcus","g_Akkermansia","g_Alistipes","g_Alloprevotella","g_Alloscardovia","g_Anaerococcus","g_Anaeroglobus","g_Anaerostipes","g_Arcanobacterium","g_Bacillus","g_Bacteroides","g_Bergeyella","g_Bifidobacterium","g_Blautia","g_Brevibacterium","g_Bulleidia","g_Campylobacter","g_Catonella","g_Collinsella","g_Corynebacterium","g_Cupriavidus","g_Delftia","g_Dermabacter","g_Dialister","g_Dorea","g_Enhydrobacter","g_Enterococcus","g_Ezakiella","g_Facklamia","g_Faecalibacterium","g_Finegoldia","g_Fusicatenibacter","g_Fusobacterium","g_Gallicola","g_Gemella","g_Globicatella","g_Granulicatella","g_Haemophilus","g_Helcobacillus","g_Helcococcus","g_Helicobacter","g_Howardella","g_Jonquetella","g_Klebsiella","g_Kocuria","g_Lachnoclostridium","g_Lachnospira","g_Lactobacillus","g_Lactococcus","g_Lawsonella","g_Leptotrichia","g_Leucobacter","g_Megasphaera","g_Micrococcus","g_Mobiluncus","g_Mogibacterium","g_Moryella","g_Murdochiella","g_Mycoplasma","g_Negativicoccus","g_Neisseria","g_Nosocomiicoccus","g_Oligella","g_Olsenella","g_Parabacteroides","g_Parvimonas","g_Peptococcus","g_Peptoniphilus","g_Peptostreptococcus","g_Phascolarctobacterium","g_Porphyromonas","g_Prevotella","g_Proteus","g_Pseudarthrobacter","g_Pyramidobacter","g_Ralstonia","g_Romboutsia","g_Roseburia","g_Rothia","g_Senegalimassilia","g_Shewanella","g_Slackia","g_Sneathia","g_Solobacterium","g_Sphingomonas","g_Staphylococcus","g_Stenotrophomonas","g_Streptococcus","g_Subdoligranulum","g_Sutterella","g_Tessaracoccus","g_Trichococcus","g_Trueperella","g_Ureaplasma","g_Varibaculum","g_Variovorax","g_Veillonella","g_Weeksella","Atopobium_deltae","Atopobium_parvulum","Atopobium_vaginae","Gardnerella_vaginalis","Lactobacillus_crispatus","Lactobacillus_delbrueckii","Lactobacillus_gasseri","Lactobacillus_iners","Prevotella_amnii","Prevotella_bivia","Prevotella_buccalis","Prevotella_corporis","Prevotella_disiens","Prevotella_nanceiensis","Prevotella_oris","Prevotella_timonensis","Sneathia_sanguinegens"
"SRR18691324",206446,14,175,10018,2702,39,0,992,0,225,0,29,0,42,2467,0,0,0,0,75,0,0,0,0,0,0,1753,108,0,0,0,0,0,0,0,0,0,140,0,0,960,0,0,0,525,0,0,0,220,0,0,3161,0,120,0,0,0,0,0,0,0,0,31,62,0,0,0,0,189750,0,32,0,0,11,39,82,0,194,0,0,0,0,0,0,0,0,0,36,1788,42,0,261,2405,0,0,0,24,0,0,0,0,0,0,26,0,39,228,0,205,0,0,0,0,0,0,340,0,0,0,0,0,6,0,0,0,0,77151,27,0,280,0,0,0,0,553,26
"SRR18691325",188098,0,36,28669,6912,37,0,2562,0,47,0,0,0,111,2751,0,0,0,0,138,0,0,0,0,0,0,4047,74,0,0,0,0,0,0,0,16,0,67,0,0,2309,0,0,21,1037,0,0,0,146,0,0,10345,0,76,23,0,0,0,0,0,0,0,35,0,0,0,0,0,150168,0,253,0,0,12,0,20,0,0,0,0,5,0,0,0,0,0,0,0,6668,111,0,267,2751,0,0,0,0,0,0,0,0,0,0,0,0,14,119,0,415,0,0,0,0,0,0,236,0,0,0,22,0,0,64,0,0,0,63021,0,0,60,0,0,0,0,631,0
"SRR18691326",228899,0,10,7923,2140,3,0,418,0,56,0,0,0,71,2175,2,0,6,0,29,0,4,93,0,0,0,1159,36,0,0,0,26,0,16,0,3,0,62,0,0,168,0,0,0,468,0,0,0,21,0,0,3196,0,69,5,0,0,0,0,0,0,0,31,0,0,0,0,0,216826,0,250,0,0,20,0,0,2,6,0,0,17,0,0,0,0,3,0,0,1252,71,0,152,2138,0,0,0,0,0,0,0,0,0,0,19,0,0,16,0,125,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,92120,19,0,92,0,0,0,0,115,0
"SRR18691327",214889,0,7541,6703,0,45,0,5956,87,189,0,0,6678,0,20665,0,293,272,0,0,0,0,0,0,0,0,2157,0,68,0,0,7,0,142823,105,0,0,0,0,0,5755,0,0,45,2126,0,0,1144,59,0,0,2768,0,0,0,1400,0,0,6678,0,0,0,0,0,0,0,0,0,195,0,152,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,0,0,33,20659,0,0,0,0,0,0,0,0,0,0,13,0,0,12155,64,12239,0,108,0,0,0,0,0,20,0,0,0,0,0,50,0,0,0,62,13,0,718,0,0,0,0,708,0
"SRR18691328",103744,0,3495,2939,0,0,0,3441,0,42,0,0,3233,0,10158,0,263,0,0,0,0,0,0,0,0,0,1207,0,0,0,0,0,0,65268,42,0,0,0,0,0,3179,0,0,0,1041,0,0,999,0,0,0,1285,0,0,0,640,0,0,3233,0,0,0,0,0,0,0,0,0,59,0,262,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,47,10158,0,0,0,0,0,0,0,0,0,0,0,0,0,6421,0,7499,0,220,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,26,0,0,305,0,0,0,0,276,0
"SRR18691329",244810,0,97,8185,0,0,0,0,0,2944,64,56,0,2096,119596,0,0,0,0,0,0,391,0,0,0,0,124,0,0,628,0,0,0,0,0,0,67,0,0,0,0,0,0,0,4144,0,0,0,0,0,0,6,0,2,0,1228,0,0,0,0,0,10,102,0,0,0,0,0,2567,0,0,0,0,31522,0,0,0,95,0,35,0,0,0,0,0,0,225,0,191,2096,0,3081,103781,0,0,0,0,0,0,0,0,0,0,48451,0,0,0,0,0,0,41,0,0,0,29,0,0,0,0,0,0,5305,9256,0,0,0,1486,72501,0,0,0,0,0,0,1673,27980
"SRR18691330",213751,0,254,9569,0,36,164,0,22,6911,532,50,0,0,45832,0,0,0,0,0,0,1724,0,0,0,0,170,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3993,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,0,0,0,0,0,23542,0,0,0,0,47587,36,0,0,0,0,152,0,50,0,0,0,0,172,0,194,0,0,0,33448,0,0,0,0,0,0,0,0,0,0,11195,0,0,0,0,26,0,0,0,164,0,380,0,0,0,0,0,0,13538,24994,0,0,0,14121,4669,0,0,0,0,0,0,1440,2979
"SRR18691331",235661,0,444,11868,0,0,0,7,8,2884,512,391,0,364,94587,0,0,7,0,0,0,724,0,0,0,0,776,0,0,289,0,0,0,0,0,0,141,5,0,0,7,0,0,0,1447,0,0,0,0,0,0,43,0,25,6,1579,0,0,0,0,0,0,153,0,8,0,0,0,13191,0,0,0,0,5825,0,4,0,36,11,96,0,0,0,0,0,0,2043,0,279,364,0,39,92045,0,0,0,0,0,0,0,0,0,0,54455,0,0,10,7,15,0,0,0,0,0,416,0,0,0,0,0,0,7079,22443,0,0,0,7898,77436,0,0,9,23,0,0,695,33513
"SRR18691334",192802,0,79,56425,0,0,0,11,0,34461,290,0,0,7063,47838,0,0,0,0,0,0,11,0,0,0,0,214,0,0,28,0,0,0,0,8,0,433,0,0,0,0,0,0,0,8716,0,0,0,0,0,0,52,0,0,16,0,0,0,0,0,0,0,78,0,0,0,43,0,454,0,11,0,0,14078,0,13077,11,747,0,239,0,0,0,0,0,0,2292,816,2649,7063,0,6443,38570,0,0,0,0,0,0,0,0,0,12,16998,0,0,0,0,7,0,69,0,0,0,51,0,0,0,0,8,0,8231,7791,0,0,0,181,5359,0,45,0,0,0,0,304,7427
"SRR18691335",232799,0,0,78303,0,0,0,0,0,58760,175,0,0,13553,88098,6,0,0,0,0,0,171,0,0,0,0,47,0,0,5,0,0,0,0,0,0,385,18863,0,0,0,0,0,0,2720,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,14,0,1437,0,0,0,0,7495,0,3023,0,494,0,118,0,0,0,0,0,0,1327,0,1107,13553,0,11879,83013,0,0,0,0,0,0,0,0,0,5,1992,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,873,13045,0,0,0,1270,11141,0,23,2,0,0,0,173,801
"SRR18691336",99969,0,3165,14914,0,142,0,0,77,14094,135,0,923,180,37232,0,0,529,0,0,0,417,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,7624,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,0,346,0,0,923,0,0,0,0,0,0,0,0,0,4435,0,0,0,0,9235,0,1724,33,85,0,135,0,0,0,0,0,0,174,0,0,180,0,510,34701,0,142,0,0,0,46,0,0,0,0,3106,0,0,88,0,130,0,0,0,0,0,0,0,132,0,0,0,0,151,7926,0,0,0,4194,11919,0,0,0,0,0,0,1075,310
"SRR18691337",22294,0,256,3559,0,34,0,48,0,3559,0,0,0,0,7169,0,0,256,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,0,0,48,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091,0,0,0,0,2724,0,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,6392,0,0,0,0,0,0,0,0,0,0,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1387,0,0,0,1027,2570,0,0,0,0,0,0,83,0
"SRR18691338",209692,0,0,43855,0,0,0,0,0,35237,514,0,0,3566,61814,0,0,0,0,0,0,76,0,0,0,0,32,0,0,0,0,0,0,0,0,0,342,4962,0,0,0,0,0,0,5310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,40,0,6369,0,0,0,0,20625,0,1409,0,1217,2,494,0,0,0,0,0,0,541,96,419,3566,0,28282,54199,0,0,0,0,0,0,0,0,0,19,7124,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,728,20308,0,0,0,5996,21666,0,150,0,0,0,0,1683,487
"SRR18691339",208521,0,15,2268,0,40,0,111,0,570,279,0,0,143,70815,0,0,0,0,2,0,82,0,0,0,0,139,0,0,0,0,0,0,0,0,9,30,31,0,0,84,0,0,0,2130,0,0,0,11,0,0,393,0,0,5,0,0,0,0,0,0,0,60,0,0,0,0,0,4456,0,27,0,0,37113,0,86,0,492,0,246,0,0,0,7,0,0,381,0,188,143,0,1655,70584,0,0,0,0,0,0,0,0,0,0,59110,0,0,0,0,0,0,8,0,0,0,33,7,0,0,0,0,0,3099,22616,0,0,0,3190,54874,0,32,255,64,0,0,11696,24203
"SRR18691340",203865,0,35,7656,0,43,0,352,0,215,29,0,0,1723,44374,0,0,0,0,0,0,3904,0,0,0,0,2779,0,0,0,0,0,0,0,0,0,141,194,0,0,274,0,0,0,1531,0,0,0,50,13,0,1316,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,13251,0,78,0,0,27146,0,20,0,55,62,0,0,0,0,16,0,0,508,26,754,1719,0,532,44223,0,0,0,0,0,0,0,0,0,0,39531,0,0,7,0,283,0,19,0,0,0,29,5,0,1439,0,5,0,7931,52018,0,0,0,9516,29748,4331,107,706,75,0,0,3118,1064
"SRR18691341",186991,0,0,793,0,0,0,0,0,6,11,0,0,0,14978,0,0,0,0,0,0,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,0,0,0,0,0,0,20,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,106411,0,0,0,0,36689,0,0,0,0,0,11,0,0,0,0,0,0,300,0,32,0,0,0,14963,0,0,0,0,0,0,0,0,0,0,2757,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,472,21721,0,0,0,77982,10841,0,0,0,12,0,0,255,796
"SRR18691342",185518,0,0,1059,0,0,0,0,0,0,155,0,0,65,56216,0,0,0,0,0,0,594,0,0,0,0,37,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,849,0,0,0,0,0,0,11,0,471,0,14,0,0,0,0,0,0,0,0,0,0,0,0,64684,0,0,0,0,32195,0,9,0,0,0,6,0,0,0,0,0,0,207,0,2,65,0,0,56188,0,0,0,0,0,0,0,0,0,0,5961,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,2102,18209,0,0,0,47974,45669,419,0,5,0,0,0,2896,5587
"SRR18691343",175629,0,0,745,0,0,0,0,0,14,7,0,0,0,34056,0,0,0,0,0,0,1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1477,0,0,0,3,0,0,14,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,49049,0,0,0,0,57779,0,0,0,0,0,0,0,0,0,0,0,0,342,0,25,0,0,0,34044,0,0,0,0,0,0,0,0,0,0,933,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1163,26721,0,0,0,36887,30458,0,0,11,9,0,0,216,615
"SRR18691345",174260,0,2325,70978,0,2135,0,8667,13,463,291,0,0,12,32659,0,0,0,0,76,0,0,0,0,0,0,31690,0,0,182,0,0,0,0,0,650,0,3210,0,0,8409,0,0,0,3622,0,0,0,4126,270,0,8572,0,30,2178,0,106,0,0,0,2223,0,382,0,0,0,0,0,41462,0,258,0,1096,0,0,125,0,76,475,291,0,0,0,2227,0,0,0,0,21172,12,0,1001,32238,0,0,0,0,0,0,0,0,0,46,0,0,0,36,0,0,0,57,0,0,164,0,4226,0,0,225,227,0,0,0,0,0,0,29,0,0,4527,4489,0,0,0,6456,0
"SRR18691346",187061,0,2732,29040,0,1946,6,6927,7,437,149,8,40,0,15058,0,0,0,0,58,0,0,0,0,0,0,15891,0,0,102,0,40,0,0,0,477,0,1089,0,0,6846,0,10,0,3445,0,0,0,890,619,0,1042,0,50,527,0,91,0,40,0,3710,0,398,0,0,0,0,0,121043,0,81,0,967,13,0,38,0,39,63,149,0,0,110,2507,0,0,0,0,6367,0,0,277,14666,0,0,0,0,0,0,0,0,0,25,10,0,0,63,0,14,0,0,0,0,79,0,2384,0,0,330,117,0,9,31,0,0,0,63,0,0,576,739,0,0,0,3268,10
"SRR18691347",189134,0,56,4577,0,83,0,342,0,940,11,0,0,0,7710,0,0,2,0,0,0,0,0,0,0,0,1561,10,0,0,0,0,0,0,0,20,0,379,0,0,299,0,0,0,1250,0,0,0,68,13,0,701,0,0,43,0,0,0,0,0,33,0,917,0,0,0,0,0,174004,0,43,0,22,15,0,13,0,4,10,11,0,0,0,54,0,0,0,0,1204,0,0,3,7506,0,0,0,0,0,0,0,0,0,21,0,0,0,17,0,5,0,0,0,0,18,0,277,0,0,5,9,0,0,61,0,0,0,85,17,0,153,273,0,0,0,2047,0
"SRR18691348",210528,0,127,1974,0,7,0,168,6,397,0,0,0,5,2702,0,0,11,0,10,0,0,0,0,0,0,547,0,0,8,0,0,0,0,0,0,0,421,0,0,158,0,0,0,373,0,0,0,75,11,0,230,0,0,52,0,0,0,0,0,28,0,364,0,0,0,0,0,204305,0,10,0,0,19,0,5,0,10,0,0,0,0,0,55,0,0,0,0,632,5,0,44,2565,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,14,0,85,0,0,12,10,0,0,0,0,0,0,129,14,0,106,311,0,0,0,552,0
"SRR18691349",195721,0,33,3022,0,21,0,151,0,322,25,0,0,0,9386,0,0,0,0,8,0,0,0,0,0,0,1705,0,0,8,0,0,0,0,0,10,0,421,0,0,148,0,0,0,2001,0,0,0,56,0,0,386,0,0,20,0,0,0,0,0,4,0,313,0,0,0,0,0,180216,0,3,0,11,0,0,6,0,0,12,25,0,0,0,30,0,0,0,0,517,0,0,32,9191,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,0,168,0,0,9,8,0,0,28,0,0,0,53,0,0,246,244,0,0,0,2689,0
"SRR18691350",169638,0,14,1511,0,0,0,90,0,91,0,0,0,14,615,20,0,0,0,0,0,0,0,0,0,0,356,0,5,0,0,27,0,0,17,0,0,0,0,0,53,0,0,0,83,14,0,0,8,0,20,690,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,166554,0,37,0,0,17,0,0,0,0,16,0,0,0,0,0,0,0,0,0,295,14,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,168,0,0,0,0,0,0,110,0,12,0,0,0,0,43,0,0,0,961,9,78,42,0,99,0,0,138,0
"SRR18691351",176484,0,15,180,0,0,0,65,0,25,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,14,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175637,0,26,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1465,0,0,25,10,0,0,0,16,0
"SRR18691352",225518,0,20,685,0,0,0,22,0,165,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,221365,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,61,332,0,0,0,0,0,9,0,0,0,0,21,0,0,0,0,1892,0,0,0,0,0,0,11,0,17,0,0,0,9,115,0,0,0,215910,0,0,42,0,65,0,0,211,0
"SRR18691353",217719,0,20,290,0,5,0,59,0,41,0,0,0,0,100,2,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,11,0,0,0,0,0,7,0,0,52,0,0,0,19,0,0,8,11,0,2,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216917,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,56,0,0,17,92,0,0,0,0,0,0,0,0,0,0,15,0,8,0,0,34,0,0,0,0,0,0,15,0,0,0,0,0,7,49,0,0,0,5815,11,0,14,4,34,0,0,17,15
"SRR18691354",192465,0,17,131,0,0,0,4,0,14,0,0,0,0,27,0,0,17,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,59,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,192182,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,794,0,10,0,0,4,0,0,13,0
"SRR18691356",185786,0,0,14827,0,3,0,8,0,315,0,0,0,1338,60144,0,0,0,0,2240,0,0,0,0,0,8372,8985,0,0,47,0,0,0,35,0,0,0,31,0,0,0,0,0,0,5883,0,0,0,0,0,0,2140,0,0,0,1755,0,0,0,0,0,0,303,0,0,0,0,0,79019,0,8,0,0,0,0,33,0,0,974,0,0,0,0,0,314,0,0,0,1018,1338,0,23,60131,0,0,0,0,0,0,0,0,0,0,0,1894,0,0,0,8291,0,0,0,0,0,0,111,0,0,0,0,0,0,41,0,0,0,71249,38,1470,179,7,25522,0,0,31470,0
"SRR18691357",174204,0,353,1096,0,4,0,782,0,25,98,0,0,0,605,0,0,43,0,0,76,11,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,256,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169100,0,301,0,0,32,0,73,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,488,0,0,7,0,0,0,0,0,0,0,52,0,0,68,0,308,0,0,0,0,0,98,0,0,10,0,0,0,49,91,0,0,0,69483,14,0,0,0,0,0,0,255,17
"SRR18691358",136832,0,2403,24427,0,40,0,3098,791,4094,58,0,0,0,14630,3679,0,1078,0,161,0,322,128,828,0,0,1221,0,272,0,0,2100,0,119,481,40,0,193,0,41,2404,0,0,0,2274,60,54,229,34,0,2523,12304,539,0,0,0,0,0,0,0,0,0,82,0,134,0,60,0,81934,0,694,0,0,7,0,162,0,0,349,0,0,0,0,0,0,64,0,0,1508,0,0,80,9811,0,0,0,0,0,417,0,0,0,0,10,0,0,614,0,251,334,0,0,0,0,58,405,0,154,0,0,0,0,75,0,0,0,26129,0,1615,472,350,0,0,0,1914,10
"SRR18691359",59143,0,868,9445,178,0,0,1572,199,1677,0,0,0,0,6526,1742,0,119,0,49,0,258,0,894,0,0,460,0,277,0,0,1166,0,79,273,0,0,30,0,0,1436,0,0,0,989,136,74,0,0,0,1507,4758,209,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,35984,0,136,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,39,5182,0,0,0,0,0,103,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,78,0,126,0,0,0,0,33,0,0,0,10921,0,777,35,395,0,0,0,1005,0
"SRR18691360",190628,0,294,2548,0,31,0,4125,50,25,3536,8,189,0,4241,5,0,10,0,0,16,2550,0,0,0,0,1050,0,0,0,0,0,0,20,0,0,0,40,0,0,3789,0,0,8,544,0,0,429,0,0,5,1218,0,0,0,6509,0,0,189,0,0,0,10,0,7,0,0,0,143186,0,336,0,0,11,0,7,0,0,0,0,0,8,0,0,0,0,0,0,250,0,0,0,3793,0,0,0,0,0,0,0,0,0,0,0,8,0,7868,0,14123,0,0,0,0,0,3536,0,0,222,0,0,0,15,123,0,0,0,65777,0,614,62,34,0,0,0,282,0
"SRR18691393",218303,0,210,1958,0,28,231,5992,31,19,2764,53,14,0,540,22,0,16,0,25,0,666,0,0,0,0,664,0,0,0,15,0,0,0,0,0,0,27,0,0,5895,0,0,5,18,0,0,483,12,0,0,1009,0,0,0,2884,0,231,0,0,0,0,0,0,0,0,0,0,111832,0,97,0,0,27,0,24,0,0,0,0,11,53,0,0,0,0,0,0,176,0,0,47,430,0,0,0,0,0,0,23,0,0,0,11,0,0,23629,0,66634,0,0,0,0,0,2764,48,0,42,0,0,0,17,54,0,0,0,47068,16,82,151,9,0,0,0,103,0
"SRR18691394",184490,0,1036,336,0,0,16,241,0,13,559,28,1005,0,471,0,0,0,0,0,5,1011,0,0,0,0,157,0,0,0,0,0,0,12,0,0,0,3,0,0,241,0,0,0,212,0,0,0,0,0,0,143,0,0,0,4665,0,16,967,0,0,0,4,0,0,0,0,0,155891,0,0,0,0,4,0,0,0,0,0,0,0,28,0,0,0,3,0,0,23,0,0,7,337,0,0,0,0,0,0,0,0,0,0,140,0,0,417,0,18399,0,0,0,0,0,559,0,0,356,0,0,6,9,34,0,0,0,67293,0,36,0,11,0,0,0,22,0
"SRR18691395",232727,0,3,49485,0,14,0,178,0,37055,27,0,0,94,104838,0,0,0,0,2,0,169,0,0,0,0,463,2,0,0,0,0,0,0,0,0,213,45,0,0,178,0,0,0,3752,0,0,0,9,6,0,271,0,0,8,691,0,0,0,0,0,0,108,0,0,0,0,0,303,0,0,0,0,36609,0,0,0,2026,0,27,6,0,0,0,0,0,687,20,231,94,0,1253,71420,0,0,4,0,0,0,0,0,0,0,9635,0,0,13,0,7,0,3,0,0,0,0,11,0,0,0,0,0,456,13321,0,0,0,126,52,0,0,717,10,0,0,43,8499
"SRR18691396",226387,0,0,71606,0,0,0,2,0,66504,168,0,0,0,78670,0,0,0,0,0,0,1412,0,0,0,0,20,0,0,0,0,0,0,0,0,0,19,8,0,0,0,0,0,0,3760,0,0,0,0,0,0,48,0,0,2,94,0,0,0,0,0,0,0,0,0,0,0,0,16310,0,2,0,0,32658,0,0,0,0,0,168,0,0,0,0,0,0,157,0,168,0,0,0,76258,0,0,0,0,0,0,0,0,0,0,962,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,18331,0,0,0,16203,74,0,0,69,7,0,0,16,609
"SRR18691397",215597,0,0,126027,0,0,0,10,0,109957,9,0,0,3417,17205,0,0,0,0,0,0,163,0,0,0,0,69,0,0,5,0,0,0,0,0,0,696,3,0,0,7,0,0,0,3788,0,0,0,0,0,0,128,0,27,3,0,0,0,0,0,0,0,174,0,0,0,0,0,847,0,3,0,0,1759,0,134,0,664,0,9,4,0,0,0,0,0,3568,0,1269,3417,0,1829,16524,0,0,0,0,0,0,0,0,0,0,22089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3360,32959,0,0,0,540,1522,10,0,11,0,0,0,27,0
"SRR18691399",198330,0,0,1794,0,0,0,18,0,1252,0,0,0,0,768,0,0,0,0,0,0,89,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,4,0,0,18,0,0,0,687,0,0,0,9,0,0,168,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,189792,0,0,0,0,2534,0,0,0,0,0,0,0,0,0,0,0,0,10,0,119,0,0,0,712,0,0,0,0,0,0,0,0,0,0,38,0,0,10,0,31,0,0,0,0,0,0,9,0,20,0,0,0,21,2373,0,0,0,189625,39,0,8,60,3,0,0,16,21
"SRR18691400",221316,0,7,2554,0,0,0,23,0,2062,9,0,0,6,311,0,0,4,0,0,0,568,0,0,0,0,58,0,0,3,0,0,0,13,0,0,0,6,0,0,16,0,0,0,390,0,0,0,0,0,0,168,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,206118,0,7,0,0,5621,0,5,0,0,0,0,0,0,0,0,0,0,97,0,119,6,0,15,265,0,0,0,0,0,0,0,0,0,0,58,0,0,7,3,27,0,0,0,0,0,9,0,0,0,0,0,0,102,5284,0,0,0,205678,0,0,0,21,4,0,0,0,30
"SRR18691401",138809,0,10,739,0,0,0,646,0,11,1865,0,0,0,422,10,0,0,0,0,58,36,0,0,0,0,296,0,0,0,0,8,0,0,0,0,0,29,0,3,52,0,0,0,83,0,0,228,0,11,0,209,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,133135,0,594,0,0,29,0,0,0,0,0,0,25,0,0,0,0,0,0,0,142,0,0,51,403,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,9,10,0,0,0,0,1865,0,0,0,0,0,0,0,189,63258,0,0,248,0,0,296,0,0,0,0,7,0
"SRR18691402",163779,0,53,580,0,0,0,116,14,18,1178,0,0,0,0,0,0,0,0,15,9,32,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,35,0,0,93,0,0,0,19,0,0,0,0,20,0,176,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,161202,0,23,0,0,46,0,0,0,0,0,21,0,0,0,0,0,0,0,0,144,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,1157,0,0,0,0,0,0,0,79,126839,0,0,162,0,0,0,0,0,0,0,0,0
"SRR18691403",184261,0,152,259,0,31,0,582,0,25,2632,95,14,0,41,0,0,20,0,0,0,11,0,0,0,0,101,0,0,0,11,0,0,0,0,0,0,0,0,0,557,0,0,0,9,0,0,8,0,0,0,74,0,0,0,29,0,0,14,0,0,0,0,0,0,0,0,0,180148,0,25,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,7,30,0,0,0,0,0,0,31,0,0,0,27,0,0,55,0,28,0,0,0,0,0,2632,0,0,0,0,0,0,0,146,83825,0,0,316,18,0,0,0,0,0,0,0,0
